symbol,side,event_count,mean_fwd_ret_1,mean_fwd_ret_4,mean_fwd_ret_8,mean_fwd_ret_16,mean_fwd_ret_32,median_fwd_ret_16,plus_1atr_first_rate_16,minus_1atr_first_rate_16,mean_mae_16,mean_mfe_16,top1_positive_contribution,remove_top3_mean_fwd_ret
BNBUSDT,long,352,0.00014024048972301163,0.0006119378493395229,0.0006345524948136301,0.0010765599606052843,0.001997706095817501,0.0012465580860784309,0.4971590909090909,0.4460227272727273,-0.007328537455088302,0.008027899231530265,0.025752179201495785,0.0007468795660544207
BNBUSDT,short,19,-0.00024285037326121054,-0.0018326856850436773,-0.003617629164394395,-0.008014616047600448,-0.011130041220630894,-0.006413587303472523,0.3157894736842105,0.631578947368421,-0.012669603694114821,0.0037387428933479097,0.2846247582353334,-0.010010924386356972
BTCUSDT,long,406,-5.1884967866021446e-05,-0.00022044065132957393,6.160359230015558e-05,0.00019258767574854347,0.0028964318908837384,0.00047923918972458956,0.49627791563275436,0.4491315136476427,-0.0068121752078995,0.006235271538109258,0.02095183429298,2.3931890158792602e-05
BTCUSDT,short,18,-0.0014286652703465617,-0.0028944443637723355,-0.002190515970044197,-0.0006000932512402005,0.0036937044346958487,0.0023064828601734866,0.3888888888888889,0.6111111111111112,-0.013423835455969455,0.007560477886438839,0.19054088386807377,-0.003998143654566322
ETHUSDT,long,372,7.411987845011823e-05,0.0006172043085244332,0.0014808590608164569,0.0019926924922400247,0.0009564124120568229,0.0004194100950531965,0.4489247311827957,0.43010752688172044,-0.009440850288269475,0.010833439164584735,0.06858723529554099,0.0009897693043416163
ETHUSDT,short,15,0.0005048273739957088,0.0009318133623481624,0.0008317848283816801,0.0029729891205019674,0.004774630066135943,0.0011678703712753036,0.6666666666666666,0.3333333333333333,-0.00716191019289909,0.01070313318124169,0.429828432002284,-0.0010228071357582709
SOLUSDT,long,355,4.0431558810430566e-05,0.0008655303802037737,0.003265210899961166,0.005280761033238008,0.0062797372330935484,0.0010863223311430303,0.4403409090909091,0.5,-0.011756949497114123,0.01709160958351262,0.062314084355330326,0.003482281237931689
SOLUSDT,short,25,0.0005566972822410988,0.002207406531839995,-8.634598126960213e-05,0.001631952309123017,0.004498573911042767,0.0020787619817531633,0.6,0.36,-0.009741352752218045,0.013706852943142502,0.3575690089832038,-0.0016203880073197487
