run_id,run_timestamp,config_hash,data_hash,git_commit,data_layer,oos_status,status
S2_7_STRICT_EXIT_WINDOW_VALIDATION,2026-06-29T06:28:18.591054+00:00,20978d0e71092d4fbcc94b32d35e584a6864d5b33d637681a2f1926d34d32bfd,f0abc43c9be3da5e4da47516e659653a8f3a168890b184893941ec69c2b92083,8074aaaaab63c354ff097d150c424fc4e1137ea7,expanded_discovery,not_oos,success
