symbol,prototype,gate,leverage_mode,event_id,signal_time,entry_time,exit_time,entry_price,exit_price,quantity,atr,stop_loss,liquidation_price,min_low_1m,max_high_1m,mae_atr,mfe_atr,leverage,net_pnl,trade_return,equity_before,equity_after,liquidation,risk_event,exit_reason,reason
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,BTCUSDT_2020-01-05T01:30:00+00:00,2020-01-05 01:30:00+00:00,2020-01-05 01:30:00+00:00,2020-01-05 09:00:00+00:00,7460.981898,7428.374028,0.670153080164999,23.7514285714286,7389.727612285714,6006.090427890001,7417.0,7495.0,-1.8517580055334821,1.432254986166257,5.0,-26.841338385860688,-0.026841338385860686,1000.0,973.1586616141393,False,,donchian20_exit,all_raise_conditions_met
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,BTCUSDT_2020-01-06T22:15:00+00:00,2020-01-06 22:15:00+00:00,2020-01-06 22:15:00+00:00,2020-01-07 13:15:00+00:00,7632.136122,7838.871912,0.6375401631064745,23.17357142857145,7562.6154077142855,6143.86957821,7611.24,8014.91,-0.9017221218752844,16.517690386215776,5.0,126.87067478383673,0.13036997951947674,973.1586616141393,1100.029336397976,False,,donchian20_exit,all_raise_conditions_met
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,BTCUSDT_2020-01-11T00:00:00+00:00,2020-01-11 00:00:00+00:00,2020-01-11 00:00:00+00:00,2020-01-11 05:15:00+00:00,8208.84144,8083.852906,0.1340054311486343,56.79928571428575,8038.443582857143,41.0442072,8071.59,8261.33,-2.4164289792376583,0.9241059872483391,1.0,-17.84079715251007,-0.016218473964457532,1100.029336397976,1082.188539245466,False,,donchian20_exit,atr_pct_rank_gt_80pct
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,BTCUSDT_2020-01-11T21:45:00+00:00,2020-01-11 21:45:00+00:00,2020-01-11 21:45:00+00:00,2020-01-11 21:46:00+00:00,8285.826834,8194.611869490342,0.6530359377080038,29.85857142857133,8196.251119714285,6670.09060137,8065.42,8292.19,-7.381693880675582,0.21311019568445216,5.0,-64.94780925285326,-0.06001524401481539,1082.188539245466,1017.2407299926127,False,,atr_stop,all_raise_conditions_met
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,BTCUSDT_2020-01-14T00:45:00+00:00,2020-01-14 00:45:00+00:00,2020-01-14 00:45:00+00:00,2020-01-15 04:15:00+00:00,8240.917854,8670.91547,0.12343779516002111,27.709285714285734,8157.789996857142,41.20458927,8237.62,8918.5,-0.11901620395427831,24.453251988760897,1.0,52.03417793429132,0.05115227536619498,1017.2407299926127,1069.274907926904,False,,donchian20_exit,default_1x
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,BTCUSDT_2020-01-17T03:15:00+00:00,2020-01-17 03:15:00+00:00,2020-01-17 03:15:00+00:00,2020-01-18 04:45:00+00:00,8815.7628,8839.261794,0.6064562603288872,30.30928571428584,8724.834942857144,7096.689054,8765.0,9039.0,-1.6748266679235488,7.365307190158555,5.0,8.89761192708482,0.008321164053438225,1069.274907926904,1078.172519853989,False,,donchian20_exit,all_raise_conditions_met
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,BTCUSDT_2020-01-19T01:15:00+00:00,2020-01-19 01:15:00+00:00,2020-01-19 01:15:00+00:00,2020-01-19 06:45:00+00:00,9125.3247,9099.1798,0.5907584416442677,37.28857142857162,9013.458985714284,7345.8863835,9075.93,9205.3,-1.3246605624089665,2.1447670676576536,5.0,-20.82846032002429,-0.019318300120323022,1078.172519853989,1057.3440595339646,False,,donchian20_exit,all_raise_conditions_met
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,BTCUSDT_2020-01-26T17:15:00+00:00,2020-01-26 17:15:00+00:00,2020-01-26 17:15:00+00:00,2020-01-27 09:00:00+00:00,8589.7176,8606.398376000001,0.6154707923890097,27.252857142857206,8507.959028571428,6914.722668,8544.07,8700.0,-1.6749656654610248,4.046636263563418,5.0,4.974676859503213,0.004704879943900052,1057.3440595339646,1062.3187363934678,False,,donchian20_exit,all_raise_conditions_met
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,BTCUSDT_2020-01-27T19:00:00+00:00,2020-01-27 19:00:00+00:00,2020-01-27 19:00:00+00:00,2020-01-28 17:30:00+00:00,8888.017248,8944.970648,0.5976128909023624,34.75928571428566,8783.739390857143,7154.853884640001,8862.0,9207.81,-0.7484977744898742,9.200210689846491,5.0,28.7074742957411,0.02702340955898217,1062.3187363934678,1091.026210689209,False,,donchian20_exit,all_raise_conditions_met
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,BTCUSDT_2020-01-28T23:45:00+00:00,2020-01-28 23:45:00+00:00,2020-01-28 23:45:00+00:00,2020-01-29 10:15:00+00:00,9387.347093999999,9308.138,0.11622306065432986,56.41285714285732,9218.108522571427,46.936735469999995,9266.0,9450.0,-2.1510538580363896,1.1106139481881196,1.0,-10.292346585357324,-0.0094336382430772,1091.026210689209,1080.7338641038516,False,,donchian20_exit,default_1x
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,BTCUSDT_2020-02-05T16:15:00+00:00,2020-02-05 16:15:00+00:00,2020-02-05 16:15:00+00:00,2020-02-06 00:30:00+00:00,9563.66235,9588.271962,0.5650209221908862,33.692857142857065,9462.583778571428,7698.748191750001,9526.65,9799.08,-1.0985221539114185,6.98716790332838,5.0,8.494323873647254,0.007859773951555389,1080.7338641038516,1089.228187977499,False,,donchian20_exit,all_raise_conditions_met
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,BTCUSDT_2020-02-06T13:00:00+00:00,2020-02-06 13:00:00+00:00,2020-02-06 13:00:00+00:00,2020-02-06 13:48:00+00:00,9839.857578,9722.6526584844,0.5534776186257008,38.41999999999981,9724.597577999999,7921.08535029,9651.0,9884.0,-4.915605882352948,1.1489438313378961,5.0,-70.28400553472613,-0.06452642918214493,1089.228187977499,1018.9441824427728,False,,atr_stop,all_raise_conditions_met
