sample_reason,event_id,symbol,side,signal_time,execution_time,execution_open,p4_state_bucket,trend_strength_atr,volatility_regime,deviation_ema20_atr,fwd_ret_16,fwd_mae_16,fwd_mfe_16,plus_1atr_first_16,minus_1atr_first_16,subsequent_trend_breakout
worst_return,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2025-11-30T23:15:00+00:00,BNBUSDT,long,2025-11-30 23:15:00+00:00,2025-11-30 23:15:00+00:00,884.74,after_p4_exit_5_16_bars,1.9243109765604314,high_vol,-2.208915983617197,-0.05922643940592709,-0.06046974252322712,0.00038429369080184017,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2025-11-30T23:30:00+00:00,BNBUSDT,long,2025-11-30 23:30:00+00:00,2025-11-30 23:30:00+00:00,882.25,after_p4_exit_5_16_bars,1.7311436461328316,high_vol,-2.653838809882178,-0.05794275998866538,-0.05890620572400118,0.0013828279965997226,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2025-11-30T23:45:00+00:00,BNBUSDT,long,2025-11-30 23:45:00+00:00,2025-11-30 23:45:00+00:00,881.25,after_p4_exit_5_16_bars,1.5900340352418536,high_vol,-2.640247306056359,-0.055727659574468125,-0.06146950354609926,0.0004425531914893366,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2025-11-30T22:45:00+00:00,BNBUSDT,long,2025-11-30 22:45:00+00:00,2025-11-30 22:45:00+00:00,887.12,after_p4_exit_5_16_bars,2.3064594509230814,high_vol,-1.935562199663873,-0.05546036612859595,-0.06007079087383893,0.0025588420957705083,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2025-12-01T00:00:00+00:00,BNBUSDT,long,2025-12-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,875.21,after_p4_exit_5_16_bars,1.3001992934927642,high_vol,-3.785340896352326,-0.052615943602106974,-0.054992516081854625,0.0023080175043703743,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-06-20T15:15:00+00:00,SOLUSDT,long,2025-06-20 15:15:00+00:00,2025-06-20 15:15:00+00:00,143.95,after_p4_exit_5_16_bars,0.09851761243180841,high_vol,-3.2634465328365923,-0.04008336227856879,-0.058214657867315056,0.0015977770059050211,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_short_2026-03-04T06:45:00+00:00,BTCUSDT,short,2026-03-04 06:45:00+00:00,2026-03-04 06:45:00+00:00,68638.5,after_p4_exit_5_16_bars,0.9754066415072218,mid_vol,1.626896574143751,-0.038450723719195556,-0.04520093089379429,0.004720709643421639,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2026-04-01T21:45:00+00:00,SOLUSDT,long,2026-04-01 21:45:00+00:00,2026-04-01 21:45:00+00:00,82.18,after_p4_exit_5_16_bars,0.5640760670870407,high_vol,-2.0596607397362185,-0.03747870528109043,-0.03808712582136786,0.00024336821611092851,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_short_2026-03-04T07:30:00+00:00,BTCUSDT,short,2026-03-04 07:30:00+00:00,2026-03-04 07:30:00+00:00,68741.6,after_p4_exit_5_16_bars,1.170045740386755,mid_vol,1.7302602071717652,-0.035675631640811334,-0.04376675351484727,0.0020451507478722597,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2025-12-01T00:15:00+00:00,BNBUSDT,long,2025-12-01 00:15:00+00:00,2025-12-01 00:15:00+00:00,855.12,after_p4_exit_5_16_bars,0.654917505153905,high_vol,-5.818637850170437,-0.035480400411638136,-0.035480400411638136,0.002502572738329212,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2026-04-01T22:15:00+00:00,SOLUSDT,long,2026-04-01 22:15:00+00:00,2026-04-01 22:15:00+00:00,81.34,after_p4_exit_5_16_bars,0.33013781194957853,high_vol,-2.822925675845854,-0.03331694123432516,-0.03405458568969766,0.004671748217359273,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-06-20T15:30:00+00:00,SOLUSDT,long,2025-06-20 15:30:00+00:00,2025-06-20 15:30:00+00:00,143.39,after_p4_exit_5_16_bars,0.023526648342939077,high_vol,-3.4551915007922505,-0.032707999163121504,-0.05453657856196381,0.003696213125043535,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2026-04-01T22:45:00+00:00,SOLUSDT,long,2026-04-01 22:45:00+00:00,2026-04-01 22:45:00+00:00,80.9,after_p4_exit_5_16_bars,0.08632731442435332,high_vol,-2.9085708169264906,-0.0316440049443758,-0.03312731767614352,0.010135970333745359,True,False,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2026-04-01T23:15:00+00:00,SOLUSDT,long,2026-04-01 23:15:00+00:00,2026-04-01 23:15:00+00:00,81.35,after_p4_exit_5_16_bars,0.10502145714382297,high_vol,-1.7836128896501546,-0.0315918869084203,-0.038475722188076156,0.00454824830977274,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-06-20T15:45:00+00:00,SOLUSDT,long,2025-06-20 15:45:00+00:00,2025-06-20 15:45:00+00:00,143.73,after_p4_exit_5_16_bars,0.11899866002399752,high_vol,-2.6454061864722,-0.031517428511792955,-0.05677311625965353,6.957489737713374e-05,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2026-04-01T22:00:00+00:00,SOLUSDT,long,2026-04-01 22:00:00+00:00,2026-04-01 22:00:00+00:00,81.81,after_p4_exit_5_16_bars,0.4447614864640557,high_vol,-2.3209790467580445,-0.031047549199364477,-0.035447989243368894,0.001222344456667912,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2025-12-01T00:30:00+00:00,BNBUSDT,long,2025-12-01 00:30:00+00:00,2025-12-01 00:30:00+00:00,849.75,after_p4_exit_5_16_bars,0.39519396107918664,high_vol,-5.672621445260486,-0.03079729332156511,-0.031373933509855845,0.000729626360694402,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2026-04-01T23:45:00+00:00,SOLUSDT,long,2026-04-01 23:45:00+00:00,2026-04-01 23:45:00+00:00,81.29,after_p4_exit_5_16_bars,0.2998997332255432,mid_vol,-1.6764310180305904,-0.02976995940460081,-0.03776602288104325,0.005289703530569456,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2026-04-01T22:30:00+00:00,SOLUSDT,long,2026-04-01 22:30:00+00:00,2026-04-01 22:30:00+00:00,80.92,after_p4_exit_5_16_bars,0.20369817450744637,high_vol,-3.1608563606605253,-0.02891744933267426,-0.031512605042016806,0.009886307464162192,True,False,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2026-04-01T23:00:00+00:00,SOLUSDT,long,2026-04-01 23:00:00+00:00,2026-04-01 23:00:00+00:00,81.12,after_p4_exit_5_16_bars,0.016159727279193858,high_vol,-2.333077946335962,-0.02847633136094674,-0.0357495069033531,0.007396449704141883,True,False,False
worst_mae,IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2025-05-18T19:30:00+00:00,ETHUSDT,long,2025-05-18 19:30:00+00:00,2025-05-18 19:30:00+00:00,2465.96,after_p4_exit_5_16_bars,0.016235439905196197,high_vol,-1.72024980836339,-0.006107155022790245,-0.06218267936219568,0.0,False,True,False
worst_mae,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2025-11-30T23:45:00+00:00,BNBUSDT,long,2025-11-30 23:45:00+00:00,2025-11-30 23:45:00+00:00,881.25,after_p4_exit_5_16_bars,1.5900340352418536,high_vol,-2.640247306056359,-0.055727659574468125,-0.06146950354609926,0.0004425531914893366,False,True,False
worst_mae,IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2025-05-18T19:15:00+00:00,ETHUSDT,long,2025-05-18 19:15:00+00:00,2025-05-18 19:15:00+00:00,2463.01,after_p4_exit_5_16_bars,0.07360599991270741,high_vol,-1.9706241546804513,-0.009366588036589407,-0.061059435406271345,0.002813630476530715,False,True,False
worst_mae,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2025-11-30T23:15:00+00:00,BNBUSDT,long,2025-11-30 23:15:00+00:00,2025-11-30 23:15:00+00:00,884.74,after_p4_exit_5_16_bars,1.9243109765604314,high_vol,-2.208915983617197,-0.05922643940592709,-0.06046974252322712,0.00038429369080184017,False,True,False
worst_mae,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2025-11-30T22:45:00+00:00,BNBUSDT,long,2025-11-30 22:45:00+00:00,2025-11-30 22:45:00+00:00,887.12,after_p4_exit_5_16_bars,2.3064594509230814,high_vol,-1.935562199663873,-0.05546036612859595,-0.06007079087383893,0.0025588420957705083,False,True,False
worst_mae,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2025-11-30T23:30:00+00:00,BNBUSDT,long,2025-11-30 23:30:00+00:00,2025-11-30 23:30:00+00:00,882.25,after_p4_exit_5_16_bars,1.7311436461328316,high_vol,-2.653838809882178,-0.05794275998866538,-0.05890620572400118,0.0013828279965997226,False,True,False
