run_id,run_timestamp,s2_source,exit_bucket,status,data_layer,oos_status,config_hash,data_hash,git_commit
S2_6_EXIT_WINDOW_VALIDATION,2026-06-29T06:01:48.346498+00:00,/Users/muce/PycharmProjects/20260625/Era/research_core/second_alpha_source_s2,after_p4_exit_5_16_bars,success,expanded_discovery,not_oos,20978d0e71092d4fbcc94b32d35e584a6864d5b33d637681a2f1926d34d32bfd,c6d863fd9a513a9feb356c939ee056043e3bd52b57a4ba7a22e4ed98086f8248,bce2ff2585900ae33b8c3ab6e8113505f8a5a624
