month,event_count,mean_fwd_ret_1,mean_fwd_ret_4,mean_fwd_ret_8,mean_fwd_ret_16,mean_fwd_ret_32,median_fwd_ret_16,plus_1atr_first_rate_16,minus_1atr_first_rate_16,ambiguous_rate_16,mean_mae_16,mean_mfe_16,mean_reversion_rate_32,top1_positive_contribution,top3_positive_contribution,remove_top3_mean_fwd_ret
2024-12,73,0.0005032770481971059,-0.0005286432595648763,-0.001498003082912103,-0.0016629877333161887,0.0021851377598462503,-0.00380709867874951,0.3561643835616438,0.6301369863013698,0.0,-0.013387828675687578,0.008639122415129135,0.4520547945205479,0.2597853987048427,0.5064999144789002,-0.0035609030820674143
2025-01,101,7.976261774956465e-05,-1.6022580876504788e-05,0.0017334771536894136,0.003986075189343273,0.008473957504579197,0.001895237711198039,0.5247524752475248,0.44554455445544555,0.0,-0.006693654477579019,0.010091592788006937,0.49504950495049505,0.10130535114646452,0.28821504777121,0.002279045441315097
2025-02,99,-0.0005937071026964972,-0.0003223098823301359,-0.001282409819985108,-0.0026761274402423135,-0.001065865104747906,-0.0017396304022525566,0.43434343434343436,0.5151515151515151,0.0,-0.01204521439804389,0.008589928609254394,0.2727272727272727,0.05628954555009742,0.15649661331545706,-0.0032809931940156536
2025-03,54,0.000434158460785183,0.006322404411799415,0.020298355980719048,0.0231615310468146,0.026486660651901292,-0.003047601248366838,0.42592592592592593,0.5740740740740741,0.0,-0.009452528855496413,0.04064935174384455,0.4444444444444444,0.14458324072086048,0.42568214928882453,0.011906096958164091
2025-04,109,0.0002009386466558717,0.0010698339752048527,0.002957932405007089,0.0049561846707545,0.004475233681188769,0.007620431542841644,0.5504587155963303,0.43119266055045874,0.0,-0.00890679813781833,0.012240515752769597,0.5504587155963303,0.031604247930813456,0.08144167262515643,0.004465830786076617
2025-05,87,0.0003489447948710239,0.0018089263418629676,0.004488914267037439,0.00804212691174508,0.0016499913179683402,0.005424848163217089,0.5862068965517241,0.41379310344827586,0.0,-0.008963222864516465,0.016315894942844997,0.6896551724137931,0.059206492493549576,0.159815855873592,0.006800490040968208
2025-06,68,4.534474223166937e-05,-0.00023384409240604135,-0.0016707821084963308,0.0011359355080755012,0.0007819605265813748,0.0016118595678870085,0.5588235294117647,0.4411764705882353,0.0,-0.010726773454782665,0.008045327998976615,0.5882352941176471,0.0868905531307782,0.2308077260483784,0.00010551591730795485
2025-07,82,0.0004760248368983274,0.001496196015087148,0.001445544470015183,-0.001044694903866478,-0.004073404040918744,-0.0006972853785769395,0.5,0.4268292682926829,0.06097560975609756,-0.00784116066773061,0.00714637189531834,0.4878048780487805,0.09190923353007618,0.21995127964101338,-0.001542432336315687
2025-08,71,-9.826798281475298e-06,0.0011991912480911135,0.00492304826051149,0.007834637362978132,0.006116091422110531,0.0004508901797870557,0.4647887323943662,0.5070422535211268,0.0,-0.00976647523745699,0.017639361004642536,0.6056338028169014,0.1723013709525952,0.48520863298179034,0.002650037043532567
2025-09,70,0.0004946063658130376,0.0018069596434103108,0.00256175742072517,0.0027568920618819405,0.0035723223359465997,0.002151000184355545,0.5857142857142857,0.32857142857142857,0.02857142857142857,-0.004101033701865689,0.007510817153970715,0.6142857142857143,0.06777706632841218,0.1935224868950484,0.002098075844596016
2025-10,82,-0.00014540503907317377,-9.537455522944681e-05,-0.000932477122502739,0.00012289001681999677,-0.0013293906157416577,-0.0009733219795631798,0.3048780487804878,0.5853658536585366,0.0,-0.011589329341989639,0.01043174644316163,0.2682926829268293,0.10923132076303248,0.28975372681396616,-0.0014230006691963453
2025-11,38,0.0008732115923951528,0.0012862945296247686,0.0010303052513600647,0.0011847196962056056,0.01019056379508006,0.008013734840895959,0.7368421052631579,0.23684210526315788,0.02631578947368421,-0.011252241610270493,0.014639336311197182,0.7894736842105263,0.1103523104123982,0.31350071782271466,-0.0019120905531815652
2025-12,152,-0.0009603504673742389,-0.001944907368779873,-0.0016880575351609676,-0.0014406447417881826,0.001007568285386508,0.00032078244902422615,0.4342105263157895,0.5328947368421053,0.0,-0.010871845343333903,0.0074304696565791585,0.23026315789473684,0.04374825545674694,0.1187723905392011,-0.0018549726802313726
2026-01,71,0.00029254407300293177,-6.644228777694535e-05,0.0004669436043938618,0.0020776880682931136,0.005915476112325862,0.00041874322116508544,0.4507042253521127,0.39436619718309857,0.0,-0.0065014447414889175,0.00757772908779979,0.6619718309859155,0.08941140456472693,0.21798830322470258,0.0011918868007280653
