side,event_count,mean_fwd_ret_1,mean_fwd_ret_4,mean_fwd_ret_8,mean_fwd_ret_16,mean_fwd_ret_32,median_fwd_ret_16,plus_1atr_first_rate_16,minus_1atr_first_rate_16,ambiguous_rate_16,mean_mae_16,mean_mfe_16,mean_reversion_rate_32,top1_positive_contribution,top3_positive_contribution,remove_top3_mean_fwd_ret
long,1485,4.728966571720015e-05,0.0004463074116303932,0.0013178591139592672,0.0020667149629971546,0.0029998721848424155,0.0007680491551458335,0.47126436781609193,0.4557133198106829,0.0067613252197430695,-0.00877308608735294,0.010402245369830053,0.45791245791245794,0.026737861356650662,0.0787216432066285,0.0016349320451295197
short,77,-0.00011480895184724693,-0.00023063198483778697,-0.001270728814159791,-0.0010089056998847685,0.0005077882519564495,0.00041155024715366917,0.4935064935064935,0.4805194805194805,0.012987012987012988,-0.010822259481747653,0.00922523426268438,0.6493506493506493,0.14419819486330193,0.31521767854336197,-0.002413925833882166
