candidate,p4_state_bucket,event_count,mean_fwd_ret_16,percentile_vs_random,ordinary_bootstrap_positive_rate,monthly_block_positive_rate,positive_symbol_count,top1_positive_contribution,remove_top3_mean_fwd_ret,high_vol_only,canonical_pass,decision_letter,decision_status,allowed_next_step,strategy_backtest_generated,data_layer,oos_status
IDLE_MR1_P4_IDLE_REVERSION,after_p4_exit_5_16_bars,1562,0.0019145152258236917,1.0,1.0,0.958,4,0.025729888460722546,0.0015038467222923664,False,True,A,clear_local_edge_for_S2.7,S2.7_event_validation,False,expanded_discovery,not_oos
