candidate,p4_state_bucket,event_count,mean_fwd_ret_1,mean_fwd_ret_4,mean_fwd_ret_8,mean_fwd_ret_16,mean_fwd_ret_32,median_fwd_ret_16,plus_1atr_first_rate_16,minus_1atr_first_rate_16,ambiguous_rate_16,mean_mae_16,mean_mfe_16,mean_reversion_rate_32,top1_positive_contribution,top3_positive_contribution,remove_top3_mean_fwd_ret
IDLE_MR1_P4_IDLE_REVERSION,after_p4_exit_5_16_bars,1562,3.9298888795009096e-05,0.0004129371596918209,0.0011899250507595445,0.0019145152258236917,0.002876469957940667,0.000748814687863586,0.4723650385604113,0.4569408740359897,0.007069408740359897,-0.008874491197486869,0.01034399996157156,0.4673495518565941,0.025729888460722546,0.07575396820761561,0.0015038467222923664
