sample_reason,event_id,symbol,side,signal_time,execution_time,execution_open,p4_phase,trend_strength_atr,volatility_regime,deviation_ema20_atr,fwd_ret_16,fwd_mae_16,fwd_mfe_16,plus_1atr_first_16,minus_1atr_first_16,subsequent_trend_breakout
minus_1atr_random,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_short_2025-07-16T17:00:00+00:00,SOLUSDT,short,2025-07-16 17:00:00+00:00,2025-07-16 17:00:00+00:00,172.52,p4_held,1.955637704469434,high_vol,2.7423597325177314,-0.01240435891490832,-0.01462188713730872,0.0028483404057433326,False,True,False
minus_1atr_random,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2024-12-06T09:00:00+00:00,BNBUSDT,long,2024-12-06 09:00:00+00:00,2024-12-06 09:00:00+00:00,723.19,deep_idle,1.0697333117563435,low_vol,-1.5813627391024143,-0.02005005600188059,-0.022041233977239783,0.0008849679890485795,False,True,True
minus_1atr_random,IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2026-06-14T17:30:00+00:00,BTCUSDT,long,2026-06-14 17:30:00+00:00,2026-06-14 17:30:00+00:00,63874.5,after_p4_exit_17_64_bars,1.5407968012837072,high_vol,-1.5946398331607854,0.013708130787716488,-0.003514704616083053,0.017618924609977382,False,True,True
minus_1atr_random,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2025-06-15T19:45:00+00:00,BNBUSDT,long,2025-06-15 19:45:00+00:00,2025-06-15 19:45:00+00:00,645.83,deep_idle,1.684191812628095,low_vol,-1.992021848884347,0.0036232445070683017,-0.005372930957063038,0.0038090519176872117,False,True,True
minus_1atr_random,IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_short_2025-03-19T12:30:00+00:00,ETHUSDT,short,2025-03-19 12:30:00+00:00,2025-03-19 12:30:00+00:00,2009.02,p4_held,1.7849657535365653,high_vol,1.9327185605193862,-0.01572408437944861,-0.02307826966466975,0.007502281776877284,False,True,False
minus_1atr_random,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2026-05-22T19:30:00+00:00,BNBUSDT,long,2026-05-22 19:30:00+00:00,2026-05-22 19:30:00+00:00,652.63,after_p4_exit_0_4_bars,1.4601749857554231,high_vol,-2.3025996514823093,-0.0029725878369060155,-0.006006466144676148,0.0028346842774620296,False,True,False
minus_1atr_random,IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2025-08-24T20:00:00+00:00,BTCUSDT,long,2025-08-24 20:00:00+00:00,2025-08-24 20:00:00+00:00,112556.4,deep_idle,0.503002749901312,high_vol,-2.8238572205842654,0.007906258551268586,-0.008896873034318742,0.009684922403346397,False,True,False
minus_1atr_random,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-07-28T18:15:00+00:00,SOLUSDT,long,2025-07-28 18:15:00+00:00,2025-07-28 18:15:00+00:00,185.76,after_p4_exit_17_64_bars,0.5786859209436245,high_vol,-1.6427054811872426,-0.00985142118863036,-0.0174418604651162,0.0033376399655469235,False,True,False
minus_1atr_random,IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_short_2026-06-14T23:15:00+00:00,BTCUSDT,short,2026-06-14 23:15:00+00:00,2026-06-14 23:15:00+00:00,65529.7,p4_held,0.911218929650996,high_vol,2.614917187199334,-0.0025240463484497155,-0.005317243472981237,0.00329789954114168,False,True,False
minus_1atr_random,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2025-05-03T09:00:00+00:00,BNBUSDT,long,2025-05-03 09:00:00+00:00,2025-05-03 09:00:00+00:00,596.72,deep_idle,1.0193590327998006,low_vol,-1.796414316530671,0.00021785762166515177,-0.002882423917415222,0.0012233543370425704,False,True,False
minus_1atr_random,IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_short_2025-03-14T11:45:00+00:00,BTCUSDT,short,2025-03-14 11:45:00+00:00,2025-03-14 11:45:00+00:00,83226.1,deep_idle,0.45232578174133264,low_vol,2.387967653470953,-0.0222237975827293,-0.023972032433370538,0.007649438278428455,False,True,False
minus_1atr_random,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2026-05-30T01:15:00+00:00,BNBUSDT,short,2026-05-30 01:15:00+00:00,2026-05-30 01:15:00+00:00,647.54,p4_held,0.19054676484489397,low_vol,2.8016604303520602,-0.02165117212836276,-0.02330351890677096,0.0004944222984455404,False,True,False
minus_1atr_random,IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2026-02-22T14:00:00+00:00,ETHUSDT,long,2026-02-22 14:00:00+00:00,2026-02-22 14:00:00+00:00,1949.9,deep_idle,0.19835964949927337,high_vol,-2.7878999678237704,-0.005472075491050887,-0.008667111133904393,0.00407200369249705,False,True,False
minus_1atr_random,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2025-04-09T08:30:00+00:00,BNBUSDT,short,2025-04-09 08:30:00+00:00,2025-04-09 08:30:00+00:00,555.87,deep_idle,2.1398914313311415,low_vol,1.5886638490155394,0.009354705236836014,-0.006523448670288756,0.01275347532202531,False,True,True
