symbol,side,p4_phase,volatility_regime,trend_strength_bucket,event_count,mean_fwd_ret_1,mean_fwd_ret_4,mean_fwd_ret_8,mean_fwd_ret_16,mean_fwd_ret_32,plus_1atr_first_rate_16,minus_1atr_first_rate_16,mean_mae_16,mean_mfe_16,top1_positive_contribution,remove_top3_mean_fwd_ret
BTCUSDT,short,p4_held,high_vol,1.5_2.5,292,-6.914480321368778e-05,8.845414597063777e-06,0.0008192563664766021,0.0014111578420214245,0.0011767603916761204,0.547945205479452,0.4143835616438356,-0.006550676054808262,0.008080192272276096,0.029477690381870463,0.0011533434282718314
BTCUSDT,short,p4_held,low_vol,0.5_1.0,27,0.00028298735235795554,0.0006400653440589895,2.003270930389039e-05,-0.0010959203912087848,-0.004762671798881412,0.48148148148148145,0.48148148148148145,-0.006294464307356313,0.006156538417880495,0.21372592985859434,-0.002492693897989451
BTCUSDT,short,p4_held,low_vol,0_0.5,11,-0.00029322928902104033,0.0005604096190345045,1.133541565897814e-05,-0.0007460981891540541,-0.004173620450232992,0.45454545454545453,0.5454545454545454,-0.004754019527084874,0.0033529478038616593,0.6077220555704809,-0.002540659057027453
BTCUSDT,short,p4_held,low_vol,1.0_1.5,35,0.00017331062573094436,0.0006745927316681412,0.0007733379583984774,0.0023943849702430845,0.0008414266946056515,0.37142857142857144,0.5428571428571428,-0.006298133387868814,0.007900177128385958,0.10362446476787314,0.0011920964982488312
BTCUSDT,short,p4_held,low_vol,1.5_2.5,64,-0.00035053016098353373,0.00040256968006509644,0.0012307018788060304,0.0026166711459522877,-0.00038999127685533826,0.515625,0.40625,-0.004211929423548033,0.006387793446553783,0.0956919972179797,0.0017504210657148874
BTCUSDT,short,p4_held,mid_vol,0.5_1.0,39,0.0007704120581094427,-0.00028883736012677645,-4.037516208844371e-06,0.0001645244109179684,-0.0007235038305609847,0.6410256410256411,0.3333333333333333,-0.0063321071831654785,0.006849807054362726,0.21995537737911908,-0.0016124859363564645
BTCUSDT,short,p4_held,mid_vol,0_0.5,21,0.00097377836993574,0.0021068882401107593,0.002945404033386564,0.0021951692252099877,0.008742809345600904,0.7619047619047619,0.14285714285714285,-0.0038728842163250447,0.007909126753633037,0.240892820065261,0.00010941044998336036
BTCUSDT,short,p4_held,mid_vol,1.0_1.5,38,-0.00017523876876232727,-0.001573645548579399,-0.0025083524273252136,-0.0024904331517931594,-0.0047156441726576735,0.47368421052631576,0.5263157894736842,-0.009580311660730876,0.007134864378553333,0.18546464613139152,-0.004112610956374429
BTCUSDT,short,p4_held,mid_vol,1.5_2.5,115,0.00027181900937447626,0.0008511458223965383,0.0009628008662755314,0.0013693042723330047,0.0011195635575262815,0.5304347826086957,0.4608695652173913,-0.0059996450735838045,0.007446962569563069,0.0645546610550595,0.0006891437799889387
ETHUSDT,long,after_p4_exit_0_4_bars,high_vol,0.5_1.0,21,-0.00042729169283453475,-0.0009236143440287776,-0.0017469361953493853,-0.0021062951302347954,0.0015366339351664008,0.38095238095238093,0.47619047619047616,-0.00900638295039061,0.006151494697748021,0.21561102487851103,-0.003959678421441811
ETHUSDT,long,after_p4_exit_0_4_bars,high_vol,0_0.5,34,-0.0022025731343084977,-0.007184697565386076,-0.011994175843017166,-0.008844028177885533,-0.0072063149169206385,0.14705882352941177,0.7352941176470589,-0.026213071623071335,0.0034864054588661375,0.23684399351831867,-0.010623442417468262
ETHUSDT,long,after_p4_exit_0_4_bars,high_vol,1.0_1.5,32,0.0005861608359073803,0.00020867370722388312,0.0003111157977020683,-0.00034629953455126913,-0.0025878924069688627,0.5625,0.40625,-0.009070756596096848,0.009500366901860721,0.1055705259923636,-0.0016931548831024602
ETHUSDT,long,after_p4_exit_0_4_bars,high_vol,1.5_2.5,77,-0.00028661239517680534,-0.003066076980784721,-0.0029129786094837526,-0.00012653381607337494,0.0004779533144283621,0.33766233766233766,0.6233766233766234,-0.012315779481189375,0.009759549708366408,0.06837520969391792,-0.001226397160478151
ETHUSDT,long,after_p4_exit_0_4_bars,low_vol,0.5_1.0,9,0.001291429763819475,0.001300401332021349,0.009278002759025437,0.012754484812580421,0.025464163838085325,0.5555555555555556,0.4444444444444444,-0.009567831445572557,0.0232114693106211,0.7650919541660097,-0.007034075832921575
ETHUSDT,long,after_p4_exit_0_4_bars,low_vol,1.0_1.5,9,-0.003939435119661821,-0.005905774192800324,-0.005087101630437451,0.018216171447315785,0.03628278357896913,0.1111111111111111,0.8888888888888888,-0.019582985103657982,0.03206135042850416,0.3364437211288562,-0.013464035859745834
ETHUSDT,long,after_p4_exit_0_4_bars,low_vol,1.5_2.5,21,-0.00030922022960506936,0.0015324186478288524,0.0013493351943198954,0.001463911255382842,0.004403303242520241,0.5714285714285714,0.42857142857142855,-0.005920142614540562,0.00966927789999246,0.17637351493512235,-0.0012443050731875311
ETHUSDT,long,after_p4_exit_0_4_bars,mid_vol,0.5_1.0,12,0.000231369911045091,0.0025237513041095985,0.0016994967615651297,-0.0007063515059769024,-0.009556147489139466,0.5,0.5,-0.01052507467097689,0.010232754623732946,0.42904712368854814,-0.0036971185638447293
ETHUSDT,long,after_p4_exit_0_4_bars,mid_vol,0_0.5,4,-0.0018418412691208197,-0.006938633660337867,-0.002832061160775945,-0.0023528065264160347,0.006016676696919687,0.5,0.5,-0.01358833465431597,0.003989280379958493,1.0,-0.0053025015198253644
ETHUSDT,long,after_p4_exit_0_4_bars,mid_vol,1.0_1.5,3,-0.00022761628454300484,0.0007978823218458923,0.00679475676536212,0.004868580522163583,0.0022401760550797936,0.3333333333333333,0.6666666666666666,-0.004667639323570246,0.010837928248937109,1.0,
ETHUSDT,long,after_p4_exit_0_4_bars,mid_vol,1.5_2.5,22,3.098326994167465e-05,0.0019898166011693644,0.005146485120538325,0.003808481665147967,0.010685402633029705,0.5454545454545454,0.4090909090909091,-0.005635110789658514,0.010320649054348102,0.28007786673471663,-0.00014648100772491084
ETHUSDT,long,after_p4_exit_17_64_bars,high_vol,0.5_1.0,134,0.0002869040369941258,0.0009256933230137569,0.0006779731700097749,0.0001764243964210851,0.001566277025972327,0.47761194029850745,0.4925373134328358,-0.013216057576052811,0.01165455736487382,0.051688927597989265,-0.0006697309303637727
ETHUSDT,long,after_p4_exit_17_64_bars,high_vol,0_0.5,139,-3.416906922198542e-05,-0.0003531355041002887,-0.00027437919471247444,0.0001635215816274802,0.0012327605710633618,0.381294964028777,0.5755395683453237,-0.013244970522748952,0.009870090691058818,0.03787056768125846,-0.00044815516556276846
ETHUSDT,long,after_p4_exit_17_64_bars,high_vol,1.0_1.5,67,0.0010980056593713915,-6.518772322998225e-05,-8.384773039874488e-05,-0.0023436213706999223,-0.004496532845923256,0.5522388059701493,0.417910447761194,-0.014505772376872223,0.010365429153592488,0.08881194149141274,-0.0037980489811860925
ETHUSDT,long,after_p4_exit_17_64_bars,high_vol,1.5_2.5,68,0.0002809345105704689,0.001780217834577163,0.0036993076757964854,0.004289009318315667,-0.0002501432814149584,0.5882352941176471,0.39705882352941174,-0.010261447092910827,0.014133838024492336,0.0770920054732411,0.0027253240827655447
ETHUSDT,long,after_p4_exit_17_64_bars,low_vol,0.5_1.0,28,-4.1930439994334166e-05,-0.002375833732865385,-0.003626148904089438,-0.006792343379586436,-0.004918151460700606,0.35714285714285715,0.6071428571428571,-0.013577115847614304,0.005012854589304775,0.30264767903295375,-0.009067902466884803
ETHUSDT,long,after_p4_exit_17_64_bars,low_vol,0_0.5,26,0.0007150932668596283,-0.00037638225886535214,-0.0042476502933072886,-0.00327729255202151,-0.0017985826330889716,0.4230769230769231,0.5769230769230769,-0.01532422236448746,0.0073579900750796795,0.15035501986818522,-0.004996961238356038
ETHUSDT,long,after_p4_exit_17_64_bars,low_vol,1.0_1.5,30,0.0005214822918513015,0.0004642433227151558,-0.0021928284033590336,-0.004871792079288831,-0.0010517944090032594,0.43333333333333335,0.5666666666666667,-0.011937435188156154,0.0066170944199861696,0.1874622925507633,-0.006383737921507404
ETHUSDT,long,after_p4_exit_17_64_bars,low_vol,1.5_2.5,47,-0.0004603809258503139,-0.0007255867498797673,-0.0011851667726423378,-0.0007750749097288015,0.0024714812872326433,0.3404255319148936,0.6595744680851063,-0.0105053043435606,0.007456824154997752,0.12655729608462807,-0.0017932370507675903
ETHUSDT,long,after_p4_exit_17_64_bars,mid_vol,0.5_1.0,57,9.542640166299508e-05,3.587356915828883e-05,-0.001875576463725103,-0.004211420965724476,-0.003943246157489406,0.47368421052631576,0.45614035087719296,-0.014183384219701983,0.008117716153970691,0.11195488747126643,-0.0053076771191897035
ETHUSDT,long,after_p4_exit_17_64_bars,mid_vol,0_0.5,71,-0.00047864141627869964,-0.0015516930965202022,-0.002767824724196272,-0.0049703774284543655,-0.0034494057677579583,0.36619718309859156,0.5915492957746479,-0.01494161527444503,0.007397294338840798,0.10338350874654856,-0.006322460545047292
ETHUSDT,long,after_p4_exit_17_64_bars,mid_vol,1.0_1.5,45,0.0003365641685774998,0.0003070102030532497,0.0011819129355009272,0.002208184560946328,8.696126222091926e-05,0.5555555555555556,0.4444444444444444,-0.008761053300012416,0.010207413031798963,0.10619931494511832,0.0008520536016457128
ETHUSDT,long,after_p4_exit_17_64_bars,mid_vol,1.5_2.5,71,0.0005208496135869747,5.720469454672926e-05,-0.0003505310588874948,0.0014491191688975127,0.0016043225767635478,0.49295774647887325,0.4788732394366197,-0.008960485319559734,0.00886127159360545,0.06925928992279454,0.0007319980668345885
ETHUSDT,long,after_p4_exit_5_16_bars,high_vol,0.5_1.0,62,0.0006082269540059963,0.0010568646955828867,0.00102629062064275,-0.00048692112386166324,-0.0025277422375245442,0.3548387096774194,0.3225806451612903,-0.007970612278438063,0.007981503298446551,0.13069863850345256,-0.001451334645339602
ETHUSDT,long,after_p4_exit_5_16_bars,high_vol,0_0.5,84,-0.0004895042854167779,-0.0008178279210243743,-0.0001840396727067933,0.0036437120856983177,0.0002841069142232192,0.36904761904761907,0.5119047619047619,-0.012068270052449774,0.011657791774549675,0.09669132683739468,0.002349958059206102
ETHUSDT,long,after_p4_exit_5_16_bars,high_vol,1.0_1.5,58,0.00023721017130517996,0.0013659096426845592,0.002098793579203753,0.0013288920045634236,-0.0011725601750920698,0.4827586206896552,0.3793103448275862,-0.007368359408218898,0.009995852145130883,0.10194518607990109,0.00014708788505006382
ETHUSDT,long,after_p4_exit_5_16_bars,high_vol,1.5_2.5,59,0.00013628656141531496,0.0008230601458681478,0.001965169002642039,-0.00039800966818025077,0.00029676977161657375,0.5084745762711864,0.4067796610169492,-0.010120667044531333,0.010133498413567293,0.17045941989384067,-0.0017963503078819304
ETHUSDT,long,after_p4_exit_5_16_bars,low_vol,0.5_1.0,6,0.0008222670249020311,0.005443968099819914,0.02732072693977483,0.045991617210040935,0.05745062138941326,0.5,0.5,-0.005192635618934183,0.0523800781909746,0.4410147040214246,0.005443101675863001
ETHUSDT,long,after_p4_exit_5_16_bars,low_vol,0_0.5,1,0.0025491497014351605,0.0008680079218195136,0.018622261908919135,0.012416504123037742,0.04743613407230396,1.0,0.0,-0.001955512099730994,0.035428691153802205,1.0,
ETHUSDT,long,after_p4_exit_5_16_bars,low_vol,1.0_1.5,9,-0.0004242434683080128,0.0005454922253058165,-0.00241249983061013,-0.007889998363910022,-0.004132929876571521,0.7777777777777778,0.2222222222222222,-0.017105413023064675,0.01008971582806247,0.3663128193209104,-0.01617834559198324
ETHUSDT,long,after_p4_exit_5_16_bars,low_vol,1.5_2.5,25,0.00017375804964985697,-0.0009762272134892758,-0.0007244253340834117,0.0009888393390922578,0.002544947080755109,0.48,0.52,-0.00658587951932589,0.006595708814371051,0.24116073870045557,-0.0007246400353999846
ETHUSDT,long,after_p4_exit_5_16_bars,mid_vol,0.5_1.0,14,-0.00040197385128145003,0.0018970411806246066,0.005637419364523055,0.007246741391658785,0.007402694024151494,0.6428571428571429,0.35714285714285715,-0.009734142107793118,0.01897919999539483,0.7400273901712516,-0.004702190635043613
ETHUSDT,long,after_p4_exit_5_16_bars,mid_vol,0_0.5,8,-0.00018908582179323619,0.004030181625259893,0.004042480898973411,0.010301404003098785,0.0102571292970971,0.625,0.375,-0.015784302059784094,0.021815624597618655,0.9094919912335033,-0.012267893987893163
ETHUSDT,long,after_p4_exit_5_16_bars,mid_vol,1.0_1.5,20,9.127789909670337e-05,-0.00018185733856767582,-9.260959336304663e-06,0.0005020348295944,-0.0023226841619199247,0.35,0.55,-0.00647916077945514,0.006884872812905762,0.26840044873709523,-0.0018373919582019315
ETHUSDT,long,after_p4_exit_5_16_bars,mid_vol,1.5_2.5,26,0.00024953989168876933,0.001376545390705496,0.0004319959643526332,-0.0009299145358958081,-0.000718027275697889,0.46153846153846156,0.5384615384615384,-0.009067569526258248,0.007498278798289255,0.14383569597000254,-0.002021848322543721
ETHUSDT,long,deep_idle,high_vol,0.5_1.0,280,-0.0006652225505770247,-0.0014981817366969419,-0.0017006469434886933,-0.00374045356992727,-0.0015131302946307346,0.4357142857142857,0.5357142857142857,-0.01674465139120526,0.011584372741648983,0.047491751097557586,-0.004376782471498397
ETHUSDT,long,deep_idle,high_vol,0_0.5,246,-0.0004062306833859411,-0.002177483173305638,-0.0040829518437634485,-0.006092253188257175,-0.005090659450126788,0.3983739837398374,0.573170731707317,-0.0171199072819005,0.009274197881230293,0.033689082267244805,-0.0064924788700526535
ETHUSDT,long,deep_idle,high_vol,1.0_1.5,284,-0.00030000935768624814,-0.0008122689871935642,-0.001853116451454299,-0.0037949490887452574,-0.004178307370612527,0.3908450704225352,0.5528169014084507,-0.017863432196526433,0.011547722685500084,0.04415808404294274,-0.004512025909062066
ETHUSDT,long,deep_idle,high_vol,1.5_2.5,512,4.4988082691149863e-05,2.0894880070334567e-05,0.0010780906018111958,0.0014525847242780083,0.0017110587388366237,0.48046875,0.46875,-0.01877980919378065,0.0158889364427017,0.017360834921059592,0.0010261049169288344
ETHUSDT,long,deep_idle,low_vol,0.5_1.0,76,0.000563108023814983,0.0012525471750102796,0.0012746233614075496,0.0003136363529712927,-0.0017377852761840235,0.5526315789473685,0.4473684210526316,-0.009542376775391633,0.012003222577980605,0.11911614523940418,-0.0014668072668264278
ETHUSDT,long,deep_idle,low_vol,0_0.5,107,-0.00039412100090697246,-0.0012659413494138124,-0.00016631926162866622,0.006021704301636159,0.0047244304912998514,0.41509433962264153,0.5660377358490566,-0.010870891636047944,0.015064058496925735,0.12551909244045414,0.0023876765324992626
ETHUSDT,long,deep_idle,low_vol,1.0_1.5,58,0.0006332125334219693,-0.0009299814288223026,4.869105063394066e-06,4.32001380711713e-05,-0.0032015333031566087,0.5862068965517241,0.41379310344827586,-0.009169730464191426,0.008332411505252124,0.25644876715622306,-0.002184432259900389
ETHUSDT,long,deep_idle,low_vol,1.5_2.5,147,-0.00010153617313971945,-0.00039439568749893963,-0.001514467448172236,-0.00208186566331223,0.00028517253487995157,0.4217687074829932,0.5578231292517006,-0.012208351046431311,0.007638025868358609,0.0902215240857185,-0.002822832198154467
ETHUSDT,long,deep_idle,mid_vol,0.5_1.0,119,0.00016556672022988395,0.0010027245529217244,0.000475180453426357,-0.001843656555008807,-0.002993072744143053,0.5798319327731093,0.40336134453781514,-0.012023701773516337,0.01029688945607756,0.05312102488514659,-0.002513205446888953
ETHUSDT,long,deep_idle,mid_vol,0_0.5,140,-0.0002338479604870103,-0.00032328522408139724,0.0016394717380209167,0.00040885792902993164,0.0001833121069956372,0.39705882352941174,0.5955882352941176,-0.012948083318871328,0.013118586996794081,0.12834120443833075,-0.0017773582890295546
ETHUSDT,long,deep_idle,mid_vol,1.0_1.5,124,-0.00023776190013226385,-0.000961233476270827,-0.0019417443477478884,-0.0041644505315006535,-0.005965782368658061,0.4112903225806452,0.5887096774193549,-0.015877504977872842,0.00931292710329141,0.10802509096989552,-0.005403837591292021
ETHUSDT,long,deep_idle,mid_vol,1.5_2.5,213,-0.0005753679171443566,-0.0007363309402349709,-0.0023843725436356036,-0.0018175177504019045,0.0009723548469269114,0.48826291079812206,0.49295774647887325,-0.014493829315429113,0.010396800891093669,0.04392584629765948,-0.0022803320383378654
ETHUSDT,long,p4_held,high_vol,1.0_1.5,4,0.003388277384261118,0.008314155471276563,0.013927831923941814,0.021383910886595636,0.03831153666660647,1.0,0.0,-0.0017961375130748636,0.025924908561624327,0.3162346444355717,0.012433046211017595
ETHUSDT,long,p4_held,high_vol,1.5_2.5,6,-0.0019033026604058738,-0.002184192427348982,-0.0013817881597673054,-0.0019631186636580957,0.0016952419044203304,0.16666666666666666,0.8333333333333334,-0.010487567766019001,0.00656039436509707,0.6715769034478722,-0.008051364634793131
ETHUSDT,long,p4_held,low_vol,0.5_1.0,1,-8.277696006786517e-05,0.00192197754157597,0.0016374317413425654,0.0012054394809883906,0.009115812727475081,1.0,0.0,-0.0015003324012301533,0.002610061022140231,1.0,
ETHUSDT,long,p4_held,low_vol,0_0.5,1,-0.010686580795340017,-0.013482132415590486,-0.01795947007033427,-0.01925143814981256,0.004293566333093857,0.0,1.0,-0.03625863864432455,0.002027053366078002,,
ETHUSDT,long,p4_held,low_vol,1.5_2.5,4,0.001085230831412487,0.002293157789731798,-0.001456350285800767,-0.004087383930152844,-0.006168191747620316,1.0,0.0,-0.01245287126610195,0.0067446999611746605,1.0,-0.011062167387534738
ETHUSDT,long,p4_held,mid_vol,1.5_2.5,2,0.0006629094295342863,-0.00036222826360143845,-0.0007920657702634171,0.0021788686417770764,0.007148772136303827,0.0,1.0,-0.004467499132787822,0.0033505559553016484,0.9800687120947529,
ETHUSDT,short,after_p4_exit_17_64_bars,high_vol,0.5_1.0,23,0.0010143763358660817,0.002636206743173263,0.003922290168596397,0.0031063224076365303,7.952928966008425e-05,0.6956521739130435,0.2608695652173913,-0.006791523943640045,0.013215644211650803,0.12475034288415064,0.0017957242224562187
ETHUSDT,short,after_p4_exit_17_64_bars,high_vol,0_0.5,31,9.584694090226986e-05,-0.0007037540717687925,0.000623628742025054,-0.00025110238774753965,-0.002669544353212628,0.5161290322580645,0.4838709677419355,-0.01356697880988221,0.015813585293729043,0.18171846497244418,-0.004519420080941131
ETHUSDT,short,after_p4_exit_17_64_bars,high_vol,1.0_1.5,25,0.0005989045270113281,0.0039082038815065135,0.004495331448875608,0.010688555537054221,0.013654458112028154,0.6,0.4,-0.00856737665098244,0.018580312957227445,0.16129439519563574,0.00694405866563372
ETHUSDT,short,after_p4_exit_17_64_bars,high_vol,1.5_2.5,23,0.00028032152236516684,0.003621035967260117,0.0009819512364513659,0.003624953864136613,0.004678338864135644,0.4782608695652174,0.5217391304347826,-0.009249635921662749,0.012454265843818393,0.19684677401004982,0.0005853656863003265
ETHUSDT,short,after_p4_exit_17_64_bars,low_vol,0.5_1.0,18,-0.0005776501118381905,-0.0003981994111721214,-0.001347401883277403,9.640145331482299e-05,-0.00918299293160799,0.4444444444444444,0.4444444444444444,-0.009450655206361656,0.0071444252509503935,0.31685953379188064,-0.003271431797126397
ETHUSDT,short,after_p4_exit_17_64_bars,low_vol,0_0.5,15,0.0006375413310845864,-0.0006790289160884496,-0.0032637220161260655,0.0016690684133445913,0.0088003644792503,0.6666666666666666,0.26666666666666666,-0.00944342360801796,0.010623648952707414,0.17796605031686322,-0.0012841105375653583
ETHUSDT,short,after_p4_exit_17_64_bars,low_vol,1.0_1.5,19,0.000339604225385347,-0.00042496018908703314,0.0009343340008913208,-0.0014447704376327737,-0.0021183894244194714,0.47368421052631576,0.47368421052631576,-0.0058744695788358085,0.005804198159580536,0.43981041139562965,-0.003821387557280495
ETHUSDT,short,after_p4_exit_17_64_bars,low_vol,1.5_2.5,28,0.0010864212453477978,0.0023153208074559806,-0.0004296696972099025,0.004084447639869545,0.004091519479523318,0.6071428571428571,0.39285714285714285,-0.008519421251069319,0.010395753896430715,0.12915534671942072,0.002208106270768919
ETHUSDT,short,after_p4_exit_17_64_bars,mid_vol,0.5_1.0,21,0.0004904497549174261,-0.00032298014208294773,0.0020078207273058705,0.004490874534352389,0.003717714540418587,0.6666666666666666,0.2857142857142857,-0.007214739768907656,0.013110629803081652,0.21632483798205823,0.0010614398531376566
ETHUSDT,short,after_p4_exit_17_64_bars,mid_vol,0_0.5,10,0.00014299180921667487,-0.000895642795744378,0.00043818796870777056,0.0020771239818146102,0.0017365869967330583,0.4,0.4,-0.007359985362638577,0.007162698371097976,0.3991374431298142,-0.0007088725217584413
ETHUSDT,short,after_p4_exit_17_64_bars,mid_vol,1.0_1.5,14,0.0003648374638152311,0.0001711040005129719,-0.002388325977503896,-0.0003463747477089726,-0.00847958942319525,0.42857142857142855,0.5714285714285714,-0.009280392441870535,0.009057271982226136,0.6094855691003644,-0.006291745885903916
ETHUSDT,short,after_p4_exit_17_64_bars,mid_vol,1.5_2.5,36,0.0006081135846552374,-0.0015023461753158453,-0.0016841710817009266,-0.0016844220132523594,-0.0015446158802533817,0.5277777777777778,0.4722222222222222,-0.008940162881303948,0.006796763721535062,0.20002889836305776,-0.003007919983970481
ETHUSDT,short,after_p4_exit_5_16_bars,high_vol,1.0_1.5,3,-0.0004026010194112528,-0.0014565865104625801,0.0014763375159858965,0.0035840215760828778,0.005309033197379372,0.6666666666666666,0.3333333333333333,-0.008101282292802566,0.010707363147048898,0.5659278025944452,
ETHUSDT,short,after_p4_exit_5_16_bars,high_vol,1.5_2.5,2,-0.0004294093366994933,-0.005688842294136687,-0.008511787728413212,-0.005053005066035565,-0.00012061085265380189,0.0,1.0,-0.013559363525091794,0.0020365940389215353,,
ETHUSDT,short,after_p4_exit_5_16_bars,low_vol,1.0_1.5,2,2.9522528196046505e-05,0.0034495714629221297,0.0048454511867674355,0.00511163001175724,-0.0005623217566668726,1.0,0.0,-0.0009585016793151602,0.006450775678628284,0.5185015036229531,
ETHUSDT,short,after_p4_exit_5_16_bars,low_vol,1.5_2.5,3,0.0004659769056977921,0.0009131245121119328,0.002438707354236125,0.0007884177734729011,-0.00016875083432077442,0.6666666666666666,0.3333333333333333,-0.004035664237180307,0.007186344251329357,0.9357545145942078,
ETHUSDT,short,after_p4_exit_5_16_bars,mid_vol,0.5_1.0,1,0.0019585156791654956,0.008006288447186205,0.016836169169827775,0.035586693575096806,0.06251352413589051,1.0,0.0,-0.0007082731154087751,0.044526140022325134,1.0,
ETHUSDT,short,after_p4_exit_5_16_bars,mid_vol,1.0_1.5,1,0.006357762979360415,-0.005085474956885605,-0.008332383407305022,-0.012928799673470603,0.0010737228397763587,1.0,0.0,-0.025614475098530876,0.012098995161890613,,
ETHUSDT,short,after_p4_exit_5_16_bars,mid_vol,1.5_2.5,3,-4.4740696814334534e-05,0.005721771534134297,-0.0001464916213906875,0.0029007916552642086,-0.002007592618054055,0.6666666666666666,0.3333333333333333,-0.005219778226928058,0.0110886669680584,0.874356375727853,
ETHUSDT,short,deep_idle,high_vol,0.5_1.0,108,1.80139732734442e-05,-3.2697262261113288e-06,-0.0009616790865480807,-0.0012336119360458846,9.759802060534272e-05,0.4537037037037037,0.5,-0.013161598633927955,0.011729253171934352,0.10160640908947831,-0.002397402390133448
ETHUSDT,short,deep_idle,high_vol,0_0.5,223,-5.090801020855247e-05,0.00047971394263091846,0.0005459327895140457,0.0027895015888410144,0.003330480320250595,0.547085201793722,0.4260089686098655,-0.011017243679138455,0.015034915808986266,0.03512474223816305,0.0020705053809752507
ETHUSDT,short,deep_idle,high_vol,1.0_1.5,60,-0.0008708061662025443,-0.0017544461744312013,-0.001636486731505199,0.0003609133172151576,-0.00045126616751602343,0.36666666666666664,0.6166666666666667,-0.014535560067162646,0.013364464705785973,0.17115315766393382,-0.002463596669951066
ETHUSDT,short,deep_idle,high_vol,1.5_2.5,80,-0.000523941027095197,-6.828792178548149e-06,0.0014517204660271289,0.0011815924906216871,0.0005938358639095878,0.55,0.425,-0.009363586478392964,0.012844133056763893,0.06559346717937876,0.0002898617772588246
ETHUSDT,short,deep_idle,low_vol,0.5_1.0,90,-0.00043142622735366573,-0.00097858958474731,-0.0008633023959835587,-0.0015460359938553436,-0.0035168865817316905,0.5111111111111111,0.4666666666666667,-0.010316725795813478,0.008014760972384627,0.10843120831352823,-0.0025782129448711434
ETHUSDT,short,deep_idle,low_vol,0_0.5,130,-0.00022182455358574343,-0.0002828142057170063,-0.0007093649057247494,0.0003022852269450307,-0.0011981922636738473,0.46153846153846156,0.47692307692307695,-0.008448893922467888,0.008208996781396935,0.05401712090221401,-0.0003205034328564427
ETHUSDT,short,deep_idle,low_vol,1.0_1.5,81,0.000563039768679556,0.0007338258805960529,-9.519298968365784e-05,-0.000869258618246947,-0.0031843943699769797,0.5308641975308642,0.4444444444444444,-0.009364472628044726,0.007962226648643211,0.08722828257978033,-0.0019649305615507475
ETHUSDT,short,deep_idle,low_vol,1.5_2.5,191,0.0003344001039244089,0.0012069201910774293,0.001769190692824629,0.0006410763117511466,-0.00020504328934251695,0.581151832460733,0.4031413612565445,-0.008256815747649271,0.010377432066530806,0.033694116281324855,0.00024520140793235794
ETHUSDT,short,deep_idle,mid_vol,0.5_1.0,106,-0.0005579206087868469,-0.0005727100995650924,-0.0011660068485374472,-0.0004063984083679345,0.0034503619339841976,0.4528301886792453,0.5471698113207547,-0.011718742331721765,0.010428522970214954,0.07742200979421934,-0.0016900777399440966
ETHUSDT,short,deep_idle,mid_vol,0_0.5,133,0.00010697727384675663,0.00022367440813839478,0.0021197494323623757,0.0028853438194952315,0.0077409361251189355,0.5639097744360902,0.43609022556390975,-0.008113479388823498,0.011786467938802258,0.051989886263439304,0.0019808429260158894
ETHUSDT,short,deep_idle,mid_vol,1.0_1.5,56,0.0007878122174183362,0.0008960341449853887,1.8987865564227507e-05,0.000280186297911358,0.0013138607145922207,0.48214285714285715,0.5,-0.009528851117592902,0.009799682847830258,0.14435098318606968,-0.0012640968808682366
ETHUSDT,short,deep_idle,mid_vol,1.5_2.5,91,0.00017109136401752785,0.00025036888903101325,0.0015319966210997021,0.002145931842028201,0.005608446113604236,0.5714285714285714,0.38461538461538464,-0.009642822506783975,0.01373506919664104,0.09569264377305547,0.0005886063876888423
ETHUSDT,short,deep_idle,unknown,0.5_1.0,1,-0.002258044619176225,-0.0024350409907505366,0.004403455183714211,0.005586112757415718,0.0013381998396304606,0.0,1.0,-0.005806962489368628,0.006673559798821227,1.0,
ETHUSDT,short,p4_held,high_vol,0.5_1.0,119,-0.00039799290027306867,-0.0015257941112258083,-0.002276433030692367,-0.0023049102383029076,-0.0021658563203366793,0.3697478991596639,0.5294117647058824,-0.012786994652001865,0.009772548157331742,0.07472779710222957,-0.0033749127709203296
ETHUSDT,short,p4_held,high_vol,0_0.5,47,-0.0015319366368710024,-0.0045241637031440554,-0.004624764528767879,-0.006740291116243084,-0.007671978851329609,0.48936170212765956,0.46808510638297873,-0.01779303127669648,0.011683929157260452,0.36263307145627005,-0.010117350895677063
ETHUSDT,short,p4_held,high_vol,1.0_1.5,194,-0.00014228485857145043,-0.00021829780549466427,-0.0009086320673852964,-0.0031390231149577104,-0.004862929847079003,0.4690721649484536,0.4536082474226804,-0.011616168302849766,0.008588902539659495,0.04325072187814253,-0.003581832541157228
ETHUSDT,short,p4_held,high_vol,1.5_2.5,291,-0.00020046126277649414,-0.00010908346891082835,0.00012728116667973902,-0.00040199498951384047,0.0008468017004677805,0.45017182130584193,0.5085910652920962,-0.011161039792617594,0.010506025064501318,0.030390213559348737,-0.0008457536149253167
ETHUSDT,short,p4_held,low_vol,0.5_1.0,19,-0.0006603793308203627,-0.0014755689274752576,-0.0015097648337713105,0.0022292997562211796,0.0022246079227204014,0.2631578947368421,0.7368421052631579,-0.00827682945415063,0.007840680887527388,0.4771933749725885,-0.001250806467756077
