volatility_regime,event_count,mean_fwd_ret_1,mean_fwd_ret_4,mean_fwd_ret_8,mean_fwd_ret_16,mean_fwd_ret_32,plus_1atr_first_rate_16,minus_1atr_first_rate_16,mean_mae_16,mean_mfe_16,top1_positive_contribution,remove_top3_mean_fwd_ret
high_vol,13300,-9.027801383280599e-05,-0.0002901458214943499,-0.0004925276134532942,-0.0005370718683987573,-7.845806884329329e-05,0.46278195488721807,0.495187969924812,-0.012414902067646325,0.01041830510079655,0.0016433447429923592,-0.0005616218600438636
low_vol,6462,2.728394370586911e-05,-4.691448600574246e-05,-3.2618437590468755e-05,0.00021240482039493124,0.00029319535883041845,0.4909400650456868,0.4934179959733622,-0.008511344005499065,0.008302538778785002,0.008011676479231806,0.00011279612544599579
mid_vol,6987,-1.5591635883508213e-05,-9.002748314802149e-05,2.548165797127814e-05,0.00032173632013204645,0.0008472112507709777,0.49125573394495414,0.4859518348623853,-0.009618405088234847,0.009349971601839627,0.004128630081869308,0.00026664512102098905
unknown,3,0.0005449150088366883,-0.0011876986232735771,0.004336866660260341,0.00762977545222147,0.0034446145379375772,0.6666666666666666,0.3333333333333333,-0.0041946444186243825,0.010389678202864072,0.6607851470410698,
