event_id,candidate,symbol,signal_time,execution_time,execution_open,direction,side,range_upper,range_lower,range_mid,ema20,atr14,deviation_ema20_atr,trend_strength_atr,trend_regime,volatility_regime,p4_state_bucket,mean_target,mean_reversion_bars,subsequent_trend_breakout,fwd_ret_1,fwd_mfe_1,fwd_mae_1,plus_1atr_first_1,minus_1atr_first_1,ambiguous_touch_1,fwd_ret_4,fwd_mfe_4,fwd_mae_4,plus_1atr_first_4,minus_1atr_first_4,ambiguous_touch_4,fwd_ret_8,fwd_mfe_8,fwd_mae_8,plus_1atr_first_8,minus_1atr_first_8,ambiguous_touch_8,fwd_ret_16,fwd_mfe_16,fwd_mae_16,plus_1atr_first_16,minus_1atr_first_16,ambiguous_touch_16,fwd_ret_32,fwd_mfe_32,fwd_mae_32,plus_1atr_first_32,minus_1atr_first_32,ambiguous_touch_32,p4_phase,p4_held,bars_since_p4_exit,month,quarter,trend_strength_bucket
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2024-12-02T08:15:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-02 08:15:00+00:00,2024-12-02 08:15:00+00:00,645.56,1,long,667.94,643.12,655.53,651.0489861095082,3.200714285714298,-1.7118010607702185,0.4899730676975541,weak_or_range,high_vol,idle,651.0489861095082,30.0,False,-0.012005080860028494,0.0007745213458083544,-0.01370902782080663,False,True,False,-0.012888035194249858,0.0007745213458083544,-0.022925831835925337,False,True,False,-0.01370902782080663,0.0007745213458083544,-0.022925831835925337,False,True,False,-0.01705496003469853,0.0007745213458083544,-0.023452506351074986,False,True,False,0.008674639073052992,0.009495631699609763,-0.023452506351074986,False,True,False,after_p4_exit_17_64_bars,False,17.0,2024-12,2024Q4,0_0.5
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2024-12-02T08:30:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-02 08:30:00+00:00,2024-12-02 08:30:00+00:00,637.82,1,long,667.94,643.12,655.53,649.788130289555,3.5628571428571427,-3.361945149434073,0.5717777281217885,weak_or_range,high_vol,idle,649.788130289555,29.0,False,-0.005362014361418699,0.005801009689254011,-0.00912483145715104,False,False,True,0.0,0.005801009689254011,-0.01106895362327942,False,False,True,-0.002257690257439493,0.005801009689254011,-0.01106895362327942,False,False,True,-0.0015991972656863584,0.005801009689254011,-0.011602019378508133,False,False,True,0.008717192938446416,0.02174594713241973,-0.011602019378508133,False,False,True,after_p4_exit_17_64_bars,False,18.0,2024-12,2024Q4,0.5_1.0
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2024-12-02T08:45:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-02 08:45:00+00:00,2024-12-02 08:45:00+00:00,634.4,1,long,667.94,636.71,652.325,648.3225940715022,4.021428571428568,-3.462101545311386,0.6421077092692411,weak_or_range,high_vol,idle,648.3225940715022,28.0,False,-0.0010245901639344135,0.004555485498108469,-0.0057377049180327155,False,False,False,0.0036097099621690276,0.007581967213114771,-0.0057377049180327155,True,False,False,-0.0008669609079444696,0.009568095838587753,-0.0057377049180327155,True,False,False,0.0010245901639343025,0.009568095838587753,-0.006273644388398503,True,False,False,0.010986759142496805,0.027254098360655954,-0.006273644388398503,True,False,False,after_p4_exit_17_64_bars,False,19.0,2024-12,2024Q4,0.5_1.0
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2024-12-02T09:00:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-02 09:00:00+00:00,2024-12-02 09:00:00+00:00,633.75,1,long,667.94,632.0,649.97,646.9347279694543,4.3349999999999955,-3.041459739205157,0.7194115403464436,weak_or_range,high_vol,idle,646.9347279694543,26.0,False,0.0055069033530572575,0.005980276134122331,-0.0033925049309664335,False,False,False,0.010161735700197294,0.010603550295858133,-0.0033925049309664335,True,False,False,-0.0029980276134121686,0.010603550295858133,-0.004323471400394463,True,False,False,-0.0007258382642998384,0.010603550295858133,-0.0052544378698226035,True,False,False,0.013238658777120271,0.028307692307692367,-0.0052544378698226035,True,False,False,after_p4_exit_17_64_bars,False,20.0,2024-12,2024Q4,0.5_1.0
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2024-12-02T09:15:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-02 09:15:00+00:00,2024-12-02 09:15:00+00:00,637.25,1,long,667.94,630.76,649.35,646.011420543792,4.538571428571418,-1.9326390873951644,0.7768057337245202,weak_or_range,high_vol,idle,646.011420543792,25.0,False,0.0008944684189879926,0.0030757159670460332,-0.0010827775598274414,False,False,False,-0.0008473911337778528,0.005052961945861245,-0.002448018830913945,False,False,False,-0.006276971361318218,0.005052961945861245,-0.010717928599450866,False,True,False,-0.001788936837975652,0.005052961945861245,-0.010717928599450866,False,True,False,0.007218517065515906,0.022659866614358704,-0.010717928599450866,False,True,False,after_p4_exit_17_64_bars,False,21.0,2024-12,2024Q4,0.5_1.0
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2024-12-02T09:30:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-02 09:30:00+00:00,2024-12-02 09:30:00+00:00,637.81,1,long,667.94,630.76,649.35,645.2312852539071,4.564285714285712,-1.6237557676791703,0.8532176587035546,weak_or_range,high_vol,idle,645.2312852539071,22.0,False,-0.0017560088427586162,0.0019284739969582798,-0.0031043727755912798,False,False,False,-0.002242047004593739,0.004170521001552352,-0.004139163700788595,False,False,False,-0.0042332356030791995,0.004170521001552352,-0.01158652263213178,False,True,False,0.00045468086107169903,0.004170521001552352,-0.01158652263213178,False,True,False,-0.0022577256549755065,0.021761966729904048,-0.01158652263213178,False,True,False,after_p4_exit_17_64_bars,False,22.0,2024-12,2024Q4,0.5_1.0
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2024-12-02T09:45:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-02 09:45:00+00:00,2024-12-02 09:45:00+00:00,636.7,1,long,667.94,630.76,649.35,644.4178295154397,4.477142857142845,-1.7260627507363722,0.9552151716885164,weak_or_range,high_vol,idle,644.4178295154397,20.0,False,0.005481388408983934,0.005921155960420865,-0.0015863043819694944,False,False,False,-0.004476205434270519,0.005921155960420865,-0.006203863672059162,False,False,False,-0.0038793780430343983,0.005921155960420865,-0.009863357939374984,False,True,False,0.003235432699858487,0.005921155960420865,-0.009863357939374984,False,True,False,-0.002088895869326257,0.023543269985864645,-0.009863357939374984,False,True,False,after_p4_exit_17_64_bars,False,23.0,2024-12,2024Q4,0.5_1.0
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2024-12-02T10:45:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-02 10:45:00+00:00,2024-12-02 10:45:00+00:00,633.84,1,long,664.5,630.76,647.63,641.8196386293861,4.859999999999981,-1.639843339379853,1.155206087185311,weak_or_range,high_vol,idle,641.8196386293861,16.0,False,-0.003139593588287304,0.0026031806134039215,-0.0044648491732930395,False,False,False,0.0006152972358954845,0.0028871639530478888,-0.0053956834532374875,False,False,False,0.0019089991164962239,0.004906601034961433,-0.0053956834532374875,False,False,False,0.017054777230846918,0.017259876309478672,-0.0053956834532374875,True,False,False,0.010034078000757285,0.028161681181370746,-0.007635996465985118,True,False,False,after_p4_exit_17_64_bars,False,27.0,2024-12,2024Q4,1.0_1.5
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2024-12-02T11:00:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-02 11:00:00+00:00,2024-12-02 11:00:00+00:00,631.86,1,long,664.5,630.76,647.63,640.8701492361112,4.682142857142845,-1.9265002182388442,1.2910299714387907,weak_or_range,high_vol,idle,640.8701492361112,13.0,False,0.0021998543981260887,0.003766657170892307,-0.002278985851296267,False,False,False,0.003814136042794347,0.006029816731554449,-0.002278985851296267,False,False,False,0.0022631595606621424,0.008055581932706612,-0.002278985851296267,True,False,False,0.017108220175355182,0.021666191877947494,-0.002278985851296267,True,False,False,0.012755990251004823,0.031383534327224405,-0.004526319121324396,True,False,False,after_p4_exit_17_64_bars,False,28.0,2024-12,2024Q4,1.0_1.5
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2024-12-02T15:30:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-02 15:30:00+00:00,2024-12-02 15:30:00+00:00,646.75,-1,short,651.05,630.42,640.7349999999999,640.1746092097591,3.3564285714285638,1.962023219054546,2.402166412651137,weak_or_range,high_vol,idle,640.1746092097591,5.0,True,-0.005318902203324427,0.0011454931038219485,-0.0070165202972426455,False,True,False,0.005210668728256707,0.005300463207634998,-0.007580291242768933,False,True,False,0.016049478160030883,0.016902515723270506,-0.007580291242768933,False,True,False,0.01527638190954772,0.028219395866454722,-0.007580291242768933,False,True,False,0.0027522226517201487,0.028219395866454722,-0.007580291242768933,False,True,False,after_p4_exit_17_64_bars,False,46.0,2024-12,2024Q4,1.5_2.5
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2024-12-02T15:45:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-02 15:45:00+00:00,2024-12-02 15:45:00+00:00,650.26,-1,short,648.27,630.42,639.345,641.1284559516868,3.5342857142857076,2.5638968608808885,2.201017465901216,weak_or_range,high_vol,idle,641.1284559516868,4.0,True,-4.6135391996937614e-05,0.003487654320987632,-0.0018726591760299671,False,False,False,0.013671454495124968,0.019519919725310197,-0.0021942948334331414,True,False,False,0.022898532894534473,0.027266982622432767,-0.0021942948334331414,True,False,False,0.01719312275089957,0.033799682034976186,-0.0021942948334331414,True,False,False,0.005705410143634904,0.033799682034976186,-0.0021942948334331414,True,False,False,after_p4_exit_17_64_bars,False,47.0,2024-12,2024Q4,1.5_2.5
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2024-12-02T16:00:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-02 16:00:00+00:00,2024-12-02 16:00:00+00:00,650.3,-1,short,651.32,630.42,640.87,642.000983956288,3.577857142857137,2.3167543344373676,2.0971278065603083,weak_or_range,high_vol,idle,642.000983956288,3.0,True,-0.0013224665538982272,0.0029148224117456767,-0.0021329159569735134,False,False,False,0.012548054743964254,0.019582634326837267,-0.0021329159569735134,True,False,False,0.03104720898047042,0.03386327503974562,-0.0021329159569735134,True,False,False,0.016976779947716403,0.03386327503974562,-0.0021329159569735134,True,False,False,0.0031062586498539213,0.03386327503974562,-0.0021329159569735134,True,False,False,after_p4_exit_17_64_bars,False,48.0,2024-12,2024Q4,1.5_2.5
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2024-12-02T16:15:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-02 16:15:00+00:00,2024-12-02 16:15:00+00:00,651.15,-1,short,651.48,630.42,640.95,642.8732711985463,3.679285714285714,2.2522656420180915,1.9602952950056751,weak_or_range,high_vol,idle,642.8732711985463,2.0,True,0.011932734392997024,0.012139770572325626,-0.0006906077348066697,True,False,False,0.014282423404745392,0.020915319609288163,-0.0006906077348066697,True,False,False,0.021039698994087308,0.03521462639109685,-0.0006906077348066697,True,False,False,0.015004223297243269,0.03521462639109685,-0.0006906077348066697,True,False,False,0.003962220686477669,0.03521462639109685,-0.0006906077348066697,True,False,False,after_p4_exit_17_64_bars,False,49.0,2024-12,2024Q4,1.5_2.5
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2024-12-02T18:00:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-02 18:00:00+00:00,2024-12-02 18:00:00+00:00,630.11,1,long,651.69,630.42,641.0550000000001,640.324875452796,5.1635714285714345,-1.9782577996838338,1.5021080817390364,weak_or_range,high_vol,idle,640.324875452796,3.0,True,0.011648759740362946,0.012362920759867224,-0.0002063131834124654,True,False,False,0.015568710225198679,0.016378092713970505,-0.0002063131834124654,True,False,False,0.01452127406325876,0.016378092713970505,-0.0002063131834124654,True,False,False,0.018552316262239854,0.02194854866610596,-0.0002063131834124654,True,False,False,0.02967735792163273,0.040802399581025606,-0.0002063131834124654,True,False,False,after_p4_exit_17_64_bars,False,56.0,2024-12,2024Q4,1.5_2.5
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2024-12-03T00:00:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-03 00:00:00+00:00,2024-12-03 00:00:00+00:00,648.28,-1,short,651.69,629.0,640.345,642.3208610152511,2.7000000000000375,2.207088512869913,2.3871389684249813,weak_or_range,mid_vol,idle,642.3208610152511,,True,-0.0004473375701858906,0.0022881880024736567,-0.001878367975365669,False,False,False,-0.008946751403714481,0.0022881880024736567,-0.01050125160266191,False,True,False,-0.0008175479730980761,0.0022881880024736567,-0.011497057119331688,False,True,False,-0.0064015548836922065,0.0022881880024736567,-0.011497057119331688,False,True,False,-0.0004781884370952394,0.003498343704529283,-0.02025148107846686,False,True,False,deep_idle,False,80.0,2024-12,2024Q4,1.5_2.5
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2024-12-03T00:15:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-03 00:15:00+00:00,2024-12-03 00:15:00+00:00,648.58,-1,short,651.69,629.0,640.345,642.9160171090367,2.6800000000000392,2.1096951085683773,2.30908645454198,weak_or_range,mid_vol,idle,642.9160171090367,,True,-0.0006629868327729938,0.00244204018547145,-0.0014164742109313844,False,False,False,-0.009775201208794382,0.00244204018547145,-0.011039614528376651,False,True,False,-0.00013876468592921576,0.00244204018547145,-0.011039614528376651,False,True,False,-0.006136482777760577,0.00244204018547145,-0.011039614528376651,False,True,False,-0.005997718091831361,0.003962725612210338,-0.01979808971103847,False,True,False,deep_idle,False,81.0,2024-12,2024Q4,1.5_2.5
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2024-12-03T00:30:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-03 00:30:00+00:00,2024-12-03 00:30:00+00:00,649.01,-1,short,651.6,629.0,640.3,643.4963964319855,2.7114285714286064,2.0334681230822245,2.1865478414214254,weak_or_range,mid_vol,idle,643.4963964319855,,True,-0.008227916364925036,0.002610764382376507,-0.009387019964588794,False,True,False,-0.003836612687015517,0.002610764382376507,-0.010383946814674805,False,True,False,-0.0007549960709387626,0.003106646058732565,-0.010383946814674805,False,True,False,-0.007704041540191886,0.003106646058732565,-0.010383946814674805,False,True,False,-0.005577726075099099,0.004628339679886073,-0.019148228751057816,False,True,False,deep_idle,False,82.0,2024-12,2024Q4,1.5_2.5
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2024-12-03T01:00:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-03 01:00:00+00:00,2024-12-03 01:00:00+00:00,654.06,-1,short,655.16,629.0,642.0799999999999,645.4395898230085,2.965000000000024,2.914134966944836,1.734564134221177,weak_or_range,mid_vol,idle,645.4395898230085,,True,-0.0013148640797480127,0.001469912723931932,-0.0026836632002684713,False,False,False,0.008026786533345542,0.00858918410461218,-0.0026836632002684713,True,False,False,0.0014371770173988718,0.01091190108191653,-0.0026836632002684713,True,False,False,0.0007185885086993249,0.01091190108191653,-0.0026836632002684713,True,False,False,0.0021557655260985298,0.012445435125847393,-0.01151614073268048,True,False,False,deep_idle,False,84.0,2024-12,2024Q4,1.5_2.5
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2024-12-03T01:15:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-03 01:15:00+00:00,2024-12-03 01:15:00+00:00,654.91,-1,short,655.16,629.0,642.0799999999999,646.3424860303411,2.9728571428571677,2.8852762031528862,1.599422229081512,weak_or_range,mid_vol,idle,646.3424860303411,27.0,True,0.005206822311462633,0.005388394227817006,-0.0008238614692197554,True,False,False,0.009528026751767449,0.012225656877898006,-0.0008238614692197554,True,False,False,0.004733474828602424,0.012225656877898006,-0.0008238614692197554,True,False,False,0.0032523552854590854,0.012225656877898006,-0.0008238614692197554,True,False,False,0.006229863645386247,0.013761183864276605,-0.010231531858300058,True,False,False,deep_idle,False,85.0,2024-12,2024Q4,1.5_2.5
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2024-12-03T01:30:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-03 01:30:00+00:00,2024-12-03 01:30:00+00:00,651.51,-1,short,655.82,629.0,642.4100000000001,646.8336778369753,3.063571428571452,1.5231641474083732,1.4636148481270106,weak_or_range,mid_vol,idle,646.8336778369753,25.0,True,0.000460468757194743,0.0019993540548437494,-0.0026788721182989805,False,False,False,0.003085140673205311,0.006970633693972106,-0.0026788721182989805,True,False,False,0.0004911666743410148,0.006970633693972106,-0.0031976744186047457,True,False,False,-0.00443584902764349,0.006970633693972106,-0.005176362803481438,True,False,False,0.004681432364813998,0.008498188910559978,-0.015369967355821523,True,False,False,deep_idle,False,86.0,2024-12,2024Q4,1.0_1.5
IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2024-12-03T05:45:00+00:00,IDLE_MR1_P4_IDLE_REVERSION,BNBUSDT,2024-12-03 05:45:00+00:00,2024-12-03 05:45:00+00:00,655.24,-1,short,655.82,639.01,647.415,651.8005051323818,2.2592857142857303,1.522381541152544,0.4133850732586023,weak_or_range,mid_vol,idle,651.8005051323818,6.0,True,-0.0017092973566936731,0.00036641221374056343,-0.001949674038871585,False,False,False,-0.007951285025334265,0.00036641221374056343,-0.009732801354128795,False,True,False,0.012102435748733376,0.013754157963951297,-0.009732801354128795,False,True,False,0.00958427446431842,0.014272003962725766,-0.009732801354128795,False,True,False,0.020771015200537257,0.026474919321991308,-0.009732801354128795,False,True,False,deep_idle,False,103.0,2024-12,2024Q4,0_0.5
