data_layer,symbol,prototype,gate,leverage_mode,gate_status,candidate_event_count,accepted_event_count,trade_count,total_return,annualized_return,max_drawdown,profit_factor,win_rate,avg_win,avg_loss,payoff_ratio,liquidation_count,liquidation_rate,min_equity,final_equity,top1_profit_contribution,top3_profit_contribution,top5_profit_contribution,longest_drawdown_duration,atr_stop_count,donchian20_exit_count,end_of_backtest_count
h4_holdout_strict_replay,ADAUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,usable,626,107,88,6015452.467694775,,-0.9975,1.3390428287058138,0.6704545454545454,402676414.57003224,-611808827.3081766,0.6581735937706543,2,0.022727272727272728,960.7627254733527,6015453467.694776,0.6987111115069112,1.7879018533352287,2.6625218276873546,109 days 21:30:00,6,80,0
h4_holdout_strict_replay,ADAUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,usable,626,107,87,268.1925924447701,,-0.20811590722767126,3.643818872125445,0.6781609195402298,6264.982311901509,-3622.905855622105,1.7292699732120755,0,0.0,1000.0,269192.59244477015,0.14946349597623274,0.40543139023988517,0.5790766391378274,79 days 14:30:00,7,80,0
h4_holdout_strict_replay,ADAUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,usable,626,626,202,2632724.906588337,,-0.9975,1.207480075298921,0.5544554455445545,136801555.5172082,-140989436.79265538,0.9702964890794901,2,0.009900990099009901,1000.0,2632725906.588337,1.84435788438257,2.7839088386501345,3.4640212898959457,125 days 15:30:00,16,184,0
h4_holdout_strict_replay,ADAUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,usable,626,626,201,564.3529375226703,,-0.201126875894848,2.3711397368062737,0.5572139303482587,8713.812259236269,-4624.652084402155,1.8842092551406997,0,0.0,1000.0,565352.9375226704,0.17607862483186174,0.4444297382038625,0.6250211576914436,116 days 15:15:00,17,184,0
h4_holdout_strict_replay,AVAXUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_20x,usable,217,217,144,471201547.6421482,,-0.9163162789132907,1.1701879669402937,0.5902777777777778,38116635593.65425,-46927330132.516335,0.8122481182291451,0,0.0,657.6398286559247,471201548642.1482,1.6935827199815157,3.5512066563543017,4.584815685824366,93 days 06:45:00,8,135,1
h4_holdout_strict_replay,AVAXUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,usable,217,217,144,143.78158184088002,,-0.20713679082804348,2.8740233938564588,0.5902777777777778,2594.177106866674,-1300.397834623513,1.9949103557356596,0,0.0,967.3383177538994,144781.58184088,0.1462911754878249,0.37622325659394645,0.5556855283132661,77 days 04:45:00,8,135,1
h4_holdout_strict_replay,AVAXUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,usable,217,131,96,410581701.5970038,,-0.8934266157493413,1.8563094749944107,0.6875,13485755658.090662,-15982605727.899324,0.8437770340883685,0,0.0,840.6970219675786,410581702597.00385,0.47134788455232857,1.0695276957930915,1.4896968900010357,120 days 13:45:00,1,94,1
h4_holdout_strict_replay,AVAXUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,usable,217,131,96,88.90394625850489,,-0.1922550363009129,4.4296743374239025,0.6875,1739.7867468135241,-864.0659677062561,2.013488335192683,0,0.0,1000.0,89903.94625850489,0.14904359507346313,0.33043609762297776,0.49487494493597173,70 days 15:30:00,1,94,1
h4_holdout_strict_replay,AVAXUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,usable,217,217,144,1185020148.577437,,-0.9032127541416549,1.5023099894859633,0.5902777777777778,41696014863.41252,-39985442623.94286,1.0427798750549628,0,0.0,767.4741446429172,1185020149577.437,0.7538702798379977,1.3895455617675168,1.919399980969048,94 days 12:00:00,8,135,1
h4_holdout_strict_replay,AVAXUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,usable,217,217,144,143.78158184088002,,-0.20713679082804348,2.8740233938564588,0.5902777777777778,2594.177106866674,-1300.397834623513,1.9949103557356596,0,0.0,967.3383177538994,144781.58184088,0.1462911754878249,0.37622325659394645,0.5556855283132661,77 days 04:45:00,8,135,1
h4_holdout_strict_replay,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_20x,usable,814,814,226,113.59526847849119,,-0.9997686500276335,1.0268302152618076,0.5265486725663717,36533.204128160956,-39568.747876380025,0.9232843112017934,2,0.008849557522123894,123.22632048416028,114595.2684784912,6.011211696691535,17.044439548148,23.72411812530036,576 days 13:06:00,23,200,1
h4_holdout_strict_replay,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,usable,814,814,225,118.6872413654352,,-0.24896543532838455,1.9100197850056893,0.5288888888888889,2093.3608883002466,-1230.402871153719,1.7013621614336392,0,0.0,997.8418594488046,119687.2413654352,0.24561523339276084,0.5274475930455421,0.7527083034356316,123 days 11:45:00,23,201,1
h4_holdout_strict_replay,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,usable,814,394,145,3278707.9801829224,,-0.9726218702577559,1.1638439998368224,0.5862068965517241,273998409.80397314,-333519280.88591325,0.8215369410612864,0,0.0,874.375423182389,3278708980.1829224,1.6851361493577497,3.9603970328752007,4.994966662735092,174 days 18:06:00,8,136,1
h4_holdout_strict_replay,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,usable,814,394,145,84.92438783734443,,-0.25680136751775096,2.6108147195327,0.5862068965517241,1619.3620687677587,-878.6898001319181,1.8429280373172001,0,0.0,1000.0,85924.38783734443,0.1509825175506343,0.3929702810892635,0.5912374380772529,121 days 14:45:00,8,136,1
h4_holdout_strict_replay,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,usable,814,129,97,99662273.57418172,,-0.97602677074857,1.5902300802908502,0.6804123711340206,4068417184.7877254,-5446879374.8970375,0.7469262498335812,0,0.0,721.0193044878746,99662274574.18172,0.8803785420615828,1.5683101186722352,1.9958766265640449,120 days 13:45:00,0,97,0
h4_holdout_strict_replay,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,usable,814,129,97,86.69373673057869,,-0.2330822171778444,4.772578488891278,0.6804123711340206,1661.7228141229318,-741.2893226301559,2.2416656538731754,0,0.0,988.3736937662505,87693.73673057869,0.15272637066447545,0.3552056512303679,0.5273931934514973,61 days 00:30:00,0,97,0
h4_holdout_strict_replay,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,usable,814,814,225,87770142.38057229,,-0.9476219997345802,1.1434987668362402,0.5288888888888889,5877428751.163862,-5770225273.659694,1.0185787334843819,0,0.0,732.8740829594881,87770143380.5723,1.316461974993719,3.5301134565031163,5.092490001494146,121 days 14:45:00,23,201,1
h4_holdout_strict_replay,AVAXUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,usable,814,814,225,118.6872413654352,,-0.24896543532838455,1.9100197850056893,0.5288888888888889,2093.3608883002466,-1230.402871153719,1.7013621614336392,0,0.0,997.8418594488046,119687.2413654352,0.24561523339276084,0.5274475930455421,0.7527083034356316,123 days 11:45:00,23,201,1
h4_holdout_strict_replay,DOGEUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_20x,usable,254,254,161,61976054892153.98,,-0.9289586535859,1.1667462187528088,0.5962732919254659,4517239346283212.0,-5718137266938992.0,0.7899844189472144,0,0.0,937.5649989037005,6.197605489215498e+16,1.7298836663272685,3.761692319191592,5.1217899118876895,68 days 21:00:00,5,156,0
h4_holdout_strict_replay,DOGEUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,usable,254,254,161,9971.379472225934,,-0.19425027117844484,2.9926627058451536,0.5962732919254659,155994.03430994417,-76985.3511004416,2.0262820404159894,0,0.0,990.6347498355551,9972379.472225934,0.2575619135181204,0.5061437344728488,0.7029793977605752,68 days 21:00:00,5,156,0
h4_holdout_strict_replay,DOGEUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,usable,254,171,116,17428969285196.303,,-0.9182273460027941,1.174183097336792,0.6724137931034483,1506284188186084.0,-2633189405087322.0,0.5720379192153603,0,0.0,937.5649989037005,1.7428969285197302e+16,2.065130580721864,4.428158814785663,5.812097309832161,68 days 21:00:00,3,113,0
h4_holdout_strict_replay,DOGEUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,usable,254,171,116,4438.40228434022,,-0.1845083266754014,3.3180865758981986,0.6724137931034483,81449.81866546578,-50386.40977805555,1.616503716463225,0,0.0,990.6347498355551,4439402.28434022,0.2679713262396439,0.5128123764953872,0.650073792836398,68 days 21:00:00,3,113,0
h4_holdout_strict_replay,DOGEUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,usable,254,254,161,6270386360536.854,,-0.9225198690360364,1.171072334805092,0.5962732919254659,447122996473130.8,-563898789244364.5,0.792913560024281,0,0.0,937.5649989037005,6270386360537854.0,1.8719265478164595,3.974948071248734,5.020033027908277,68 days 21:00:00,5,156,0
h4_holdout_strict_replay,DOGEUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,usable,254,254,161,9971.379472225934,,-0.19425027117844484,2.9926627058451536,0.5962732919254659,155994.03430994417,-76985.3511004416,2.0262820404159894,0,0.0,990.6347498355551,9972379.472225934,0.2575619135181204,0.5061437344728488,0.7029793977605752,68 days 21:00:00,5,156,0
h4_holdout_strict_replay,DOGEUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_20x,usable,690,690,219,18123749.955564797,,-0.9968666075427218,1.0474884152868829,0.54337899543379,3359407224.151004,-3816457097.184047,0.8802423657872965,1,0.0045662100456621,406.49535321212375,18123750955.564796,5.474392302343465,12.3763154757706,15.733145173738638,458 days 14:56:00,12,206,0
h4_holdout_strict_replay,DOGEUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,usable,690,690,219,2370.7809232188615,,-0.29554530162187764,2.1505417516802647,0.54337899543379,37238.30956063618,-20605.77914496842,1.807177942588458,0,0.0,893.388053160155,2371780.9232188617,0.26124113909134017,0.5261336652031945,0.7620044673293418,89 days 09:15:00,12,207,0
h4_holdout_strict_replay,DOGEUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,usable,690,408,158,8151812626.041156,,-0.977705211279309,1.0299315799819329,0.5949367088607594,2984042934459.2534,-4255440987705.1367,0.7012300119025926,0,0.0,710.8417917077948,8151812627041.156,10.396643505899684,22.293015761134722,29.26028228723514,88 days 10:30:00,5,153,0
h4_holdout_strict_replay,DOGEUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,usable,690,408,158,2325.960187466215,,-0.24561005757825405,2.5432657682350044,0.5949367088607594,40777.95534706944,-23549.493986848647,1.7315852039046837,0,0.0,954.701259159433,2326960.187466215,0.2897348956490433,0.5492425626320271,0.6976518073757625,88 days 10:30:00,5,153,0
h4_holdout_strict_replay,DOGEUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,usable,690,160,115,6156411121900.084,,-0.8643818665830857,1.263644802478358,0.6521739130434783,393434238944655.0,-583778919973726.0,0.6739438946551243,0,0.0,937.5649989037005,6156411121901084.0,1.1661661201648563,2.5358688694015843,3.4602561090468056,68 days 21:00:00,5,110,0
h4_holdout_strict_replay,DOGEUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,usable,690,160,115,2489.817666195026,,-0.17098955641118896,3.2847689011056107,0.6521739130434783,47727.51493821055,-27243.648854269144,1.7518767472563257,0,0.0,990.6347498355551,2490817.666195026,0.2535998314258107,0.5054258614984789,0.6353258494330783,68 days 21:00:00,5,110,0
h4_holdout_strict_replay,DOGEUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,usable,690,690,219,784704680.5969105,,-0.9813665830024205,1.049602019772035,0.54337899543379,139535456751.7095,-158200146728.5652,0.8820185040101134,0,0.0,589.1032163095264,784704681596.9105,5.7297961326435844,12.027804121414729,15.232176677177831,160 days 10:00:00,12,207,0
h4_holdout_strict_replay,DOGEUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,usable,690,690,219,2370.7809232188615,,-0.29554530162187764,2.1505417516802647,0.54337899543379,37238.30956063618,-20605.77914496842,1.807177942588458,0,0.0,893.388053160155,2371780.9232188617,0.26124113909134017,0.5261336652031945,0.7620044673293418,89 days 09:15:00,12,207,0
h4_holdout_strict_replay,LINKUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_20x,usable,210,210,150,521657.4917793216,,-0.9678000789728329,1.137873622622906,0.5666666666666667,50649990.28454266,-58209102.80625852,0.870138652593987,0,0.0,654.6501902771553,521658491.77932155,1.6669144353678946,2.9145614541835725,3.9836391443827917,109 days 15:45:00,17,133,0
h4_holdout_strict_replay,LINKUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,usable,210,210,150,72.94013848102362,,-0.21544836129871936,2.068930944145967,0.5666666666666667,1660.901982601618,-1049.7927698479064,1.5821236631704456,0,0.0,955.2367881430343,73940.13848102362,0.1620122200163037,0.42049266704622024,0.6059287186372012,89 days 07:00:00,17,133,0
h4_holdout_strict_replay,LINKUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,usable,210,125,96,770449.7840686248,,-0.9501458789520764,1.6837410574618001,0.625,31621082.27941729,-31300420.908233684,1.0102446344770801,0,0.0,773.0559476157073,770450784.0686249,0.5676565524219607,1.0992306700014196,1.439239290064146,115 days 14:45:00,8,88,0
h4_holdout_strict_replay,LINKUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,usable,210,125,96,53.533110598228326,,-0.18545360305187564,3.2139241938877166,0.625,1295.2216988031075,-671.671981387726,1.9283545163326299,0,0.0,965.9583921423562,54533.110598228326,0.1412856582326479,0.34690191182688523,0.5080485690593313,89 days 07:00:00,8,88,0
h4_holdout_strict_replay,LINKUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,usable,210,210,150,901026.9191324711,,-0.9615937072828509,1.4855273952212313,0.5666666666666667,32432898.74976615,-28550299.60919464,1.1359915375221181,0,0.0,747.1790372058289,901027919.1324711,0.6262454905443657,1.174795953943721,1.5768055122321782,116 days 08:00:00,17,133,0
h4_holdout_strict_replay,LINKUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,usable,210,210,150,72.94013848102362,,-0.21544836129871936,2.068930944145967,0.5666666666666667,1660.901982601618,-1049.7927698479064,1.5821236631704456,0,0.0,955.2367881430343,73940.13848102362,0.1620122200163037,0.42049266704622024,0.6059287186372012,89 days 07:00:00,17,133,0
h4_holdout_strict_replay,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_20x,usable,748,748,217,8394.01181021152,,-0.9879087060306097,1.1174909829398687,0.5345622119815668,688257.6971153977,-707365.1589621248,0.9729878385941959,1,0.004608294930875576,153.0397613541673,8395011.810211519,1.6868190980086357,3.9336253395952507,5.012739603798514,202 days 02:07:00,25,192,0
h4_holdout_strict_replay,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,usable,748,748,217,94.8870280075913,,-0.23765713822549384,1.965476729049695,0.5345622119815668,1665.2327775256347,-973.0690513404186,1.7113202554656828,0,0.0,868.5025390208762,95887.0280075913,0.19200285010079812,0.5144642382643495,0.7176740025412112,74 days 18:00:00,25,192,0
h4_holdout_strict_replay,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,usable,748,388,144,2592.878395292501,,-0.9934735597828541,1.3885688102193225,0.5555555555555556,115822.15214219401,-104263.96525129718,1.110855048175458,0,0.0,79.82001702940192,2593878.395292501,0.5999729189347107,1.4713413846865586,2.0413835833909655,266 days 10:30:00,11,133,0
h4_holdout_strict_replay,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,usable,748,388,144,34.048902459994544,,-0.22445912163332749,2.424192999343386,0.5555555555555556,724.4551038456473,-373.5547788696447,1.9393543994747084,0,0.0,958.8096609042345,35048.90245999454,0.1800891466022156,0.40721172288941276,0.5637301394767849,177 days 07:59:00,11,133,0
h4_holdout_strict_replay,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,usable,748,111,86,147385.7641653587,,-0.9189985293555928,1.6634839223376259,0.6162790697674418,6972168.465329968,-6731489.833246354,1.0357541403234274,0,0.0,1000.0,147386764.1653587,0.3506891691209453,0.9349592645304508,1.313986819062926,97 days 05:45:00,9,77,0
h4_holdout_strict_replay,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,usable,748,111,86,23.3953886461644,,-0.2054564312179542,2.9041593672272046,0.6162790697674418,673.2425337769499,-372.3171407276955,1.8082501720471273,0,0.0,1000.0,24395.3886461644,0.14079705812110818,0.40474445465553105,0.5789308218975265,90 days 15:45:00,9,77,0
h4_holdout_strict_replay,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,usable,748,748,217,1682101.4493134613,,-0.8926608922335376,1.2405027512080469,0.5345622119815668,74794881.55552053,-69248562.48640515,1.080092912689765,0,0.0,455.880582354613,1682102449.3134613,0.869731214540767,2.0051551216023493,2.6594880571447193,162 days 11:50:00,25,192,0
h4_holdout_strict_replay,LINKUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,usable,748,748,217,94.8870280075913,,-0.23765713822549384,1.965476729049695,0.5345622119815668,1665.2327775256347,-973.0690513404186,1.7113202554656828,0,0.0,868.5025390208762,95887.0280075913,0.19200285010079812,0.5144642382643495,0.7176740025412112,74 days 18:00:00,25,192,0
h4_holdout_strict_replay,XRPUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_20x,usable,255,255,159,3610568880.916764,,-0.9814642527835765,1.5280267425033214,0.5345911949685535,122922602244.93555,-92403409593.2805,1.3302821052381857,1,0.006289308176100629,106.48730171023863,3610568881916.7637,0.7909055757370712,1.8871476890642116,2.241509589691345,174 days 06:30:00,13,145,0
h4_holdout_strict_replay,XRPUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,usable,255,255,159,983.7992548482156,,-0.22452779194586803,2.801925198209091,0.5345911949685535,17997.299417039343,-7377.989129731464,2.4393231137349733,0,0.0,931.1217981927155,984799.2548482156,0.19536371643860004,0.47396117992731307,0.671194701932925,105 days 20:30:00,14,145,0
h4_holdout_strict_replay,XRPUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,usable,255,160,103,215969124907.3212,,-0.95,2.6080053711603384,0.6699029126213593,5076490341451.119,-3950256136847.2373,1.2851040959340798,1,0.009708737864077669,1000.0,215969124908321.2,0.41889334446189663,1.0516806049143272,1.234323761913831,212 days 12:15:00,5,97,0
h4_holdout_strict_replay,XRPUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,usable,255,160,103,909.0892098730869,,-0.18811957419219405,4.237050758544743,0.6699029126213593,17245.332398791375,-8259.962518926986,2.087822112906105,0,0.0,1000.0,910089.2098730869,0.1730870948293442,0.4202241048851186,0.6095369088012382,155 days 18:45:00,6,97,0
h4_holdout_strict_replay,XRPUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,fixed_20x,usable,255,255,159,126054369846.00418,,-0.6947446467330778,1.9587737745337703,0.5345911949685535,3029752234855.478,-1776683379955.5593,1.705285403711753,0,0.0,683.9056707284249,126054369847004.19,0.4951117932914437,1.2872844154715655,1.5308966535822073,155 days 18:45:00,14,145,0
h4_holdout_strict_replay,XRPUSDT,P4_BREAKOUT_TOP20,G4_RISK_MONITOR_DOWNSHIFT,adaptive_3x_8x_v1,usable,255,255,159,983.7992548482156,,-0.22452779194586803,2.801925198209091,0.5345911949685535,17997.299417039343,-7377.989129731464,2.4393231137349733,0,0.0,931.1217981927155,984799.2548482156,0.19536371643860004,0.47396117992731307,0.671194701932925,105 days 20:30:00,14,145,0
h4_holdout_strict_replay,XRPUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,fixed_20x,usable,540,540,189,1877959.286111399,,-0.9962174275166682,1.485877965405788,0.4973544973544973,61096208.15062713,-40685097.68471106,1.501685177803722,1,0.005291005291005291,68.05709186296566,1877960286.1113992,0.545097606246898,1.4842346414015641,1.9096635572753426,225 days 12:11:00,16,172,0
h4_holdout_strict_replay,XRPUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,usable,540,540,189,579.2706727619736,,-0.28166502422167183,2.366549982922268,0.4973544973544973,10671.951636743062,-4462.029274651309,2.391726046570377,0,0.0,849.5155808111557,580270.6727619736,0.18618194892685586,0.4911990967273012,0.6924460341291706,188 days 00:30:00,17,172,0
h4_holdout_strict_replay,XRPUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,usable,540,326,120,3785212587961.042,,-0.7835033730743751,7.738387947137973,0.6333333333333333,57196726111062.46,-12766786283629.648,4.4801193378167214,0,0.0,839.1193572010202,3785212587962042.0,0.5407782754463556,0.9023346441736033,0.9969593333719279,155 days 18:45:00,6,114,0
