prototype,sizing_mode,period,trade_count,net_pnl,return,profit_factor,max_drawdown,win_rate
P0_ALL_TREND_CONTEXT,fixed_2x,2024-01,11,327.9853326206546,0.3279853326206546,4.739424100450997,-0.03464470090969496,0.6363636363636364
P0_ALL_TREND_CONTEXT,fixed_2x,2024-02,22,318.2007785750877,0.3182007785750877,1.880956097750009,-0.08950083075058546,0.4090909090909091
P0_ALL_TREND_CONTEXT,fixed_2x,2024-03,13,152.54736563267016,0.15254736563267016,1.4481595046089821,-0.11890448894799954,0.3076923076923077
P0_ALL_TREND_CONTEXT,fixed_2x,2024-04,12,297.283724839318,0.297283724839318,2.0060155004657783,-0.08930955829045206,0.5
P0_ALL_TREND_CONTEXT,fixed_2x,2024-05,12,865.3642422562556,0.8653642422562556,4.01737784548901,-0.0930789485542225,0.4166666666666667
P0_ALL_TREND_CONTEXT,fixed_2x,2024-06,10,-213.6014218396744,-0.2136014218396744,0.29829554848845674,-0.20297126081045758,0.4
P0_ALL_TREND_CONTEXT,fixed_2x,2024-07,15,280.7016134238869,0.2807016134238869,1.7000865327120545,-0.17693736412900418,0.3333333333333333
P0_ALL_TREND_CONTEXT,fixed_2x,2024-08,13,-268.6402295372098,-0.2686402295372098,0.4684686412211136,-0.38129585266762844,0.38461538461538464
P0_ALL_TREND_CONTEXT,fixed_2x,2024-09,12,490.10315897086116,0.49010315897086115,4.156638994208666,-0.06133327682342482,0.5
P0_ALL_TREND_CONTEXT,fixed_2x,2024-10,14,383.9293121687977,0.3839293121687977,1.771085362021743,-0.21268037931198525,0.42857142857142855
P0_ALL_TREND_CONTEXT,fixed_2x,2024-11,14,2750.777448562614,2.750777448562614,7.1019901482263075,-0.10330065620512152,0.6428571428571429
P0_ALL_TREND_CONTEXT,fixed_2x,2024-12,15,-289.98227719980315,-0.28998227719980313,0.7706793840613173,-0.4265410779700475,0.3333333333333333
P0_ALL_TREND_CONTEXT,fixed_2x,2025-01,11,1752.487384251789,1.7524873842517892,8.56105625202187,-0.08757767136840289,0.7272727272727273
P0_ALL_TREND_CONTEXT,fixed_2x,2025-02,12,-1092.3957390296268,-1.0923957390296268,0.13560819479448355,-1.0840744165486822,0.25
P0_ALL_TREND_CONTEXT,fixed_2x,2025-03,8,2250.7143511393815,2.2507143511393815,13.881942138428345,-0.04084898565757533,0.5
P0_ALL_TREND_CONTEXT,fixed_2x,2025-04,18,-486.0988666136679,-0.4860988666136679,0.7954017253691522,-0.7237537838234195,0.2777777777777778
P0_ALL_TREND_CONTEXT,fixed_2x,2025-05,16,5541.966689627887,5.541966689627887,2.7620961593506115,-0.27627089029811436,0.375
P0_ALL_TREND_CONTEXT,fixed_2x,2025-06,15,722.7787962795558,0.7227787962795558,1.2705250291208416,-0.8517634768813277,0.4666666666666667
