prototype,sizing_mode,period,trade_count,net_pnl,return,profit_factor,max_drawdown,win_rate
P1_C1_FIRST_BREAKOUT,fixed_2x,2026Q2,33,12629.716933090616,12.629716933090616,1.5247727695863773,-0.5968145638193056,0.42424242424242425
P1_C1_FIRST_BREAKOUT,fixed_risk_0_5pct,2024Q1,43,123.54684715885656,0.12354684715885657,2.1823107458937976,-0.02242526901852293,0.4186046511627907
P1_C1_FIRST_BREAKOUT,fixed_risk_0_5pct,2024Q2,34,107.66071399732002,0.10766071399732001,2.058843453475668,-0.0250221685201637,0.4411764705882353
P1_C1_FIRST_BREAKOUT,fixed_risk_0_5pct,2024Q3,39,62.82255603160242,0.06282255603160242,1.6099740553981028,-0.047332751324704825,0.38461538461538464
P1_C1_FIRST_BREAKOUT,fixed_risk_0_5pct,2024Q4,43,137.17167400172056,0.13717167400172056,2.174327539909516,-0.01942493993993255,0.46511627906976744
P1_C1_FIRST_BREAKOUT,fixed_risk_0_5pct,2025Q1,31,86.81453956663253,0.08681453956663253,2.3795522600912853,-0.03911300514532334,0.4838709677419355
P1_C1_FIRST_BREAKOUT,fixed_risk_0_5pct,2025Q2,47,168.86298653987475,0.16886298653987475,1.9062671796007364,-0.047695062489880535,0.3617021276595745
P1_C1_FIRST_BREAKOUT,fixed_risk_0_5pct,2025Q3,40,223.50942632064323,0.22350942632064322,2.3936502204909686,-0.07455596693781741,0.425
P1_C1_FIRST_BREAKOUT,fixed_risk_0_5pct,2025Q4,29,138.59928996560882,0.13859928996560883,2.0066124002444172,-0.054453056960004464,0.3448275862068966
P1_C1_FIRST_BREAKOUT,fixed_risk_0_5pct,2026Q1,32,151.80932743088226,0.15180932743088227,2.174396154390136,-0.02843894338485886,0.46875
P1_C1_FIRST_BREAKOUT,fixed_risk_0_5pct,2026Q2,33,45.74579933285807,0.04574579933285807,1.3069023506831232,-0.0926579758223931,0.42424242424242425
P2_STRONG_BREAKOUT,fixed_2x,2024Q1,38,938.5498073294453,0.9385498073294454,2.4731130843398597,-0.07473620329451924,0.4473684210526316
P2_STRONG_BREAKOUT,fixed_2x,2024Q2,28,1322.7530320765939,1.322753032076594,2.8126101226721816,-0.11686738976561983,0.5
P2_STRONG_BREAKOUT,fixed_2x,2024Q3,30,894.1468840843778,0.8941468840843778,2.131000181987083,-0.18552427782502656,0.4666666666666667
P2_STRONG_BREAKOUT,fixed_2x,2024Q4,37,4314.092261293209,4.314092261293209,3.042223520353087,-0.21702590059963323,0.5135135135135135
P2_STRONG_BREAKOUT,fixed_2x,2025Q1,26,3270.823415471084,3.270823415471084,2.5133410753370047,-0.4231293261427156,0.5384615384615384
P2_STRONG_BREAKOUT,fixed_2x,2025Q2,36,12627.310351027994,12.627310351027994,2.6691114037964336,-0.8549928747183085,0.4444444444444444
P2_STRONG_BREAKOUT,fixed_2x,2025Q3,35,37160.03420753838,37.16003420753838,2.9775583171757773,-0.3017073210468316,0.4857142857142857
P2_STRONG_BREAKOUT,fixed_2x,2025Q4,24,24631.860266152547,24.631860266152547,2.1318617187224937,-0.6957979811852052,0.375
P2_STRONG_BREAKOUT,fixed_2x,2026Q1,26,33376.794750104214,33.37679475010422,2.199048301770001,-1.1801217843592495,0.5
P2_STRONG_BREAKOUT,fixed_2x,2026Q2,28,20694.632952985383,20.694632952985383,1.650751852141574,-0.4776768651968173,0.4642857142857143
P2_STRONG_BREAKOUT,fixed_risk_0_5pct,2024Q1,38,130.8473268592415,0.1308473268592415,2.4984426010440814,-0.016289185791830585,0.4473684210526316
P2_STRONG_BREAKOUT,fixed_risk_0_5pct,2024Q2,28,132.65980823781976,0.13265980823781975,2.7375758210848256,-0.02802243316922126,0.5
P2_STRONG_BREAKOUT,fixed_risk_0_5pct,2024Q3,30,74.36034449886166,0.07436034449886167,2.0376853214148194,-0.023187678712695337,0.4666666666666667
P2_STRONG_BREAKOUT,fixed_risk_0_5pct,2024Q4,37,167.70817498602526,0.16770817498602525,2.99592826941624,-0.016387916184102513,0.5135135135135135
P2_STRONG_BREAKOUT,fixed_risk_0_5pct,2025Q1,26,71.00880969620472,0.07100880969620472,2.162141970427904,-0.033560976646628715,0.5384615384615384
P2_STRONG_BREAKOUT,fixed_risk_0_5pct,2025Q2,36,238.23422046788593,0.23823422046788592,2.974832029553233,-0.02057553267820378,0.4444444444444444
P2_STRONG_BREAKOUT,fixed_risk_0_5pct,2025Q3,35,290.27323442199105,0.29027323442199104,3.017104122863189,-0.05334959021060426,0.4857142857142857
P2_STRONG_BREAKOUT,fixed_risk_0_5pct,2025Q4,24,164.75382034951463,0.16475382034951463,2.530355653286537,-0.0366907060889754,0.375
P2_STRONG_BREAKOUT,fixed_risk_0_5pct,2026Q1,26,190.7738496238203,0.1907738496238203,2.8376120682740233,-0.04479136840604947,0.5
P2_STRONG_BREAKOUT,fixed_risk_0_5pct,2026Q2,28,37.09242301121675,0.03709242301121675,1.3082590741615396,-0.07032213385488562,0.4642857142857143
P3_MOMENTUM_TOP20,fixed_2x,2024Q1,11,168.4907672558196,0.1684907672558196,2.338127065809414,-0.08869165944190172,0.5454545454545454
P3_MOMENTUM_TOP20,fixed_2x,2024Q2,4,477.1700904550411,0.47717009045504105,7.450991909727854,-0.047686573598851645,0.75
P3_MOMENTUM_TOP20,fixed_2x,2024Q3,3,23.320080855028387,0.02332008085502839,2.111768994566618,0.0,0.6666666666666666
P3_MOMENTUM_TOP20,fixed_2x,2024Q4,14,228.96444550016847,0.22896444550016848,1.4799282338797173,-0.1777453770632036,0.2857142857142857
P3_MOMENTUM_TOP20,fixed_2x,2025Q1,8,225.14722835020518,0.22514722835020518,1.959325121430299,-0.1717885251161575,0.5
P3_MOMENTUM_TOP20,fixed_2x,2025Q2,14,1365.1532258729037,1.3651532258729038,2.953574719468416,-0.17761030465561944,0.42857142857142855
P3_MOMENTUM_TOP20,fixed_2x,2025Q3,11,2581.827516825701,2.581827516825701,20.22003279967091,-0.07005554511965162,0.8181818181818182
P3_MOMENTUM_TOP20,fixed_2x,2025Q4,4,1447.878619843888,1.447878619843888,inf,0.0,1.0
P3_MOMENTUM_TOP20,fixed_2x,2026Q1,9,2042.4344338956557,2.042434433895656,2.5392307669491756,-0.28149283839640105,0.5555555555555556
P3_MOMENTUM_TOP20,fixed_2x,2026Q2,5,1630.4749400241503,1.6304749400241503,22.055113778675537,-0.040954595520994785,0.8
P3_MOMENTUM_TOP20,fixed_risk_0_5pct,2024Q1,11,9.96929748755725,0.00996929748755725,1.8571688516863347,-0.010166876403450265,0.5454545454545454
P3_MOMENTUM_TOP20,fixed_risk_0_5pct,2024Q2,4,39.76039203575702,0.03976039203575702,8.119855233248465,-0.005342197241819835,0.75
P3_MOMENTUM_TOP20,fixed_risk_0_5pct,2024Q3,3,2.2636519285191317,0.0022636519285191316,2.3945512110251608,0.0,0.6666666666666666
P3_MOMENTUM_TOP20,fixed_risk_0_5pct,2024Q4,14,12.992485595502778,0.012992485595502779,1.4102535991860836,-0.01749292834753846,0.2857142857142857
P3_MOMENTUM_TOP20,fixed_risk_0_5pct,2025Q1,8,1.2071162034047118,0.0012071162034047117,1.06881071772922,-0.014214967701802639,0.5
P3_MOMENTUM_TOP20,fixed_risk_0_5pct,2025Q2,14,76.00273008124474,0.07600273008124474,3.437146271051061,-0.017621602836698447,0.42857142857142855
P3_MOMENTUM_TOP20,fixed_risk_0_5pct,2025Q3,11,75.11557423473585,0.07511557423473585,17.785473707371832,-0.004316806642550741,0.8181818181818182
P3_MOMENTUM_TOP20,fixed_risk_0_5pct,2025Q4,4,40.894222100102155,0.04089422210010216,inf,0.0,1.0
P3_MOMENTUM_TOP20,fixed_risk_0_5pct,2026Q1,9,49.320258070285135,0.04932025807028514,3.4280989953776237,-0.008034364489922008,0.5555555555555556
P3_MOMENTUM_TOP20,fixed_risk_0_5pct,2026Q2,5,24.374305406424583,0.024374305406424584,22.656182687065577,-0.0011110666115391465,0.8
P4_BREAKOUT_TOP20,fixed_2x,2024Q1,23,520.71460884593,0.52071460884593,2.847573944524242,-0.054898107649684946,0.5652173913043478
P4_BREAKOUT_TOP20,fixed_2x,2024Q2,18,1003.4060713229441,1.003406071322944,3.8979325124598163,-0.07714019786402249,0.5555555555555556
P4_BREAKOUT_TOP20,fixed_2x,2024Q3,17,556.9609415387131,0.5569609415387131,2.9886188474991946,-0.1653040625727502,0.47058823529411764
P4_BREAKOUT_TOP20,fixed_2x,2024Q4,23,3244.299176539115,3.2442991765391147,6.570098559020222,-0.0977461578968849,0.6086956521739131
P4_BREAKOUT_TOP20,fixed_2x,2025Q1,14,2105.2980719568163,2.1052980719568164,3.3953035672964393,-0.3324237485477116,0.6428571428571429
P4_BREAKOUT_TOP20,fixed_2x,2025Q2,21,9556.994648904654,9.556994648904654,5.4140558430198205,-0.25355116364897934,0.5714285714285714
P4_BREAKOUT_TOP20,fixed_2x,2025Q3,24,27523.65167638233,27.523651676382332,5.447995174338135,-0.2615105659418877,0.625
P4_BREAKOUT_TOP20,fixed_2x,2025Q4,15,24119.289566005365,24.119289566005367,4.267371330228785,-0.24161856995710151,0.4666666666666667
P4_BREAKOUT_TOP20,fixed_2x,2026Q1,11,19745.103122976525,19.745103122976523,3.3674414764325324,-2.272376473273643,0.36363636363636365
P4_BREAKOUT_TOP20,fixed_2x,2026Q2,13,29798.015713738594,29.798015713738593,4.885509537687466,-0.3445478135296156,0.6923076923076923
P4_BREAKOUT_TOP20,fixed_risk_0_5pct,2024Q1,23,103.89916575034083,0.10389916575034083,3.401628132914824,-0.014783163365554075,0.5652173913043478
P4_BREAKOUT_TOP20,fixed_risk_0_5pct,2024Q2,18,102.05545029192857,0.10205545029192857,3.1275292882971644,-0.013920192911322626,0.5555555555555556
P4_BREAKOUT_TOP20,fixed_risk_0_5pct,2024Q3,17,67.92379745474675,0.06792379745474675,3.6617164671217766,-0.020959534888075226,0.47058823529411764
P4_BREAKOUT_TOP20,fixed_risk_0_5pct,2024Q4,23,174.78797685533314,0.17478797685533315,7.403287340409915,-0.006987763727621443,0.6086956521739131
P4_BREAKOUT_TOP20,fixed_risk_0_5pct,2025Q1,14,51.50568892231671,0.05150568892231671,2.563970642603093,-0.02395994861702966,0.6428571428571429
P4_BREAKOUT_TOP20,fixed_risk_0_5pct,2025Q2,21,185.06773940546321,0.18506773940546323,5.304452635781657,-0.015813844532986843,0.5714285714285714
P4_BREAKOUT_TOP20,fixed_risk_0_5pct,2025Q3,24,262.5494011962724,0.2625494011962724,5.126956851676981,-0.03929449993241485,0.625
P4_BREAKOUT_TOP20,fixed_risk_0_5pct,2025Q4,15,155.48860602883602,0.15548860602883602,3.404623832809717,-0.03645839102170367,0.4666666666666667
P4_BREAKOUT_TOP20,fixed_risk_0_5pct,2026Q1,11,51.17872938733884,0.05117872938733884,1.9842830897199635,-0.022580062667388656,0.36363636363636365
P4_BREAKOUT_TOP20,fixed_risk_0_5pct,2026Q2,13,82.52229084413754,0.08252229084413755,3.0829940307548567,-0.023591209146242687,0.6923076923076923
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x,2024Q1,13,223.62717719404088,0.22362717719404088,2.2252691643960807,-0.06813148242983491,0.5384615384615384
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x,2024Q2,9,738.6515672940419,0.7386515672940419,6.972227000844195,-0.04175523667227554,0.5555555555555556
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x,2024Q3,5,69.73787457934688,0.06973787457934688,2.9649558057903365,-0.035138459796523636,0.6
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x,2024Q4,17,538.6826243275939,0.5386826243275938,1.990408867297806,-0.19498367740735723,0.47058823529411764
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x,2025Q1,11,331.2081738234601,0.3312081738234601,1.8738126580430625,-0.30572822602754024,0.45454545454545453
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x,2025Q2,14,2882.220539851675,2.8822205398516747,5.26375522880107,-0.1024240648239233,0.5714285714285714
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x,2025Q3,14,7426.805835706653,7.426805835706653,14.567859153102868,-0.0615002532075396,0.9285714285714286
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x,2025Q4,12,2486.66333604055,2.4866633360405497,2.0007076016907446,-0.2941717681459507,0.4166666666666667
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x,2026Q1,10,5283.372357741802,5.283372357741802,2.9865832849589053,-0.3605967314747218,0.5
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_2x,2026Q2,5,4685.208624910176,4.685208624910175,8.327800109395838,0.0,0.8
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,2024Q1,13,26.329357387759366,0.026329357387759367,2.0621208199015735,-0.007589887840131038,0.5384615384615384
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,2024Q2,9,66.13095646447432,0.06613095646447432,5.934025146753069,-0.006246460026881007,0.5555555555555556
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,2024Q3,5,7.178169753754543,0.007178169753754543,3.715657349820865,-0.002641150394557479,0.6
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,2024Q4,17,35.01104877374477,0.035011048773744766,2.1674906410190347,-0.01684594216897639,0.47058823529411764
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,2025Q1,11,-1.6795687543738804,-0.0016795687543738804,0.9369696270803953,-0.02506893736137783,0.45454545454545453
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,2025Q2,14,124.0430491087635,0.1240430491087635,5.665688146488471,-0.005790778687778775,0.5714285714285714
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,2025Q3,14,154.87933754975387,0.15487933754975386,21.547263708481967,-0.0064920030056406786,0.9285714285714286
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,2025Q4,12,42.650966682714404,0.042650966682714404,2.488358114641704,-0.0135072927266785,0.4166666666666667
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,2026Q1,10,64.41989798951315,0.06441989798951314,3.143180976489194,-0.010435414488287997,0.5
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,2026Q2,5,41.00686255599697,0.04100686255599697,5.977615007059355,0.0,0.8
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_2x,2024Q1,27,737.829048378877,0.737829048378877,2.953208500163642,-0.09435662655388666,0.5555555555555556
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_2x,2024Q2,18,1146.663685560349,1.146663685560349,3.897932512459817,-0.08526770731249023,0.5555555555555556
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_2x,2024Q3,17,740.3396117727596,0.7403396117727595,3.539678812318087,-0.12106490546545579,0.5294117647058824
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_2x,2024Q4,26,3417.6101296396423,3.4176101296396424,4.274975338312959,-0.10870384118550269,0.5384615384615384
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_2x,2025Q1,15,2183.2213138574202,2.18322131385742,2.9355727360093837,-0.35006087081738724,0.6
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_2x,2025Q2,27,7913.756823284139,7.913756823284139,2.6875884864998407,-0.5353731711256138,0.4444444444444444
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_2x,2025Q3,25,24969.844108768288,24.96984410876829,4.893923563433099,-0.25508642600786846,0.6
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_2x,2025Q4,15,22316.325548883717,22.316325548883718,4.267371330228785,-0.23882836315086975,0.4666666666666667
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_2x,2026Q1,15,14874.16837707816,14.87416837707816,1.9309013761761336,-2.0897218303727025,0.3333333333333333
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_2x,2026Q2,13,26438.67383890596,26.43867383890596,4.885509537687467,-0.34049903725598807,0.6923076923076923
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_risk_0_5pct,2024Q1,27,113.11513964870483,0.11311513964870483,3.5231697782396703,-0.019649091214258063,0.5555555555555556
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_risk_0_5pct,2024Q2,18,102.90746684856478,0.10290746684856478,3.1275292882971635,-0.014030080685567659,0.5555555555555556
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_risk_0_5pct,2024Q3,17,72.69126077878637,0.07269126077878638,3.9468111617324757,-0.017260639515265463,0.5294117647058824
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_risk_0_5pct,2024Q4,26,169.18040351315463,0.16918040351315464,5.816479746012469,-0.009229155838083258,0.5384615384615384
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_risk_0_5pct,2025Q1,15,48.991595913603255,0.048991595913603254,2.3631002308688878,-0.02410634758833652,0.6
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_risk_0_5pct,2025Q2,27,157.79236407316455,0.15779236407316455,3.021781093894635,-0.015932264582939504,0.4444444444444444
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_risk_0_5pct,2025Q3,25,252.326188749743,0.252326188749743,4.654942557810765,-0.038988982339849376,0.6
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_risk_0_5pct,2025Q4,15,153.03110927068744,0.15303110927068744,3.4046238328097163,-0.03597662249716982,0.4666666666666667
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_risk_0_5pct,2026Q1,15,55.96184276455422,0.05596184276455422,1.7297004271901082,-0.030500573162736466,0.3333333333333333
P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_risk_0_5pct,2026Q2,13,81.43221686176021,0.0814322168617602,3.0829940307548576,-0.023299958273573118,0.6923076923076923
