window_start,window_end,trades,trades_with_1s,micro_1m_count,micro_1s_count,mean_mfe_1m,mean_mfe_1s,mean_delta
2025-01-01 00:00:00,2025-03-31 23:59:59,5,5,0,0,3.95424944059745,3.95424944059745,0.0
