label,sizing,total_return,annualized_return,max_drawdown,calmar,profit_factor,trade_count,avg_effective_leverage,max_effective_leverage,median_effective_leverage,longest_drawdown_duration
C1,fixed_2x,-66.25580586320221,-35.496198306050466,-77.76186338457399,-0.45647309312153167,0.867645611732098,371,2.0,2.0000000000000004,2.0,1219370
C1,fixed_risk,-20.483972560252038,-8.835787085103009,-27.68795468040167,-0.31912025236581426,0.8268664775857715,371,0.4394081462891109,1.3877233921956338,0.3992903389534471,1219370
B1,fixed_2x,-14.23916175334915,-6.01121465410327,-55.31041741399638,-0.1086814190735455,0.9783620569349791,324,2.0,2.0000000000000004,2.0,631017
B1,fixed_risk,-0.6085630822434518,-0.24605785451797813,-12.82100408057143,-0.019191777256419948,0.9942523048463757,324,0.4238578722789751,1.3877233921956338,0.37888072487812735,603369
B3,fixed_2x,104.00613560454559,33.34270781011372,-24.68845705024463,1.3505383403367988,1.5840892476462605,84,2.0,2.0000000000000004,2.0,305513
B3,fixed_risk,16.44928166940025,6.338917118700649,-4.942630704224882,1.2824986324149694,1.7865749562216313,84,0.3460993552553055,1.1653399263932807,0.33141548066687687,588930
