symbol,prototype,leverage_mode,stress_case,trade_id,event_id,entry_time,exit_time,entry_price,exit_price,min_trade_price,liquidation_price,leverage,net_pnl,trade_return,equity_before,equity_after,liquidation,risk_event,reason
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,1,ETHUSDT_2024-01-01T15:30:00+00:00,2024-01-01 15:31:00+00:00,2024-01-02 14:45:00+00:00,2309.4618,2368.67617,2307.79,1166.278209,2.0,49.25416044119036,0.04925416044119036,1000.0,1049.2541604411904,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,2,ETHUSDT_2024-01-08T17:45:00+00:00,2024-01-08 17:46:00+00:00,2024-01-09 00:15:00+00:00,2280.7460579999997,2321.23566,2278.09,1151.77675929,2.0,35.137238519489,0.03348782386978051,1049.2541604411904,1084.3913989606795,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,3,ETHUSDT_2024-01-10T00:15:00+00:00,2024-01-10 00:16:00+00:00,2024-01-11 16:00:00+00:00,2369.483802,2582.423412,2336.28,1196.5893200100002,2.0,192.63687609406574,0.17764515310495455,1084.3913989606795,1277.028275054745,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,4,ETHUSDT_2024-01-12T11:15:00+00:00,2024-01-12 11:16:00+00:00,2024-01-12 16:45:00+00:00,2625.0749100000003,2621.495596,2619.96,1325.6628295500002,2.0,-6.03479511745783,-0.004725655050354404,1277.028275054745,1270.9934799372872,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,5,ETHUSDT_2024-01-16T15:15:00+00:00,2024-01-16 15:16:00+00:00,2024-01-17 03:45:00+00:00,2533.046508,2571.08568,2532.39,1279.18848654,2.0,35.612358546059745,0.028019308602446107,1270.9934799372872,1306.605838483347,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,6,ETHUSDT_2024-01-28T01:15:00+00:00,2024-01-28 01:16:00+00:00,2024-01-28 12:00:00+00:00,2273.744658,2274.125084,2272.68,1148.24105229,2.0,-2.1762071984329054,-0.001665542227301659,1306.605838483347,1304.4296312849142,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,7,ETHUSDT_2024-02-06T16:15:00+00:00,2024-02-06 16:16:00+00:00,2024-02-07 03:15:00+00:00,2342.088324,2367.836338,2340.74,1182.75460362,2.0,26.05759095464662,0.019976233542762192,1304.4296312849142,1330.4872222395609,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,8,ETHUSDT_2024-02-08T15:15:00+00:00,2024-02-08 15:16:00+00:00,2024-02-08 23:15:00+00:00,2434.626828,2417.46641,2412.0,1229.48654814,2.0,-21.407421133064638,-0.016089911105670224,1330.4872222395609,1309.0798011064962,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,9,ETHUSDT_2024-02-09T08:45:00+00:00,2024-02-09 08:46:00+00:00,2024-02-10 07:45:00+00:00,2464.7128439999997,2493.561188,2461.1,1244.6799862199998,2.0,28.010886800045704,0.021397386756994933,1309.0798011064962,1337.090687906542,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,10,ETHUSDT_2024-02-11T03:45:00+00:00,2024-02-11 03:46:00+00:00,2024-02-11 10:15:00+00:00,2519.5038,2516.736552,2513.5,1272.349419,2.0,-5.6098479155199765,-0.004195562773908187,1337.090687906542,1331.4808399910219,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,11,ETHUSDT_2024-02-12T15:30:00+00:00,2024-02-12 15:31:00+00:00,2024-02-13 13:30:00+00:00,2530.7860560000004,2638.152264,2530.06,1278.0469582800001,2.0,110.25418550543995,0.08280568686679966,1331.4808399910219,1441.7350254964617,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,12,ETHUSDT_2024-02-14T08:45:00+00:00,2024-02-14 08:46:00+00:00,2024-02-15 05:45:00+00:00,2663.23254,2772.465396,2661.92,1344.9324327,2.0,115.32332537438616,0.07998926524981562,1441.7350254964617,1557.0583508708478,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,13,ETHUSDT_2024-02-18T18:45:00+00:00,2024-02-18 18:46:00+00:00,2024-02-20 01:15:00+00:00,2815.993086,2916.626558,2814.9,1422.0765084299999,2.0,108.11757817661018,0.06943707544173991,1557.0583508708478,1665.1759290474579,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,14,ETHUSDT_2024-02-20T13:30:00+00:00,2024-02-20 13:31:00+00:00,2024-02-20 14:40:00+00:00,2970.804042,2923.451377620171,2918.9200000000005,1500.2560412100001,2.0,-56.38743036539795,-0.0338627465012983,1665.1759290474579,1608.78849868206,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,15,ETHUSDT_2024-02-24T17:30:00+00:00,2024-02-24 17:31:00+00:00,2024-02-26 02:45:00+00:00,2982.966474,3095.1808400000004,2980.09,1506.39806937,2.0,117.76193677842251,0.07319914138800382,1608.78849868206,1726.5504354604825,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,16,ETHUSDT_2024-02-26T15:45:00+00:00,2024-02-26 15:46:00+00:00,2024-02-27 15:45:00+00:00,3120.624,3231.093652,3118.75,1575.91512,2.0,118.72506609368963,0.06876431968349934,1726.5504354604825,1845.275501554172,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,17,ETHUSDT_2024-02-28T07:45:00+00:00,2024-02-28 07:46:00+00:00,2024-02-28 17:31:00+00:00,3285.667002,3249.983303885315,3152.94,1659.26183601,2.0,-43.75141582529193,-0.02370996406143287,1845.275501554172,1801.52408572888,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,18,ETHUSDT_2024-03-01T08:30:00+00:00,2024-03-01 08:31:00+00:00,2024-03-02 05:00:00+00:00,3401.610186,3425.8646900000003,3380.0,1717.81314393,2.0,22.07492385871923,0.01225347139879505,1801.52408572888,1823.5990095875993,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,19,ETHUSDT_2024-03-03T04:15:00+00:00,2024-03-03 04:16:00+00:00,2024-03-03 06:10:00+00:00,3439.1176859999996,3413.9097674627997,3411.14,1736.7544314299998,2.0,-30.366929593120283,-0.016652196800648437,1823.5990095875993,1793.2320799944791,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,20,ETHUSDT_2024-03-04T00:15:00+00:00,2024-03-04 00:16:00+00:00,2024-03-04 00:49:00+00:00,3497.99946,3453.4314926794286,3420.22,1766.4897273,2.0,-49.258711567954236,-0.027469233970042455,1793.2320799944791,1743.973368426525,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,21,ETHUSDT_2024-03-05T04:00:00+00:00,2024-03-05 04:01:00+00:00,2024-03-05 16:00:00+00:00,3700.549962,3704.738904,3645.91,1868.77773081,2.0,0.4583589005348019,0.0002628244839245164,1743.973368426525,1744.43172732706,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,22,ETHUSDT_2024-03-06T06:00:00+00:00,2024-03-06 06:01:00+00:00,2024-03-07 03:30:00+00:00,3775.825014,3771.735502,3725.0,1906.79163207,2.0,-7.2656844240613205,-0.004165072390189962,1744.43172732706,1737.1660429029985,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,23,ETHUSDT_2024-03-11T09:45:00+00:00,2024-03-11 09:46:00+00:00,2024-03-12 03:15:00+00:00,4022.314302,4046.39056,4001.49,2031.26872251,2.0,17.31148546607763,0.009965360269849741,1737.1660429029985,1754.477528369076,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,24,ETHUSDT_2024-03-21T00:30:00+00:00,2024-03-21 00:31:00+00:00,2024-03-21 04:30:00+00:00,3510.942048,3491.691522,3495.7,1773.02573424,2.0,-22.7389665505913,-0.012960534508372385,1754.477528369076,1731.7385618184846,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,25,ETHUSDT_2024-03-21T08:45:00+00:00,2024-03-21 08:46:00+00:00,2024-03-21 15:00:00+00:00,3558.61158,3499.89988,3512.4799999999996,1797.0988479,2.0,-60.57703165349554,-0.03498047164225764,1731.7385618184846,1671.161530164989,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,26,ETHUSDT_2024-03-25T04:45:00+00:00,2024-03-25 04:46:00+00:00,2024-03-26 13:30:00+00:00,3469.983858,3617.67632,3430.41,1752.3418482900001,2.0,138.84539994051838,0.08308317145549093,1671.161530164989,1810.0069301055073,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,27,ETHUSDT_2024-03-27T13:00:00+00:00,2024-03-27 13:01:00+00:00,2024-03-27 14:00:00+00:00,3587.247306,3519.2760040000003,3550.14,1811.5598895300002,2.0,-72.17788172663127,-0.039877130040835776,1810.0069301055073,1737.829048378876,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,28,ETHUSDT_2024-04-04T17:45:00+00:00,2024-04-04 17:46:00+00:00,2024-04-04 20:00:00+00:00,3386.6772,3304.5089660000003,3361.78,1710.271986,2.0,-87.76060071085914,-0.05050013451710116,1737.829048378876,1650.068447668017,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,29,ETHUSDT_2024-04-06T22:45:00+00:00,2024-04-06 22:46:00+00:00,2024-04-07 18:00:00+00:00,3361.2521159999997,3376.964472,3345.51,1697.43231858,2.0,12.118819343822159,0.007344434323890778,1650.068447668017,1662.1872670118391,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,30,ETHUSDT_2024-04-08T07:30:00+00:00,2024-04-08 07:31:00+00:00,2024-04-09 01:00:00+00:00,3442.668396,3679.104032,3440.96,1738.54753998,2.0,224.8729179682849,0.13528735445828874,1662.1872670118391,1887.060184980124,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,31,ETHUSDT_2024-04-20T15:30:00+00:00,2024-04-20 15:31:00+00:00,2024-04-21 00:30:00+00:00,3064.372752,3132.17344,3063.76,1547.5082397600002,2.0,79.68831530544989,0.042228814925841504,1887.060184980124,1966.7485002855738,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,32,ETHUSDT_2024-04-24T04:45:00+00:00,2024-04-24 04:46:00+00:00,2024-04-24 14:15:00+00:00,3250.239918,3223.30521,3237.77,1641.37115859,2.0,-36.51405166862688,-0.018565694425761607,1966.7485002855738,1930.2344486169468,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,33,ETHUSDT_2024-04-27T17:30:00+00:00,2024-04-27 17:31:00+00:00,2024-04-28 10:00:00+00:00,3176.525178,3297.400388,3173.48,1604.14521489,2.0,142.96716350672062,0.07406725313039542,1930.2344486169468,2073.2016121236675,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,34,ETHUSDT_2024-05-03T20:15:00+00:00,2024-05-03 20:16:00+00:00,2024-05-04 07:45:00+00:00,3076.46517,3094.171042,3075.85,1553.61491085,2.0,19.705313876952985,0.009504774529269252,2073.2016121236675,2092.9069260006204,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,35,ETHUSDT_2024-05-04T10:45:00+00:00,2024-05-04 10:46:00+00:00,2024-05-05 00:30:00+00:00,3124.3447439999995,3093.23123,3102.66,1577.7940957199999,2.0,-45.84903313875559,-0.021906866745560187,2092.9069260006204,2047.0578928618647,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,36,ETHUSDT_2024-05-06T08:15:00+00:00,2024-05-06 08:16:00+00:00,2024-05-06 10:30:00+00:00,3176.595192,3146.1206500000003,3175.9600000000005,1604.1805719600002,2.0,-43.351217423107315,-0.021177328484100987,2047.0578928618647,2003.7066754387574,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,37,ETHUSDT_2024-05-15T23:30:00+00:00,2024-05-15 23:31:00+00:00,2024-05-16 02:45:00+00:00,3018.683616,3001.84951,3006.63,1524.43522608,2.0,-26.34413329281899,-0.013147699518967935,2003.7066754387574,1977.3625421459385,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,38,ETHUSDT_2024-05-17T12:45:00+00:00,2024-05-17 12:46:00+00:00,2024-05-18 14:30:00+00:00,3068.773632,3097.83031,3052.01,1549.73068416,2.0,33.471860105460955,0.016927528155325285,1977.3625421459385,2010.8344022513995,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,39,ETHUSDT_2024-05-20T19:15:00+00:00,2024-05-20 19:16:00+00:00,2024-05-21 17:00:00+00:00,3144.6288,3736.332584,3140.1,1588.037544,2.0,752.3305058287176,0.37413846957580515,2010.8344022513995,2763.164908080117,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,40,ETHUSDT_2024-05-23T07:30:00+00:00,2024-05-23 07:31:00+00:00,2024-05-23 13:51:00+00:00,3791.798208,3741.5861696441143,3732.0000000000005,1914.85809504,2.0,-78.67092384250066,-0.02847130969724215,2763.164908080117,2684.4939842376166,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,41,ETHUSDT_2024-05-26T03:45:00+00:00,2024-05-26 03:46:00+00:00,2024-05-27 19:00:00+00:00,3752.570364,3913.487146,3742.24,1895.04803382,2.0,224.74749289347,0.08372061707461684,2684.4939842376166,2909.2414771310864,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,42,ETHUSDT_2024-06-01T21:30:00+00:00,2024-06-01 21:31:00+00:00,2024-06-02 07:30:00+00:00,3811.652178,3796.880472,3798.59,1924.8843498899998,2.0,-28.356201795036487,-0.009746939887231229,2909.2414771310864,2880.8852753360497,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,43,ETHUSDT_2024-06-15T12:45:00+00:00,2024-06-15 12:46:00+00:00,2024-06-15 20:00:00+00:00,3541.55817,3547.2504080000003,3536.94,1788.48687585,2.0,3.4943164646039686,0.0012129314882892597,2880.8852753360497,2884.3795918006535,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,44,ETHUSDT_2024-06-16T22:00:00+00:00,2024-06-16 22:01:00+00:00,2024-06-17 05:45:00+00:00,3599.1896939999997,3572.305396,3574.2,1817.5907954699999,2.0,-48.83720226124484,-0.016931614132922383,2884.3795918006535,2835.5423895394088,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,45,ETHUSDT_2024-06-27T12:00:00+00:00,2024-06-27 12:01:00+00:00,2024-06-28 00:45:00+00:00,3405.951054,3438.772108,3405.26,1720.0052822700002,2.0,48.95034439981436,0.01726313264805948,2835.5423895394088,2884.492733939223,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,46,ETHUSDT_2024-06-30T22:15:00+00:00,2024-06-30 22:16:00+00:00,2024-07-01 08:30:00+00:00,3417.123288,3476.364588,3415.3,1725.6472604399999,2.0,94.19560138165203,0.03265586363707469,2884.492733939223,2978.688335320875,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,47,ETHUSDT_2024-07-10T04:15:00+00:00,2024-07-10 04:16:00+00:00,2024-07-10 21:00:00+00:00,3088.987674,3082.723332,3075.84,1559.93877537,2.0,-18.032654820578802,-0.006053891105944207,2978.688335320875,2960.655680500296,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,48,ETHUSDT_2024-07-13T09:15:00+00:00,2024-07-13 09:16:00+00:00,2024-07-14 13:30:00+00:00,3134.546784,3183.423188,3133.65,1582.94612592,2.0,86.36242852875003,0.029170034562802108,2960.655680500296,3047.018109029046,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,49,ETHUSDT_2024-07-14T21:45:00+00:00,2024-07-14 21:46:00+00:00,2024-07-16 05:15:00+00:00,3236.04708,3433.473168,3231.03,1634.2037753999998,2.0,365.5075320125853,0.11995581218552614,3047.018109029046,3412.5256410416314,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,50,ETHUSDT_2024-07-20T17:30:00+00:00,2024-07-20 17:31:00+00:00,2024-07-21 05:00:00+00:00,3507.231306,3496.880484,3497.35,1771.15180953,2.0,-26.957618072144037,-0.007899608942986741,3412.5256410416314,3385.568022969487,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,51,ETHUSDT_2024-07-27T13:00:00+00:00,2024-07-27 13:01:00+00:00,2024-07-27 17:00:00+00:00,3286.617192,3265.956678,3267.19,1659.74168196,2.0,-49.31494182832269,-0.014566223893226777,3385.568022969487,3336.2530811411643,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,52,ETHUSDT_2024-08-08T21:45:00+00:00,2024-08-08 21:46:00+00:00,2024-08-09 10:15:00+00:00,2611.412178,2638.77214,2602.66,1318.76314989,2.0,63.2008890927841,0.018943673503080367,3336.2530811411643,3399.4539702339484,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,53,ETHUSDT_2024-08-11T03:15:00+00:00,2024-08-11 03:16:00+00:00,2024-08-11 11:30:00+00:00,2637.5974140000003,2645.8907160000003,2632.03,1331.98669407,2.0,14.56796322150402,0.004285383284804842,3399.4539702339484,3414.0219334554527,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,54,ETHUSDT_2024-08-14T05:00:00+00:00,2024-08-14 05:01:00+00:00,2024-08-14 13:30:00+00:00,2717.89347,2686.542584,2708.5,1372.53620235,2.0,-85.55011102066396,-0.02505845383778061,3414.0219334554527,3328.471822434789,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,55,ETHUSDT_2024-08-23T05:15:00+00:00,2024-08-23 05:16:00+00:00,2024-08-23 11:00:00+00:00,2662.1323199999997,2658.3282280000003,2660.0,1344.3768215999999,2.0,-16.16472207523072,-0.004856499600289892,3328.471822434789,3312.3071003595583,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,56,ETHUSDT_2024-08-23T14:00:00+00:00,2024-08-23 14:01:00+00:00,2024-08-23 14:49:00+00:00,2664.722838,2633.8016865752575,2631.01,1345.68503319,2.0,-83.45747485019166,-0.025196176659202936,3312.3071003595583,3228.8496255093664,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,57,ETHUSDT_2024-08-23T17:45:00+00:00,2024-08-23 17:46:00+00:00,2024-08-24 01:30:00+00:00,2688.727638,2740.581774,2688.19,1357.80745719,2.0,118.02161998965376,0.03655221942119255,3228.8496255093664,3346.87124549902,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,58,ETHUSDT_2024-08-24T16:15:00+00:00,2024-08-24 16:16:00+00:00,2024-08-24 21:30:00+00:00,2762.1323159999997,2761.117666,2761.01,1394.8768195799998,2.0,-9.151412558524004,-0.0027343186777295716,3346.87124549902,3337.719832940496,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,59,ETHUSDT_2024-09-10T18:30:00+00:00,2024-09-10 18:31:00+00:00,2024-09-11 01:15:00+00:00,2363.4225899999997,2364.766952,2356.64,1193.5284079499997,2.0,-2.880214743200161,-0.0008629288518391678,3337.719832940496,3334.8396181972957,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,60,ETHUSDT_2024-09-13T15:15:00+00:00,2024-09-13 15:16:00+00:00,2024-09-14 05:15:00+00:00,2372.92449,2418.9561120000003,2367.44,1198.32686745,2.0,122.64865629742253,0.03677797745599602,3334.8396181972957,3457.488274494718,False,,baseline_fixed_2x
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,baseline_fixed_2x,base,61,ETHUSDT_2024-09-20T03:45:00+00:00,2024-09-20 03:46:00+00:00,2024-09-20 13:00:00+00:00,2476.415184,2533.5631860000003,2475.92,1250.58966792,2.0,152.5815035472084,0.044130736370901175,3457.488274494718,3610.0697780419264,False,,baseline_fixed_2x
