symbol,quarter,event_count,mean_fwd_ret_16,median_fwd_ret_16,plus_1atr_first_rate_16,minus_1atr_first_rate_16,mean_mae_16,mean_mfe_16,top1_positive_contribution,remove_top3_mean_fwd_ret,positive_period,sample_status
BTCUSDT,2024Q4,68,-0.002359900911850376,-0.004613449167892136,0.3088235294117647,0.6470588235294118,-0.009538641270278229,0.007055771225306497,0.13268753799884098,-0.003489447041087379,False,valid
BTCUSDT,2025Q1,80,0.0008927527220138718,0.0010739252960952905,0.45,0.525,-0.007026111442217797,0.007008374884963356,0.08748732451581843,0.00017114175684549484,True,valid
BTCUSDT,2025Q2,72,0.00436307259796822,0.0041839735040378745,0.6111111111111112,0.3888888888888889,-0.005637634453639355,0.008055159373915072,0.049016165055071205,0.003840155808080299,True,valid
BTCUSDT,2025Q3,53,0.002034118628336097,0.001252525534262583,0.6792452830188679,0.2641509433962264,-0.0033580811255039932,0.006077133372987569,0.1148826311450847,0.00118149514013842,True,valid
BTCUSDT,2025Q4,87,-0.003332507616361983,-0.0017092235539344358,0.40229885057471265,0.5632183908045977,-0.009736432099632316,0.005010930972224644,0.12720764401225043,-0.003990423945657341,False,valid
BTCUSDT,2026Q1,48,-0.00048499713845481335,-0.0005449477095554878,0.3125,0.6458333333333334,-0.009062192636177234,0.007240163097669732,0.11817552954840743,-0.001561752726485757,False,valid
BTCUSDT,2026Q2,67,-0.000635884219854773,-0.000375460534057126,0.59375,0.21875,-0.005914487578887807,0.004935122697603725,0.15920053421600164,-0.0013625407664203128,False,valid
ETHUSDT,2020Q1,35,0.001198285009986317,0.003148843405595292,0.45714285714285713,0.45714285714285713,-0.01765269979752165,0.011913005065894077,0.12982672985005494,-0.0011320299347835974,True,valid
ETHUSDT,2020Q2,64,0.0021584622928740946,0.0038431988617809165,0.390625,0.4375,-0.013440175057296982,0.012179228271730042,0.06037163568975712,0.001060879881506104,True,valid
ETHUSDT,2020Q3,52,-0.003389590303013548,-0.0028927061685318223,0.28846153846153844,0.7115384615384616,-0.017242093439112427,0.011587409295558895,0.13127044066093535,-0.005385687409011382,False,valid
ETHUSDT,2020Q4,42,0.006744443330346726,0.005127676778817425,0.47619047619047616,0.5238095238095238,-0.011364558973063911,0.014456190116245724,0.1114452956259466,0.004223991357235635,True,valid
ETHUSDT,2021Q1,45,0.01162102719683197,0.007786550503675493,0.6,0.37777777777777777,-0.014291524415444824,0.02482679416107219,0.08290516686130904,0.008515248371317492,True,valid
ETHUSDT,2021Q2,44,-0.0004405289866546399,-0.002577204545650469,0.3409090909090909,0.6590909090909091,-0.020197013992422207,0.018997454123244887,0.2531993227366338,-0.00465682715951014,False,valid
ETHUSDT,2021Q3,49,-0.003180912483303526,0.0038624683132202353,0.4897959183673469,0.5102040816326531,-0.016378611182117718,0.011330759207102314,0.12150422293959452,-0.005121815012297002,False,valid
ETHUSDT,2021Q4,74,-0.002287689280946027,-0.0028782967693484207,0.4189189189189189,0.5675675675675675,-0.013196687175443905,0.008979503966394641,0.15959287674609238,-0.003340167256135283,False,valid
ETHUSDT,2022Q1,54,-0.013878530861403945,-0.003651180964274303,0.5,0.42592592592592593,-0.02426964441810009,0.011454876367200427,0.10381066274138301,-0.015357154744061914,False,valid
ETHUSDT,2022Q2,75,-0.008906405291227435,-0.00828375371847101,0.30666666666666664,0.6666666666666666,-0.021355946656713573,0.00828093449633803,0.13251645406540985,-0.01044470652227866,False,valid
ETHUSDT,2022Q3,65,0.005167957796997391,0.005670271792491022,0.5692307692307692,0.4307692307692308,-0.011438493569788724,0.014010167612009303,0.08828556331268701,0.004041974572039613,True,valid
ETHUSDT,2022Q4,20,0.005960009153931039,0.0031385271085343502,0.4,0.6,-0.007512480638652319,0.01614646994357759,0.15653425067274102,0.0026687433609251846,True,insufficient_sample
ETHUSDT,2023Q1,32,0.002781336537149813,0.0019503050231917118,0.5,0.5,-0.008240021298639471,0.00804610631350073,0.15569332685197596,0.0011562168218839529,True,valid
ETHUSDT,2023Q2,42,0.002070389952390133,0.00038729568899575906,0.4523809523809524,0.5,-0.007278437912050205,0.007598062543394029,0.23235175896878055,-0.0007487117950610428,True,valid
ETHUSDT,2023Q3,38,-0.00037979255475070896,0.001997738785306291,0.5,0.5,-0.006639107438950891,0.0044480532116482705,0.10788228030359923,-0.0009649083829559979,False,valid
ETHUSDT,2023Q4,42,0.0013387790532236334,0.004197292105404038,0.5238095238095238,0.35714285714285715,-0.016543615902347587,0.012716125391085294,0.12084449471895851,-0.0008608738026754189,True,valid
ETHUSDT,2024Q1,40,0.0011333913310749178,-0.000916832521769162,0.575,0.425,-0.01837470582786443,0.010849236135220508,0.22270910175529185,-0.0016057519736909919,True,valid
ETHUSDT,2024Q2,54,-0.007747053361530696,-0.004329305451148846,0.3148148148148148,0.6481481481481481,-0.01658769211600279,0.0065094085097014195,0.16228009800277104,-0.009176664135498787,False,valid
ETHUSDT,2024Q3,51,0.0022792713189702806,0.0023190132692807452,0.6470588235294118,0.3333333333333333,-0.008307194810513552,0.00891830060728532,0.0948869006954944,0.0014743682346066087,True,valid
ETHUSDT,2024Q4,25,0.004193648509864536,0.0036061180353847977,0.6,0.4,-0.0083453399621513,0.011079564854041789,0.15703910729898035,0.0016327250485675656,True,insufficient_sample
ETHUSDT,2025Q1,49,-0.006557117533693468,-0.007242126078663591,0.6326530612244898,0.3673469387755102,-0.01495543074766713,0.00910629857782861,0.1375364652615552,-0.007978031726263608,False,valid
ETHUSDT,2025Q2,73,0.0068499490225283005,0.007203083783444253,0.5753424657534246,0.4246575342465753,-0.010840943294374215,0.015852092391052366,0.07041858757891074,0.005490300946308594,True,valid
ETHUSDT,2025Q3,65,0.008134630957008887,0.00055397697152193,0.5076923076923077,0.4153846153846154,-0.007155352350502377,0.01701467408990207,0.19964668604979424,0.0024628109418442707,True,valid
ETHUSDT,2025Q4,71,7.317068613135004e-05,0.0008926281487144916,0.3380281690140845,0.5633802816901409,-0.011835004170886138,0.008229156535240504,0.14132065143960515,-0.000978602853130793,True,valid
ETHUSDT,2026Q1,57,0.0023904056262830896,0.00041874322116508544,0.38596491228070173,0.43859649122807015,-0.005732229734229391,0.00993982541042808,0.11472994650408724,0.0013470992749772916,True,valid
ETHUSDT,2026Q2,61,-0.0014857851175765404,-0.0001899686795228117,0.3114754098360656,0.3114754098360656,-0.006249039429104965,0.004004596516915009,0.19190956035546833,-0.001958646434687913,False,valid
SOLUSDT,2020Q3,12,0.027520278825006867,0.023393997690107193,0.6666666666666666,0.3333333333333333,-0.01034030456007054,0.03557745501258173,0.2102489635847914,0.016583979534292186,True,insufficient_sample
SOLUSDT,2020Q4,85,-0.0025371178088036926,-0.000674627268434147,0.32941176470588235,0.6588235294117647,-0.025936411540294645,0.020742738273332582,0.10357228026985753,-0.00482868576909674,False,valid
SOLUSDT,2021Q1,74,0.018055025816356755,0.013710207727005874,0.581081081081081,0.40540540540540543,-0.029910439952709356,0.043957362558876195,0.06735237189892018,0.013825335762261201,True,valid
SOLUSDT,2021Q2,70,0.01819051378445121,0.005079882368163258,0.5,0.45714285714285713,-0.03136704880008375,0.04927617425846022,0.08302714158439833,0.01290016410334871,True,valid
SOLUSDT,2021Q3,43,-0.0025506118405282966,0.0008369808317667538,0.5813953488372093,0.3953488372093023,-0.02675451744688041,0.022601211886470407,0.09797225702674862,-0.005852591394028625,False,valid
SOLUSDT,2021Q4,52,0.008453268903930423,0.002614311806813152,0.5,0.46153846153846156,-0.017043270984787355,0.024868118377195766,0.14408808914372687,0.002060568057788405,True,valid
SOLUSDT,2022Q1,46,-0.01007884202403737,-0.0030330462025452976,0.41304347826086957,0.5434782608695652,-0.031189067326668755,0.027135837721312922,0.12775297064006294,-0.013065781744678644,False,valid
SOLUSDT,2022Q2,33,0.004908177462259073,0.0013825794983211015,0.6363636363636364,0.36363636363636365,-0.018260602631793584,0.022678601618548684,0.18567542488287475,-0.002195374707986427,True,valid
SOLUSDT,2022Q3,93,-0.005268039222172125,-0.006643467257197111,0.3548387096774194,0.6451612903225806,-0.020798498023456638,0.012353307624611816,0.10697161714838573,-0.006348535664147032,False,valid
SOLUSDT,2022Q4,42,-0.005934692548055012,-0.00197822278801002,0.42857142857142855,0.5714285714285714,-0.0179230756244479,0.006816973464119554,0.14504535542083305,-0.007344555958439349,False,valid
SOLUSDT,2023Q1,25,0.0041130257902694065,0.0023524556335121627,0.68,0.32,-0.00981853634744561,0.014697371772678292,0.14227663121964632,0.0024266469839026683,True,insufficient_sample
SOLUSDT,2023Q2,43,-2.8222633782398882e-05,-0.0010112684195318078,0.46511627906976744,0.4883720930232558,-0.022595656607150075,0.014665523450981382,0.09798206391700176,-0.002458562602858963,False,valid
SOLUSDT,2023Q3,37,-0.0029314518682888695,-0.0028350767425945333,0.43243243243243246,0.5675675675675675,-0.014555746423162116,0.007702875027482545,0.32077136459571226,-0.00472849053014295,False,valid
SOLUSDT,2023Q4,46,0.0056548873193310875,0.00594697104856734,0.7391304347826086,0.2608695652173913,-0.016563807163651384,0.025084057606368358,0.08771064038403706,0.0034022534998047944,True,valid
SOLUSDT,2024Q1,53,0.01245298778170455,0.011400270990048034,0.5849056603773585,0.37735849056603776,-0.017827791527242638,0.023713795901526308,0.06672915802198391,0.010322946651037024,True,valid
SOLUSDT,2024Q2,36,-0.005976107402767177,-0.003750440220776863,0.4444444444444444,0.5,-0.028705919650020586,0.020032644648166596,0.26646747834577583,-0.013581386714579553,False,valid
SOLUSDT,2024Q3,87,-0.0007299707620060017,0.00041847052826171627,0.47126436781609193,0.5057471264367817,-0.012419176578263112,0.01075577806908548,0.07211385758809155,-0.0017590910692704739,False,valid
SOLUSDT,2024Q4,56,0.0021078574591768796,0.0001969774619128284,0.5178571428571429,0.44642857142857145,-0.01241907274524039,0.012662084446632511,0.19218421768907656,-0.000185379122617584,True,valid
SOLUSDT,2025Q1,57,0.02820378567475875,0.001895237711198039,0.47368421052631576,0.5263157894736842,-0.010105370859554864,0.04594488213425083,0.11931947130943198,0.01785377873703017,True,valid
SOLUSDT,2025Q2,71,0.004866537301366648,0.007680175546869394,0.4788732394366197,0.49295774647887325,-0.015600403682449642,0.017002276441047744,0.062209817660715996,0.003443995454847763,True,valid
SOLUSDT,2025Q3,54,0.0007407957186149082,0.001062180890536113,0.3888888888888889,0.5555555555555556,-0.011551151511104503,0.01132572393555061,0.10189714940946568,-0.0007329973703572905,True,valid
SOLUSDT,2025Q4,68,0.0023431487827807267,0.0014406216936629912,0.5147058823529411,0.45588235294117646,-0.009646670124150821,0.011346592723919162,0.12317455327558094,0.001158708004510596,True,valid
SOLUSDT,2026Q1,33,-0.00036898080894232077,0.0015732784702893188,0.48484848484848486,0.5151515151515151,-0.009003462270335008,0.009417392915732504,0.25716926802751133,-0.0020281582503099784,False,valid
SOLUSDT,2026Q2,71,-0.003821432691891677,-0.001022070306305689,0.4117647058823529,0.38235294117647056,-0.010847079646056676,0.007593552511716597,0.10373796069450594,-0.00511917719318752,False,valid
