symbol,year,volatility_regime,trend_strength_bucket,event_count,mean_fwd_ret_16,median_fwd_ret_16,plus_1atr_first_rate_16,minus_1atr_first_rate_16,mean_mae_16,mean_mfe_16,top1_positive_contribution,remove_top3_mean_fwd_ret
BNBUSDT,2020,mid_vol,1.0_1.5,12,0.007246101973687719,0.007459698751480448,0.9166666666666666,0.08333333333333333,-0.008300464346323902,0.016100745671613792,0.21909640655169613,0.004103010573943084
BNBUSDT,2020,mid_vol,1.5_2.5,15,0.0058363386079415495,0.005327617881200175,0.5333333333333333,0.4,-0.00717543211481085,0.011894178452125296,0.2781446011060741,0.003082836886604138
BNBUSDT,2021,high_vol,0.5_1.0,34,-0.007073315772264617,-0.0021224192740936787,0.29411764705882354,0.6176470588235294,-0.030289266192079625,0.012665118448821011,0.2556864961357368,-0.010529563879464082
BNBUSDT,2021,high_vol,0_0.5,46,-0.004087411030527537,-0.0018170855550888598,0.21739130434782608,0.782608695652174,-0.03683717777003392,0.012568110553539173,0.12258964860953311,-0.006432369701712849
BNBUSDT,2021,high_vol,1.0_1.5,30,0.0095513708046148,0.00782018120006811,0.5666666666666667,0.43333333333333335,-0.017906631773401526,0.020577295858038653,0.11546852802742368,0.0061354498761384876
BNBUSDT,2021,high_vol,1.5_2.5,54,6.817363062737806e-05,0.001028067468291316,0.46296296296296297,0.5370370370370371,-0.020947324180126927,0.014404763283490352,0.11439004487159084,-0.0024342607008664605
BNBUSDT,2021,low_vol,0.5_1.0,2,0.009109163345211169,0.009109163345211169,1.0,0.0,-0.018256019590586092,0.030468944351470295,1.0,
BNBUSDT,2021,low_vol,0_0.5,7,-0.014877725625420049,-0.010380839222062455,0.7142857142857143,0.2857142857142857,-0.019862740574338456,0.007938891837211224,,-0.02014684363441019
BNBUSDT,2021,low_vol,1.0_1.5,7,-0.015620993591435903,-0.001985868009051872,0.7142857142857143,0.2857142857142857,-0.02540191617130248,0.018375285753360688,0.4855812810491273,-0.03369520458506517
BNBUSDT,2021,low_vol,1.5_2.5,19,0.0010206732923221677,0.00439792153023566,0.42105263157894735,0.5789473684210527,-0.015213497030002812,0.014231233440408641,0.20046351181184005,-0.001748898477734094
BNBUSDT,2021,mid_vol,0.5_1.0,6,-0.0036830456268461265,-0.004800223151597727,0.3333333333333333,0.6666666666666666,-0.021692567504424425,0.014507257277595942,0.9902293896857569,-0.014665933175302478
BNBUSDT,2021,mid_vol,0_0.5,9,-0.011846468463188202,-0.016171637918835136,0.3333333333333333,0.6666666666666666,-0.03867280670558541,0.01397328622130176,0.3652802919905497,-0.028258550789715564
BNBUSDT,2021,mid_vol,1.0_1.5,8,-0.002071116021589145,0.0003156656832743465,0.625,0.375,-0.013731766844732443,0.0147728064353429,0.3224962248708498,-0.01060580065203014
BNBUSDT,2021,mid_vol,1.5_2.5,28,-0.003460728311721375,-0.001959394987191554,0.6785714285714286,0.2857142857142857,-0.014703049802099648,0.011254247149674506,0.2026420793497333,-0.005377217146472462
BNBUSDT,2022,high_vol,0.5_1.0,45,0.0008392862788900625,-0.0022882823451800816,0.4444444444444444,0.5111111111111111,-0.01000407324491361,0.010979963853437111,0.10919928602538528,-0.0010671036772974883
BNBUSDT,2022,high_vol,0_0.5,64,-0.003911140837608828,-0.003956066918405832,0.328125,0.59375,-0.014777434204818718,0.007390589104787345,0.12046982904970067,-0.0051971851458381905
BNBUSDT,2022,high_vol,1.0_1.5,28,0.006168057600261131,0.008910710227584606,0.5,0.5,-0.010737800299315906,0.013213008001826692,0.09589381365837321,0.004121911711314148
BNBUSDT,2022,high_vol,1.5_2.5,29,0.004502518911521375,0.004219858156028433,0.4827586206896552,0.5172413793103449,-0.010915975054080488,0.011528886098015244,0.1452369362284712,0.0020787368049208265
BNBUSDT,2022,low_vol,0.5_1.0,2,-0.022443254199270013,-0.022443254199270013,0.0,1.0,-0.02512748666403658,0.000154180299175799,,
