input_validation_status,overall_mean_fwd_ret_16,positive_year_rate,positive_quarter_rate,positive_symbol_count,random_time_percentile_mean,fallback_match_rate_mean,top1_positive_contribution,remove_top3_mean_fwd_ret,remove_best_year_ok,has_high_p4_corr,p4_negative_month_positive_rate,p4_weak_month_positive_rate,decision_letter,decision_status,strategy_backtest_generated,data_layer,oos_status
pass,0.0009599131020932,0.5714285714285714,0.5769230769230769,3,0.972342552482506,0.0005686125852918,0.0064516021285536,0.0008401464181606,True,False,0.5956155646308448,0.5948722910216718,B,long_history_supports_but_stability_threshold_not_met,False,expanded_discovery_long_history,not_oos
