symbol,month,p4_trade_count,p4_proxy_return,p4_negative_month,p4_weak_month,proxy_method
BNBUSDT,2024-10,16,-0.024520264473541054,True,True,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2024-11,16,-0.04957310293461359,True,True,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2024-12,19,0.011996107673483247,False,False,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2025-01,14,-0.017689187260360728,True,True,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2025-02,9,0.06661839230041522,False,False,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2025-03,21,-0.0936997124462875,True,True,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2025-04,13,0.03062777670298633,False,False,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2025-05,15,0.04205087577802036,False,False,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2025-06,15,-0.020046877000947205,True,True,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2025-07,18,0.07411301231391687,False,False,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2025-08,16,0.0056118283598798335,False,False,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2025-09,18,0.11362389991760902,False,False,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2025-10,15,0.07060769369524789,False,False,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2025-11,14,-0.10858433113845911,True,True,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2025-12,12,-0.0003374085780740721,True,True,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2026-01,16,0.010490146983261228,False,False,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2026-02,7,0.02062382548285313,False,False,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2026-03,13,0.03263278233002209,False,False,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2026-04,15,-0.029354791514002776,True,True,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2026-05,19,0.06489900362266832,False,False,realistic_p4_trade_return_1x_exit_month
BNBUSDT,2026-06,11,-0.10110923807838657,True,True,realistic_p4_trade_return_1x_exit_month
