prototype,symbol,side,side_scope,sizing_mode,event_id,signal_time,entry_time,exit_time,entry_raw_price,entry_price,exit_raw_price,exit_price,quantity,atr,gross_pnl,entry_fee,exit_fee,total_fee,funding_fee,funding_status,net_pnl,trade_return,equity_before,equity_after,mae_atr,mfe_atr,bars_held,exit_reason
S3_EXIT_WINDOW_IDLE_MR1,BNBUSDT,long,both,fixed_risk_0_5pct,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2020-02-13T08:00:00+00:00,2020-02-13 08:00:00+00:00,2020-02-13 08:00:00+00:00,2020-02-13 08:09:00+00:00,25.829,25.8341658,25.60523722857143,25.600116181125717,21.84087363494536,0.22892857142857181,-5.111848150140359,0.2821203753510136,0.27956445127594337,0.561684826626957,0.0,unavailable,-5.673532976767316,-0.005673532976767316,1000.0,994.3264670232327,-1.7043123868954853,0.842333478939163,0.6,atr_stop
S3_EXIT_WINDOW_IDLE_MR1,BNBUSDT,long,both,fixed_risk_0_5pct,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2020-02-13T08:15:00+00:00,2020-02-13 08:15:00+00:00,2020-02-13 08:15:00+00:00,2020-02-13 11:45:00+00:00,24.953,24.9579906,24.64491917142857,24.639990187594282,15.880185419034051,0.3130714285714288,-5.049905512332071,0.19816875920725446,0.19564380645108842,0.3938125656583429,0.0,unavailable,-5.443718077990414,-0.005474779419567859,994.3264670232327,988.8827489452423,-1.0859841204654375,1.7504292950034237,14.0,atr_stop
S3_EXIT_WINDOW_IDLE_MR1,BNBUSDT,long,both,fixed_risk_0_5pct,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2020-02-15T02:00:00+00:00,2020-02-15 02:00:00+00:00,2020-02-15 02:00:00+00:00,2020-02-15 02:11:00+00:00,25.835,25.840167,25.674524142857145,25.669389238028575,29.84984580688524,0.16564285714285734,-5.097689862092007,0.3856625002870822,0.3831136553560362,0.7687761556431184,0.0,unavailable,-5.866466017735124,-0.005932418200228883,988.8827489452423,983.0162829275072,-1.2627589478223324,0.7657015955152793,0.7333333333333333,atr_stop
S3_EXIT_WINDOW_IDLE_MR1,BNBUSDT,long,both,fixed_risk_0_5pct,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2020-02-15T02:15:00+00:00,2020-02-15 02:15:00+00:00,2020-02-15 02:15:00+00:00,2020-02-15 06:03:00+00:00,25.731,25.7361462,25.554003342857143,25.54889254218857,26.984760707813916,0.1821428571428572,-5.052995147704269,0.3472418733741572,0.3447153758003051,0.6919572491744623,0.0,unavailable,-5.744952396878732,-0.005844208785402587,983.0162829275072,977.2713305306285,-1.1811948235294094,0.8995894901960662,15.2,atr_stop
S3_EXIT_WINDOW_IDLE_MR1,BNBUSDT,long,both,fixed_risk_0_5pct,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2020-02-19T21:45:00+00:00,2020-02-19 21:45:00+00:00,2020-02-19 21:45:00+00:00,2020-02-19 21:46:00+00:00,22.983,22.9875966,22.767739457142856,22.763185909251426,22.225143969182536,0.21985714285714333,-4.9875599101107495,0.2554513219702455,0.2529575420151901,0.5084088639854356,0.0,unavailable,-5.495968774096186,-0.005623790039059104,977.2713305306285,971.7753617565322,-2.372434178037674,0.0,0.06666666666666667,atr_stop
S3_EXIT_WINDOW_IDLE_MR1,BNBUSDT,long,both,fixed_risk_0_5pct,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2020-02-19T22:00:00+00:00,2020-02-19 22:00:00+00:00,2020-02-19 22:00:00+00:00,2020-02-19 22:04:00+00:00,22.584,22.5885168,22.258731085714285,22.254279339497142,14.733436283941334,0.32978571428571485,-4.924466328025229,0.16640323651076921,0.1639410033467566,0.3303442398575258,0.0,unavailable,-5.254810567882755,-0.005407433419987541,971.7753617565322,966.5205511886495,-1.1235077322936986,0.04088473034437238,0.26666666666666666,atr_stop
S3_EXIT_WINDOW_IDLE_MR1,BNBUSDT,long,both,fixed_risk_0_5pct,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2020-02-19T22:15:00+00:00,2020-02-19 22:15:00+00:00,2020-02-19 22:15:00+00:00,2020-02-19 22:31:00+00:00,22.556,22.5605112,22.856,22.8514288,13.681787377796839,0.35321428571428626,3.980272747658953,0.1543340586864021,0.1563241950602316,0.3106582537466337,0.0,unavailable,3.669614493912319,0.0037967268149646087,966.5205511886495,970.1901656825618,-0.31287296258847525,0.8478954903943295,1.0666666666666667,mean_exit
S3_EXIT_WINDOW_IDLE_MR1,BNBUSDT,long,both,fixed_risk_0_5pct,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2020-02-19T22:45:00+00:00,2020-02-19 22:45:00+00:00,2020-02-19 22:45:00+00:00,2020-02-19 23:49:00+00:00,22.611,22.6155222,22.229236485714285,22.224790638417144,12.557934836867467,0.3862857142857146,-4.906781489064989,0.1420021270446648,0.13954873630013231,0.2815508633447971,0.0,unavailable,-5.188332352409787,-0.005347747829168747,970.1901656825618,965.001833330152,-1.2827867603550263,0.3507191568047356,4.266666666666667,atr_stop
S3_EXIT_WINDOW_IDLE_MR1,BNBUSDT,long,both,fixed_risk_0_5pct,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2020-02-20T00:00:00+00:00,2020-02-20 00:00:00+00:00,2020-02-20 00:00:00+00:00,2020-02-20 02:20:00+00:00,22.362,22.3664724,21.93690097142857,21.932513591234287,11.232146380630288,0.42957142857142905,-4.874288863220431,0.1256117460075636,0.1231746015759534,0.24878634758351703,0.0,unavailable,-5.123075210803948,-0.005308876142882116,965.001833330152,959.878758119348,-1.1184924509477876,0.8299611572996302,9.333333333333334,atr_stop
S3_EXIT_WINDOW_IDLE_MR1,BNBUSDT,long,both,fixed_risk_0_5pct,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2020-02-24T06:30:00+00:00,2020-02-24 06:30:00+00:00,2020-02-24 06:30:00+00:00,2020-02-24 07:16:00+00:00,22.445,22.449489,22.339989,22.3355210022,42.75726534886153,0.10950000000000035,-4.8729599232130525,0.47993937905967404,0.47750289909806753,0.9574422781577416,0.0,unavailable,-5.830402201370794,-0.006074102746886563,959.878758119348,954.0483559179772,-1.2190776255707771,1.4475890410958943,3.066666666666667,atr_stop
S3_EXIT_WINDOW_IDLE_MR1,BNBUSDT,long,both,fixed_risk_0_5pct,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2020-03-01T01:15:00+00:00,2020-03-01 01:15:00+00:00,2020-03-01 01:15:00+00:00,2020-03-01 01:39:00+00:00,19.201,19.2048402,19.49496518175051,19.491066188714157,29.867345668272986,0.15971428571428575,8.548810544168948,0.28679880037867245,0.2910732056507569,0.5778720060294293,0.0,unavailable,7.970938538139518,0.00835485799927819,954.0483559179772,962.0192944561168,-0.3057973166368622,1.8793547406082156,1.6,mean_exit
S3_EXIT_WINDOW_IDLE_MR1,BNBUSDT,long,both,fixed_risk_0_5pct,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2020-03-03T16:45:00+00:00,2020-03-03 16:45:00+00:00,2020-03-03 16:45:00+00:00,2020-03-03 20:45:00+00:00,19.363,19.3668726,19.405,19.401119,30.402415626152727,0.15821428571428545,1.0411732864994974,0.2943998550819746,0.2949204417252243,0.5893202968071989,0.0,unavailable,0.4518529896922984,0.0004696922320541982,962.0192944561168,962.471147445809,-0.2330548081264208,1.0816178781038244,16.0,time_stop
S3_EXIT_WINDOW_IDLE_MR1,BNBUSDT,long,both,fixed_risk_0_5pct,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2020-03-22T12:15:00+00:00,2020-03-22 12:15:00+00:00,2020-03-22 12:15:00+00:00,2020-03-22 12:18:00+00:00,11.682,11.6843364,11.533979257142857,11.531672461291429,32.00616642337615,0.1503571428571425,-4.8861874291546155,0.18698540768255587,0.18454231396797857,0.37152772165053444,0.0,unavailable,-5.25771515080515,-0.005462724949997715,962.471147445809,957.2134322950039,-1.0397670308788547,0.33030422802851306,0.2,atr_stop
S3_EXIT_WINDOW_IDLE_MR1,BNBUSDT,long,both,fixed_risk_0_5pct,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_long_2020-03-22T12:30:00+00:00,2020-03-22 12:30:00+00:00,2020-03-22 12:30:00+00:00,2020-03-22 15:33:00+00:00,11.73,11.732346,11.57591742857143,11.573602245085715,30.59586313271708,0.15642857142857114,-4.856902198531054,0.17948062622084035,0.17705217512157484,0.35653280134241516,0.0,unavailable,-5.213434999873469,-0.0054464707911315,957.2134322950039,951.9999972951305,-1.3958191780821994,1.519249315068502,12.2,atr_stop
