factor,horizon,group_type,group_value,event_count,sample_sufficient,q5_minus_q1,direction_consistency,monotonicity_violations,same_direction_as_full,candidate_status,status_note
ret_12h,4,quarter_group,2025Q1,99,True,0.004176859642950503,0.75,1.0,True,candidate_for_validation,ok
ret_12h,4,quarter_group,2025Q2,145,True,0.012502020243185967,0.75,1.0,True,candidate_for_validation,ok
ret_12h,4,quarter_group,2025Q3,169,True,0.0010062045837415223,0.75,1.0,True,candidate_for_validation,ok
ret_12h,4,quarter_group,2025Q4,105,True,0.0017979655033750867,0.5,2.0,True,weak_candidate,ok
ret_12h,4,quarter_group,2026Q1,106,True,0.006391285727110169,1.0,0.0,True,candidate_for_validation,ok
ret_12h,4,quarter_group,2026Q2,85,True,0.010165169853086516,1.0,0.0,True,candidate_for_validation,ok
ret_12h,4,trend_regime,unavailable,1278,True,0.005915635247571627,1.0,0.0,True,candidate_for_validation,ok
ret_12h,4,volatility_regime,unavailable,1278,True,0.005915635247571627,1.0,0.0,True,candidate_for_validation,ok
ret_12h,8,year_group,2024,569,True,0.005169838341670764,0.75,1.0,True,candidate_for_validation,ok
ret_12h,8,year_group,2025,518,True,0.005524180213499537,0.75,1.0,True,candidate_for_validation,ok
ret_12h,8,year_group,2026,191,True,0.005328110988221687,0.5,2.0,True,weak_candidate,ok
ret_12h,8,quarter_group,2024Q1,197,True,0.000795688072795217,0.5,2.0,True,weak_candidate,ok
ret_12h,8,quarter_group,2024Q2,103,True,0.015143661995685377,0.75,1.0,True,candidate_for_validation,ok
ret_12h,8,quarter_group,2024Q3,105,True,0.0011380073292548108,0.5,2.0,True,weak_candidate,ok
ret_12h,8,quarter_group,2024Q4,164,True,0.00663114642236789,0.75,1.0,True,candidate_for_validation,ok
ret_12h,8,quarter_group,2025Q1,99,True,-4.7288521480998505e-05,0.5,2.0,False,weak_candidate,ok
ret_12h,8,quarter_group,2025Q2,145,True,0.01098135770587657,0.75,1.0,True,candidate_for_validation,ok
ret_12h,8,quarter_group,2025Q3,169,True,0.00033727837106598685,0.5,2.0,True,weak_candidate,ok
ret_12h,8,quarter_group,2025Q4,105,True,0.0009030688022708885,0.25,3.0,True,descriptive_only,ok
ret_12h,8,quarter_group,2026Q1,106,True,0.005590915832419974,0.75,1.0,True,candidate_for_validation,ok
ret_12h,8,quarter_group,2026Q2,85,True,0.007330916622552984,0.75,1.0,True,candidate_for_validation,ok
ret_12h,8,trend_regime,unavailable,1278,True,0.005189867716874381,0.75,1.0,True,candidate_for_validation,ok
ret_12h,8,volatility_regime,unavailable,1278,True,0.005189867716874381,0.75,1.0,True,candidate_for_validation,ok
ret_12h,16,year_group,2024,569,True,0.005113126984702024,0.25,3.0,True,descriptive_only,ok
ret_12h,16,year_group,2025,518,True,0.005641432957998249,0.75,1.0,True,candidate_for_validation,ok
ret_12h,16,year_group,2026,191,True,0.004077070951547221,0.75,1.0,True,candidate_for_validation,ok
ret_12h,16,quarter_group,2024Q1,197,True,-0.00020247124315921072,0.25,3.0,False,descriptive_only,ok
ret_12h,16,quarter_group,2024Q2,103,True,0.014611089032041488,0.5,2.0,True,weak_candidate,ok
ret_12h,16,quarter_group,2024Q3,105,True,-0.0012504941393585898,0.75,1.0,False,candidate_for_validation,ok
ret_12h,16,quarter_group,2024Q4,164,True,0.007710943567523585,1.0,0.0,True,candidate_for_validation,ok
ret_12h,16,quarter_group,2025Q1,99,True,-0.0018267434592731946,0.5,2.0,False,weak_candidate,ok
ret_12h,16,quarter_group,2025Q2,145,True,0.015578109564256464,0.75,1.0,True,candidate_for_validation,ok
ret_12h,16,quarter_group,2025Q3,169,True,0.0015697287879241455,0.5,2.0,True,weak_candidate,ok
ret_12h,16,quarter_group,2025Q4,105,True,-0.004919765841838534,0.75,1.0,False,candidate_for_validation,ok
ret_12h,16,quarter_group,2026Q1,106,True,0.0036416301050935422,0.75,1.0,True,candidate_for_validation,ok
ret_12h,16,quarter_group,2026Q2,85,True,0.0065741006454230625,0.5,2.0,True,weak_candidate,ok
ret_12h,16,trend_regime,unavailable,1278,True,0.00462905991112296,0.5,2.0,True,weak_candidate,ok
ret_12h,16,volatility_regime,unavailable,1278,True,0.00462905991112296,0.5,2.0,True,weak_candidate,ok
ret_12h,32,year_group,2024,569,True,0.003899969842067529,0.5,2.0,True,weak_candidate,ok
ret_12h,32,year_group,2025,518,True,0.004910251433714409,0.75,1.0,True,candidate_for_validation,ok
ret_12h,32,year_group,2026,191,True,0.0027536597946558284,0.5,2.0,True,weak_candidate,ok
ret_12h,32,quarter_group,2024Q1,197,True,-2.2107041542820775e-05,0.75,1.0,False,candidate_for_validation,ok
ret_12h,32,quarter_group,2024Q2,103,True,0.013411839733474838,0.5,2.0,True,weak_candidate,ok
ret_12h,32,quarter_group,2024Q3,105,True,-0.003746970813940397,0.75,1.0,False,candidate_for_validation,ok
ret_12h,32,quarter_group,2024Q4,164,True,0.007401134356571364,0.75,1.0,True,candidate_for_validation,ok
ret_12h,32,quarter_group,2025Q1,99,True,-0.010486637472665239,0.5,2.0,False,weak_candidate,ok
ret_12h,32,quarter_group,2025Q2,145,True,0.02656151061763524,0.75,1.0,True,candidate_for_validation,ok
ret_12h,32,quarter_group,2025Q3,169,True,-0.003101969678117626,0.75,1.0,False,candidate_for_validation,ok
ret_12h,32,quarter_group,2025Q4,105,True,-0.005594924402413662,0.75,1.0,False,candidate_for_validation,ok
ret_12h,32,quarter_group,2026Q1,106,True,0.005212777892673852,0.5,2.0,True,weak_candidate,ok
ret_12h,32,quarter_group,2026Q2,85,True,0.0036490459072437385,0.5,2.0,True,weak_candidate,ok
ret_12h,32,trend_regime,unavailable,1278,True,0.004249074784076379,0.75,1.0,True,candidate_for_validation,ok
ret_12h,32,volatility_regime,unavailable,1278,True,0.004249074784076379,0.75,1.0,True,candidate_for_validation,ok
ret_24h,1,year_group,2024,569,True,0.0036697120201840986,0.75,1.0,True,candidate_for_validation,ok
ret_24h,1,year_group,2025,518,True,0.005068041987311259,0.75,1.0,True,candidate_for_validation,ok
ret_24h,1,year_group,2026,191,True,0.005963610758775385,1.0,0.0,True,candidate_for_validation,ok
ret_24h,1,quarter_group,2024Q1,197,True,0.0030517450868382066,0.75,1.0,True,candidate_for_validation,ok
ret_24h,1,quarter_group,2024Q2,103,True,0.007093564359125083,0.5,2.0,True,weak_candidate,ok
ret_24h,1,quarter_group,2024Q3,105,True,0.0029809812063341283,0.75,1.0,True,candidate_for_validation,ok
ret_24h,1,quarter_group,2024Q4,164,True,0.0007851163637353697,0.5,2.0,True,weak_candidate,ok
ret_24h,1,quarter_group,2025Q1,99,True,0.006701185379212699,1.0,0.0,True,candidate_for_validation,ok
ret_24h,1,quarter_group,2025Q2,145,True,0.008466917116594074,0.5,2.0,True,weak_candidate,ok
ret_24h,1,quarter_group,2025Q3,169,True,0.00499900990354814,1.0,0.0,True,candidate_for_validation,ok
ret_24h,1,quarter_group,2025Q4,105,True,0.0012658621112097037,0.5,2.0,True,weak_candidate,ok
ret_24h,1,quarter_group,2026Q1,106,True,0.005333431705211874,1.0,0.0,True,candidate_for_validation,ok
ret_24h,1,quarter_group,2026Q2,85,True,0.008178028289855914,1.0,0.0,True,candidate_for_validation,ok
ret_24h,1,trend_regime,unavailable,1278,True,0.004603989540703763,1.0,0.0,True,candidate_for_validation,ok
ret_24h,1,volatility_regime,unavailable,1278,True,0.004603989540703763,1.0,0.0,True,candidate_for_validation,ok
ret_24h,4,year_group,2024,569,True,0.0028778080826270614,1.0,0.0,True,candidate_for_validation,ok
ret_24h,4,year_group,2025,518,True,0.005465078749663391,1.0,0.0,True,candidate_for_validation,ok
ret_24h,4,year_group,2026,191,True,0.007858822078595087,0.75,1.0,True,candidate_for_validation,ok
ret_24h,4,quarter_group,2024Q1,197,True,-0.0012153881284672104,0.5,2.0,False,weak_candidate,ok
ret_24h,4,quarter_group,2024Q2,103,True,0.009507614926079438,0.75,1.0,True,candidate_for_validation,ok
ret_24h,4,quarter_group,2024Q3,105,True,0.0039004081841526625,0.75,1.0,True,candidate_for_validation,ok
ret_24h,4,quarter_group,2024Q4,164,True,0.00011127572301023077,0.75,1.0,True,candidate_for_validation,ok
ret_24h,4,quarter_group,2025Q1,99,True,0.004865353931710703,0.75,1.0,True,candidate_for_validation,ok
ret_24h,4,quarter_group,2025Q2,145,True,0.011857791032417348,0.5,2.0,True,weak_candidate,ok
ret_24h,4,quarter_group,2025Q3,169,True,0.0030573080439644205,0.75,1.0,True,candidate_for_validation,ok
ret_24h,4,quarter_group,2025Q4,105,True,0.005401938889044854,0.5,2.0,True,weak_candidate,ok
ret_24h,4,quarter_group,2026Q1,106,True,0.008677819856764744,0.75,1.0,True,candidate_for_validation,ok
ret_24h,4,quarter_group,2026Q2,85,True,0.008739851431892022,0.75,1.0,True,candidate_for_validation,ok
ret_24h,4,trend_regime,unavailable,1278,True,0.004848610042667937,0.75,1.0,True,candidate_for_validation,ok
ret_24h,4,volatility_regime,unavailable,1278,True,0.004848610042667937,0.75,1.0,True,candidate_for_validation,ok
ret_24h,8,year_group,2024,569,True,0.0034872981789499675,0.5,2.0,True,weak_candidate,ok
ret_24h,8,year_group,2025,518,True,0.003212407000311758,0.75,1.0,True,candidate_for_validation,ok
ret_24h,8,year_group,2026,191,True,0.005706815205642677,0.75,1.0,True,candidate_for_validation,ok
ret_24h,8,quarter_group,2024Q1,197,True,-0.00031593237659466354,0.25,3.0,False,descriptive_only,ok
ret_24h,8,quarter_group,2024Q2,103,True,0.011968825073484565,0.75,1.0,True,candidate_for_validation,ok
ret_24h,8,quarter_group,2024Q3,105,True,0.004955083907886147,0.5,2.0,True,weak_candidate,ok
ret_24h,8,quarter_group,2024Q4,164,True,-0.0008553224580406292,0.75,1.0,False,candidate_for_validation,ok
ret_24h,8,quarter_group,2025Q1,99,True,0.0004292441534344601,0.75,1.0,True,candidate_for_validation,ok
ret_24h,8,quarter_group,2025Q2,145,True,0.009094836861393214,0.5,2.0,True,weak_candidate,ok
ret_24h,8,quarter_group,2025Q3,169,True,0.0032602154086226465,0.75,1.0,True,candidate_for_validation,ok
ret_24h,8,quarter_group,2025Q4,105,True,0.003468428201770613,0.5,2.0,True,weak_candidate,ok
ret_24h,8,quarter_group,2026Q1,106,True,0.0070180051513175235,0.5,2.0,True,weak_candidate,ok
ret_24h,8,quarter_group,2026Q2,85,True,0.005862000015891734,0.75,1.0,True,candidate_for_validation,ok
ret_24h,8,trend_regime,unavailable,1278,True,0.0036926946602230913,0.75,1.0,True,candidate_for_validation,ok
ret_24h,8,volatility_regime,unavailable,1278,True,0.0036926946602230913,0.75,1.0,True,candidate_for_validation,ok
ret_24h,16,year_group,2024,569,True,0.00506387433790138,0.5,2.0,True,weak_candidate,ok
ret_24h,16,year_group,2025,518,True,0.0038146900847264775,0.75,1.0,True,candidate_for_validation,ok
ret_24h,16,year_group,2026,191,True,0.007826792518213173,0.5,2.0,True,weak_candidate,ok
ret_24h,16,quarter_group,2024Q1,197,True,-0.003519470043128361,0.75,1.0,False,candidate_for_validation,ok
ret_24h,16,quarter_group,2024Q2,103,True,0.01600901842429078,0.5,2.0,True,weak_candidate,ok
ret_24h,16,quarter_group,2024Q3,105,True,0.0033129693200563137,0.5,2.0,True,weak_candidate,ok
ret_24h,16,quarter_group,2024Q4,164,True,0.0066100605077894,0.75,1.0,True,candidate_for_validation,ok
ret_24h,16,quarter_group,2025Q1,99,True,0.003573949571213381,0.5,2.0,True,weak_candidate,ok
ret_24h,16,quarter_group,2025Q2,145,True,0.010166253341744657,0.5,2.0,True,weak_candidate,ok
ret_24h,16,quarter_group,2025Q3,169,True,0.005225452672716738,0.75,1.0,True,candidate_for_validation,ok
ret_24h,16,quarter_group,2025Q4,105,True,-0.0007027220339303336,0.5,2.0,False,weak_candidate,ok
ret_24h,16,quarter_group,2026Q1,106,True,0.010513512809076982,0.5,2.0,True,weak_candidate,ok
ret_24h,16,quarter_group,2026Q2,85,True,0.005816088324089523,0.5,2.0,True,weak_candidate,ok
ret_24h,16,trend_regime,unavailable,1278,True,0.00507094578897676,0.75,1.0,True,candidate_for_validation,ok
ret_24h,16,volatility_regime,unavailable,1278,True,0.00507094578897676,0.75,1.0,True,candidate_for_validation,ok
ret_24h,32,year_group,2024,569,True,0.006301900369856299,0.5,2.0,True,weak_candidate,ok
ret_24h,32,year_group,2025,518,True,0.004552041396365405,0.75,1.0,True,candidate_for_validation,ok
ret_24h,32,year_group,2026,191,True,0.005885006877935404,0.75,1.0,True,candidate_for_validation,ok
ret_24h,32,quarter_group,2024Q1,197,True,-0.0025261332877566725,0.5,2.0,False,weak_candidate,ok
ret_24h,32,quarter_group,2024Q2,103,True,0.008277644393482152,0.5,2.0,True,weak_candidate,ok
ret_24h,32,quarter_group,2024Q3,105,True,0.002748310275914262,0.25,3.0,True,descriptive_only,ok
ret_24h,32,quarter_group,2024Q4,164,True,0.009384614334448297,0.75,1.0,True,candidate_for_validation,ok
ret_24h,32,quarter_group,2025Q1,99,True,-0.007793269403296204,0.5,2.0,False,weak_candidate,ok
ret_24h,32,quarter_group,2025Q2,145,True,0.01341709844866334,0.5,2.0,True,weak_candidate,ok
ret_24h,32,quarter_group,2025Q3,169,True,0.0029508376806724112,0.75,1.0,True,candidate_for_validation,ok
ret_24h,32,quarter_group,2025Q4,105,True,9.689076735696104e-05,0.5,2.0,True,weak_candidate,ok
ret_24h,32,quarter_group,2026Q1,106,True,0.006383610430166589,0.5,2.0,True,weak_candidate,ok
ret_24h,32,quarter_group,2026Q2,85,True,0.0017279281778194034,0.5,2.0,True,weak_candidate,ok
ret_24h,32,trend_regime,unavailable,1278,True,0.005031309367625057,0.5,2.0,True,weak_candidate,ok
ret_24h,32,volatility_regime,unavailable,1278,True,0.005031309367625057,0.5,2.0,True,weak_candidate,ok
breakout_distance_atr,1,year_group,2024,569,True,0.007905890654024202,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,1,year_group,2025,518,True,0.009096571021860515,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,1,year_group,2026,191,True,0.008236581848053287,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,1,quarter_group,2024Q1,197,True,0.006731660295863914,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,1,quarter_group,2024Q2,103,True,0.010563148405073126,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,1,quarter_group,2024Q3,105,True,0.0048122979627890205,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,1,quarter_group,2024Q4,164,True,0.011011018161601847,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,1,quarter_group,2025Q1,99,True,0.011562159164436203,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,1,quarter_group,2025Q2,145,True,0.008826068300166029,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,1,quarter_group,2025Q3,169,True,0.008450652097812667,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,1,quarter_group,2025Q4,105,True,0.008415471703887853,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,1,quarter_group,2026Q1,106,True,0.0052276032852200385,0.5,2.0,True,weak_candidate,ok
breakout_distance_atr,1,quarter_group,2026Q2,85,True,0.011525415189594247,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,1,trend_regime,unavailable,1278,True,0.008443222013330854,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,1,volatility_regime,unavailable,1278,True,0.008443222013330854,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,4,year_group,2024,569,True,0.006982123773213852,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,4,year_group,2025,518,True,0.010767872370971727,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,4,year_group,2026,191,True,0.010845259043082683,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,4,quarter_group,2024Q1,197,True,0.002594059320580694,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,4,quarter_group,2024Q2,103,True,0.010584482444870678,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,4,quarter_group,2024Q3,105,True,0.005401068329923793,0.5,2.0,True,weak_candidate,ok
breakout_distance_atr,4,quarter_group,2024Q4,164,True,0.010761709240393267,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,4,quarter_group,2025Q1,99,True,0.013643337030668907,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,4,quarter_group,2025Q2,145,True,0.008365050393169666,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,4,quarter_group,2025Q3,169,True,0.010506852374981224,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,4,quarter_group,2025Q4,105,True,0.013081376653602862,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,4,quarter_group,2026Q1,106,True,0.008132020353623582,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,4,quarter_group,2026Q2,85,True,0.01424932479092071,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,4,trend_regime,unavailable,1278,True,0.00880655030066153,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,4,volatility_regime,unavailable,1278,True,0.00880655030066153,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,8,year_group,2024,569,True,0.007976366175611036,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,8,year_group,2025,518,True,0.011148930842564842,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,8,year_group,2026,191,True,0.0110042245475808,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,8,quarter_group,2024Q1,197,True,0.004608319231192124,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,8,quarter_group,2024Q2,103,True,0.013649063597819668,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,8,quarter_group,2024Q3,105,True,0.004301983699915989,0.5,2.0,True,weak_candidate,ok
breakout_distance_atr,8,quarter_group,2024Q4,164,True,0.010612875231072356,0.5,2.0,True,weak_candidate,ok
breakout_distance_atr,8,quarter_group,2025Q1,99,True,0.011251303837392285,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,8,quarter_group,2025Q2,145,True,0.007727831327972237,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,8,quarter_group,2025Q3,169,True,0.012405445170232392,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,8,quarter_group,2025Q4,105,True,0.014582990931773187,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,8,quarter_group,2026Q1,106,True,0.007173385992909513,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,8,quarter_group,2026Q2,85,True,0.014736428977385984,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,8,trend_regime,unavailable,1278,True,0.009434042400606198,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,8,volatility_regime,unavailable,1278,True,0.009434042400606198,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,16,year_group,2024,569,True,0.00934213644418971,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,16,year_group,2025,518,True,0.010188847012146817,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,16,year_group,2026,191,True,0.011998784207910564,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,16,quarter_group,2024Q1,197,True,0.0034595639296942206,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,16,quarter_group,2024Q2,103,True,0.018728087840603615,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,16,quarter_group,2024Q3,105,True,0.006911712499818706,0.5,2.0,True,weak_candidate,ok
breakout_distance_atr,16,quarter_group,2024Q4,164,True,0.013224087411681868,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,16,quarter_group,2025Q1,99,True,0.007032901549475267,0.5,2.0,True,weak_candidate,ok
breakout_distance_atr,16,quarter_group,2025Q2,145,True,0.009869878478542773,0.5,2.0,True,weak_candidate,ok
breakout_distance_atr,16,quarter_group,2025Q3,169,True,0.01167050762301132,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,16,quarter_group,2025Q4,105,True,0.01423068764372158,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,16,quarter_group,2026Q1,106,True,0.006002760945451879,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,16,quarter_group,2026Q2,85,True,0.01957132094090867,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,16,trend_regime,unavailable,1278,True,0.00945663341135729,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,16,volatility_regime,unavailable,1278,True,0.00945663341135729,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,32,year_group,2024,569,True,0.0105923751193091,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,32,year_group,2025,518,True,0.010843884202861502,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,32,year_group,2026,191,True,0.01066644978483483,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,32,quarter_group,2024Q1,197,True,0.007746912590430419,0.5,2.0,True,weak_candidate,ok
breakout_distance_atr,32,quarter_group,2024Q2,103,True,0.018718400262774434,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,32,quarter_group,2024Q3,105,True,0.007266014128917311,0.5,2.0,True,weak_candidate,ok
breakout_distance_atr,32,quarter_group,2024Q4,164,True,0.012285121437718195,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,32,quarter_group,2025Q1,99,True,0.009069725627330771,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,32,quarter_group,2025Q2,145,True,0.012608210815622854,0.5,2.0,True,weak_candidate,ok
breakout_distance_atr,32,quarter_group,2025Q3,169,True,0.011491423684264788,0.5,2.0,True,weak_candidate,ok
breakout_distance_atr,32,quarter_group,2025Q4,105,True,0.014654724726509666,0.5,2.0,True,weak_candidate,ok
breakout_distance_atr,32,quarter_group,2026Q1,106,True,0.004165630452607195,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,32,quarter_group,2026Q2,85,True,0.019010046443043396,1.0,0.0,True,candidate_for_validation,ok
breakout_distance_atr,32,trend_regime,unavailable,1278,True,0.010333911432145597,0.75,1.0,True,candidate_for_validation,ok
breakout_distance_atr,32,volatility_regime,unavailable,1278,True,0.010333911432145597,0.75,1.0,True,candidate_for_validation,ok
atr_pct,1,year_group,2024,569,True,0.003976755164710618,0.75,1.0,True,candidate_for_validation,ok
atr_pct,1,year_group,2025,518,True,0.006827540262328971,0.75,1.0,True,candidate_for_validation,ok
atr_pct,1,year_group,2026,191,True,0.007224420049902007,1.0,0.0,True,candidate_for_validation,ok
atr_pct,1,quarter_group,2024Q1,197,True,0.003236170686374701,0.75,1.0,True,candidate_for_validation,ok
atr_pct,1,quarter_group,2024Q2,103,True,0.0051546878820568414,0.5,2.0,True,weak_candidate,ok
atr_pct,1,quarter_group,2024Q3,105,True,0.0018649144247466507,0.75,1.0,True,candidate_for_validation,ok
atr_pct,1,quarter_group,2024Q4,164,True,0.005318620914965273,0.75,1.0,True,candidate_for_validation,ok
atr_pct,1,quarter_group,2025Q1,99,True,0.006705651926904932,0.75,1.0,True,candidate_for_validation,ok
atr_pct,1,quarter_group,2025Q2,145,True,0.006321416427091271,0.75,1.0,True,candidate_for_validation,ok
atr_pct,1,quarter_group,2025Q3,169,True,0.0055645563809000554,1.0,0.0,True,candidate_for_validation,ok
atr_pct,1,quarter_group,2025Q4,105,True,0.008513716358173856,0.75,1.0,True,candidate_for_validation,ok
atr_pct,1,quarter_group,2026Q1,106,True,0.00532116142344396,0.75,1.0,True,candidate_for_validation,ok
atr_pct,1,quarter_group,2026Q2,85,True,0.008090545016071348,1.0,0.0,True,candidate_for_validation,ok
atr_pct,1,trend_regime,unavailable,1278,True,0.005897710979957825,0.75,1.0,True,candidate_for_validation,ok
atr_pct,1,volatility_regime,unavailable,1278,True,0.005897710979957825,0.75,1.0,True,candidate_for_validation,ok
atr_pct,4,year_group,2024,569,True,0.003708861006536587,0.5,2.0,True,weak_candidate,ok
atr_pct,4,year_group,2025,518,True,0.008625612639141234,0.5,2.0,True,weak_candidate,ok
atr_pct,4,year_group,2026,191,True,0.009721696893843121,1.0,0.0,True,candidate_for_validation,ok
atr_pct,4,quarter_group,2024Q1,197,True,-0.0004856070542374881,0.5,2.0,False,weak_candidate,ok
atr_pct,4,quarter_group,2024Q2,103,True,0.009100864380107345,0.75,1.0,True,candidate_for_validation,ok
atr_pct,4,quarter_group,2024Q3,105,True,0.002173270176262375,0.5,2.0,True,weak_candidate,ok
atr_pct,4,quarter_group,2024Q4,164,True,0.00534679485818162,0.75,1.0,True,candidate_for_validation,ok
atr_pct,4,quarter_group,2025Q1,99,True,0.0036137213836887946,0.75,1.0,True,candidate_for_validation,ok
atr_pct,4,quarter_group,2025Q2,145,True,0.006228809240876111,1.0,0.0,True,candidate_for_validation,ok
atr_pct,4,quarter_group,2025Q3,169,True,0.004571800123473906,1.0,0.0,True,candidate_for_validation,ok
atr_pct,4,quarter_group,2025Q4,105,True,0.014839973661169202,0.75,1.0,True,candidate_for_validation,ok
atr_pct,4,quarter_group,2026Q1,106,True,0.0076264668113963825,1.0,0.0,True,candidate_for_validation,ok
atr_pct,4,quarter_group,2026Q2,85,True,0.011737751036096101,1.0,0.0,True,candidate_for_validation,ok
atr_pct,4,trend_regime,unavailable,1278,True,0.006936925800898596,0.75,1.0,True,candidate_for_validation,ok
atr_pct,4,volatility_regime,unavailable,1278,True,0.006936925800898596,0.75,1.0,True,candidate_for_validation,ok
atr_pct,8,year_group,2024,569,True,0.0032758499541961374,0.75,1.0,True,candidate_for_validation,ok
atr_pct,8,year_group,2025,518,True,0.007989986636994175,0.5,2.0,True,weak_candidate,ok
atr_pct,8,year_group,2026,191,True,0.006573131442360393,1.0,0.0,True,candidate_for_validation,ok
atr_pct,8,quarter_group,2024Q1,197,True,-0.002271798013956433,0.75,1.0,False,candidate_for_validation,ok
atr_pct,8,quarter_group,2024Q2,103,True,0.010963046268360793,0.5,2.0,True,weak_candidate,ok
atr_pct,8,quarter_group,2024Q3,105,True,0.003052863356006693,0.5,2.0,True,weak_candidate,ok
atr_pct,8,quarter_group,2024Q4,164,True,0.004673467569196046,0.75,1.0,True,candidate_for_validation,ok
atr_pct,8,quarter_group,2025Q1,99,True,0.0004763305065284386,0.5,2.0,True,weak_candidate,ok
atr_pct,8,quarter_group,2025Q2,145,True,0.006114132697502831,0.75,1.0,True,candidate_for_validation,ok
atr_pct,8,quarter_group,2025Q3,169,True,0.005304464557664916,0.5,2.0,True,weak_candidate,ok
atr_pct,8,quarter_group,2025Q4,105,True,0.014821967842589781,0.75,1.0,True,candidate_for_validation,ok
atr_pct,8,quarter_group,2026Q1,106,True,0.0039011795203373113,0.5,2.0,True,weak_candidate,ok
atr_pct,8,quarter_group,2026Q2,85,True,0.008855907065727215,0.75,1.0,True,candidate_for_validation,ok
atr_pct,8,trend_regime,unavailable,1278,True,0.0058174667590795495,0.75,1.0,True,candidate_for_validation,ok
atr_pct,8,volatility_regime,unavailable,1278,True,0.0058174667590795495,0.75,1.0,True,candidate_for_validation,ok
atr_pct,16,year_group,2024,569,True,0.006436336709496469,0.5,2.0,True,weak_candidate,ok
atr_pct,16,year_group,2025,518,True,0.010138482392465087,0.5,2.0,True,weak_candidate,ok
atr_pct,16,year_group,2026,191,True,0.006797390872676234,0.75,1.0,True,candidate_for_validation,ok
atr_pct,16,quarter_group,2024Q1,197,True,-0.0008089225730469026,0.75,1.0,False,candidate_for_validation,ok
atr_pct,16,quarter_group,2024Q2,103,True,0.01350156460007801,0.5,2.0,True,weak_candidate,ok
