symbol,prototype,trade_id,entry_time,base_leverage,final_leverage,atr_pct,atr_pct_rank,equity_drawdown_before_entry,recent_3_loss_count,reason
ETHUSDT,P4_BREAKOUT_TOP20,1,2024-01-01 15:31:00+00:00,10.0,20.0,0.0025616991033591253,0.07042253521126761,0.0,0,all_raise_conditions_met
ETHUSDT,P4_BREAKOUT_TOP20,2,2024-01-08 17:46:00+00:00,10.0,20.0,0.005047718137846859,0.5524256651017214,0.0,0,all_raise_conditions_met
ETHUSDT,P4_BREAKOUT_TOP20,3,2024-01-10 09:16:00+00:00,10.0,10.0,0.005423716187133723,0.6306729264475743,0.0,0,default_10x
ETHUSDT,P4_BREAKOUT_TOP20,4,2024-01-10 23:01:00+00:00,10.0,6.0,0.014366337774023895,0.9929577464788732,0.17705054760823702,1,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,5,2024-01-12 11:16:00+00:00,10.0,6.0,0.005421495944212066,0.6283255086071987,0.11843242177298441,1,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,6,2024-01-16 15:16:00+00:00,10.0,6.0,0.005865841310212491,0.702660406885759,0.13093037460781598,2,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,7,2024-01-28 01:16:00+00:00,10.0,10.0,0.0024241094671209446,0.05555555555555555,0.05787818451518845,1,default_10x
ETHUSDT,P4_BREAKOUT_TOP20,8,2024-02-06 16:16:00+00:00,10.0,10.0,0.004404852757689208,0.3951486697965571,0.06572390284994878,2,default_10x
ETHUSDT,P4_BREAKOUT_TOP20,9,2024-02-08 15:16:00+00:00,10.0,20.0,0.004072250525573672,0.32316118935837246,0.0,1,all_raise_conditions_met
ETHUSDT,P4_BREAKOUT_TOP20,10,2024-02-09 08:46:00+00:00,10.0,6.0,0.0024650244713270075,0.06025039123630673,0.1608991110567023,2,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,11,2024-02-11 03:46:00+00:00,10.0,6.0,0.0027305406950857763,0.08685446009389672,0.10703541231012825,1,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,12,2024-02-12 15:31:00+00:00,10.0,6.0,0.003994350766741664,0.30985915492957744,0.11827487925771785,2,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,13,2024-02-14 08:46:00+00:00,10.0,20.0,0.003841513127433071,0.2699530516431925,0.0,1,all_raise_conditions_met
ETHUSDT,P4_BREAKOUT_TOP20,14,2024-02-18 18:46:00+00:00,10.0,20.0,0.0037575164178863707,0.2535211267605634,0.0,1,all_raise_conditions_met
ETHUSDT,P4_BREAKOUT_TOP20,15,2024-02-20 13:31:00+00:00,10.0,20.0,0.005196411250057737,0.57981220657277,0.0,0,all_raise_conditions_met
ETHUSDT,P4_BREAKOUT_TOP20,16,2024-02-24 17:31:00+00:00,10.0,3.0,0.0026670659133028567,0.07981220657276995,0.33862746501298313,1,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,17,2024-02-26 15:46:00+00:00,10.0,3.0,0.0050880750509215925,0.5602503912363067,0.2660096124649973,1,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,18,2024-02-28 07:46:00+00:00,10.0,6.0,0.003531862807577083,0.215962441314554,0.19030108798538858,1,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,19,2024-03-01 08:31:00+00:00,10.0,3.0,0.004982011653157736,0.5375586854460094,0.24789488429873174,1,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,20,2024-03-03 04:16:00+00:00,10.0,3.0,0.0023707815313943636,0.04929577464788732,0.23407103651253247,1,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,21,2024-03-04 00:16:00+00:00,10.0,3.0,0.004137858005752921,0.33568075117370894,0.25320263626549744,2,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,22,2024-03-25 04:46:00+00:00,10.0,3.0,0.004042914416625768,0.31690140845070425,0.28397356353444836,2,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,23,2024-03-27 13:01:00+00:00,10.0,6.0,0.004905150026313545,0.5125195618153364,0.19473894275315096,2,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,24,2024-04-04 17:46:00+00:00,10.0,3.0,0.00430854143864617,0.3646322378716745,0.2910734424431115,2,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,25,2024-04-06 22:46:00+00:00,10.0,3.0,0.003011934879140058,0.12832550860719874,0.344774772222164,2,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,26,2024-04-08 07:31:00+00:00,10.0,3.0,0.0029608678956559464,0.12284820031298904,0.33755638424300793,2,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,27,2024-04-20 15:31:00+00:00,10.0,3.0,0.003526215641986606,0.21283255086071987,0.2031260178626879,1,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,28,2024-04-24 04:46:00+00:00,10.0,6.0,0.0040043564742265805,0.310641627543036,0.1526494519963456,0,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,29,2024-04-27 17:31:00+00:00,10.0,6.0,0.004803995057005313,0.48826291079812206,0.19984440603355813,1,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,30,2024-05-03 20:16:00+00:00,10.0,20.0,0.0031032606771160287,0.14162754303599373,0.02204842526751505,1,all_raise_conditions_met
ETHUSDT,P4_BREAKOUT_TOP20,31,2024-05-04 10:46:00+00:00,10.0,20.0,0.003470084235425863,0.20187793427230047,0.0,1,all_raise_conditions_met
ETHUSDT,P4_BREAKOUT_TOP20,32,2024-05-06 08:16:00+00:00,10.0,3.0,0.004592501564969229,0.43661971830985913,0.21906866745560172,1,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,33,2024-05-15 23:31:00+00:00,10.0,3.0,0.002915187777718186,0.11189358372456965,0.2438757264848309,2,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,34,2024-05-17 12:46:00+00:00,10.0,3.0,0.003778511121826084,0.2597809076682316,0.2587876686055939,3,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,35,2024-05-20 19:16:00+00:00,10.0,3.0,0.008742888182444569,0.9428794992175273,0.23996732969246415,2,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,36,2024-05-23 07:31:00+00:00,10.0,20.0,0.004308602159770127,0.365414710485133,0.0,1,all_raise_conditions_met
ETHUSDT,P4_BREAKOUT_TOP20,37,2024-05-26 03:46:00+00:00,10.0,3.0,0.0027502377519868014,0.08841940532081377,0.28471309697242153,1,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,38,2024-06-01 21:31:00+00:00,10.0,6.0,0.0015333607292289328,0.00782472613458529,0.19488670561213084,1,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,39,2024-06-15 12:46:00+00:00,10.0,3.0,0.002909586765729161,0.11032863849765258,0.21842887826055868,2,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,40,2024-06-16 22:01:00+00:00,10.0,3.0,0.0031945914168136206,0.15101721439749607,0.21700688992471573,1,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,41,2024-06-27 12:01:00+00:00,10.0,3.0,0.0035643568475086803,0.2237871674491393,0.23689289573751304,2,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,42,2024-06-30 22:16:00+00:00,10.0,3.0,0.0029034997290617493,0.10954616588419405,0.2171324669891732,1,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,43,2024-07-10 04:16:00+00:00,10.0,6.0,0.005014616821643668,0.543035993740219,0.17878464388333137,1,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,44,2024-07-13 09:16:00+00:00,10.0,6.0,0.0022063833037411266,0.03599374021909233,0.1936992889047099,1,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,45,2024-07-14 21:46:00+00:00,10.0,6.0,0.0028165674237234594,0.09702660406885759,0.12313983007272533,1,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,46,2024-07-20 17:31:00+00:00,10.0,20.0,0.003489813435508568,0.20344287949921752,0.0,1,all_raise_conditions_met
ETHUSDT,P4_BREAKOUT_TOP20,47,2024-07-27 13:01:00+00:00,10.0,10.0,0.0029458458357921134,0.11815336463223787,0.07899608942986747,1,default_10x
ETHUSDT,P4_BREAKOUT_TOP20,48,2024-08-08 22:46:00+00:00,10.0,6.0,0.009563944112804786,0.9679186228482003,0.14607383526937723,2,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,49,2024-08-11 03:16:00+00:00,10.0,6.0,0.00432165876102962,0.3685446009389671,0.17233626869707086,3,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,50,2024-08-14 05:01:00+00:00,10.0,6.0,0.0044429005771448,0.4061032863849765,0.1616956997383765,2,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,51,2024-08-23 05:16:00+00:00,10.0,3.0,0.0027060712561335688,0.08528951486697965,0.22471552856873311,2,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,52,2024-08-23 14:01:00+00:00,10.0,3.0,0.0037661763167411676,0.25586854460093894,0.23036328165715847,2,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,53,2024-08-23 17:46:00+00:00,10.0,3.0,0.006556988732271846,0.7871674491392802,0.25945113573532164,3,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,54,2024-08-24 16:16:00+00:00,10.0,3.0,0.0037580204911761297,0.2543035993740219,0.21884807886724544,2,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,55,2024-09-10 18:31:00+00:00,10.0,3.0,0.0053396655484778946,0.6095461658841941,0.2220519562993919,2,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,56,2024-09-13 15:16:00+00:00,10.0,3.0,0.005410509751146353,0.6251956181533647,0.22305892701760366,2,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,57,2024-09-20 03:46:00+00:00,10.0,6.0,0.004656930830588502,0.44679186228482004,0.18019744511742775,2,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,58,2024-09-21 23:16:00+00:00,10.0,10.0,0.002209648735100921,0.036776212832550864,0.07166197384028561,1,default_10x
ETHUSDT,P4_BREAKOUT_TOP20,59,2024-10-07 00:31:00+00:00,10.0,10.0,0.004610424732243016,0.4381846635367762,0.052680826972673844,0,default_10x
ETHUSDT,P4_BREAKOUT_TOP20,60,2024-10-11 15:01:00+00:00,10.0,20.0,0.004089359737758724,0.325508607198748,0.0,0,all_raise_conditions_met
ETHUSDT,P4_BREAKOUT_TOP20,61,2024-10-14 03:31:00+00:00,10.0,20.0,0.004407259162183105,0.39593114241001565,0.0,0,all_raise_conditions_met
ETHUSDT,P4_BREAKOUT_TOP20,62,2024-10-15 13:46:00+00:00,10.0,10.0,0.0060304348802899775,0.7198748043818466,0.0,0,default_10x
ETHUSDT,P4_BREAKOUT_TOP20,63,2024-10-20 13:46:00+00:00,10.0,3.0,0.0018987450511289633,0.02190923317683881,0.20376830837281945,1,drawdown_gt_20pct
ETHUSDT,P4_BREAKOUT_TOP20,64,2024-10-28 09:46:00+00:00,10.0,6.0,0.004345704854048046,0.3748043818466354,0.14362668402518064,1,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,65,2024-10-28 22:01:00+00:00,10.0,6.0,0.005137553219171652,0.5665101721439749,0.1768032969836597,2,drawdown_gt_10pct
ETHUSDT,P4_BREAKOUT_TOP20,66,2024-10-30 06:01:00+00:00,10.0,10.0,0.003894027932883575,0.28325508607198746,0.06215666621369709,1,default_10x
ETHUSDT,P4_BREAKOUT_TOP20,67,2024-11-06 02:16:00+00:00,10.0,8.0,0.00868280383484643,0.9374021909233177,0.08103222432704205,2,atr_pct_rank_gt_80pct
ETHUSDT,P4_BREAKOUT_TOP20,68,2024-11-08 00:01:00+00:00,10.0,8.0,0.006958899349535331,0.8278560250391236,0.0,1,atr_pct_rank_gt_80pct
ETHUSDT,P4_BREAKOUT_TOP20,69,2024-11-09 05:31:00+00:00,10.0,20.0,0.0041340635611388,0.33411580594679186,0.02365748375670229,2,all_raise_conditions_met
