timestamp,open,high,low,close,volume,abs_close_change_pct
2021-05-19 12:57:00+00:00,27.9,32.876,27.421,32.835,55616.0,0.17709266893708553
2021-05-19 12:58:00+00:00,32.823,33.078,27.22,29.544,49723.0,0.10022841480127909
2021-05-19 14:00:00+00:00,41.251,41.468,36.253,36.913,12363.0,0.10237579943097541
2021-05-20 17:01:00+00:00,45.194,52.216,45.152,50.867,628332.0,0.12490324863442348
2022-11-08 19:34:00+00:00,19.37,23.45,19.23,22.53,792313.0,0.16313887454827047
2022-11-09 18:47:00+00:00,10.197,11.7,10.19,11.488,3446385.0,0.12704797409987245
2022-11-10 03:17:00+00:00,12.989,14.69,12.882,14.61,2284369.0,0.12453817733990147
2022-12-29 22:38:00+00:00,8.78,10.89,8.78,9.85,6569829.0,0.12186788154897488
2023-01-02 07:14:00+00:00,10.028,12.067,10.026,12.065,5076879.0,0.2032512217014062
2025-10-10 21:18:00+00:00,175.02,175.03,153.38,155.16,1094428.8,0.11815856777493605
