timestamp,open,high,low,close,volume,abs_close_change_pct
2020-03-12 10:49:00+00:00,0.02686,0.03066,0.02645,0.03042,3970920.0,0.12708410522415714
2021-05-19 13:15:00+00:00,1.0524,1.2,1.0273,1.1852,2061357.0,0.1262947828565999
2021-05-19 13:19:00+00:00,1.14976,1.3473,1.0853,1.3337,1645748.0,0.1653123634775011
2021-05-19 13:21:00+00:00,1.4397,1.4708,1.0853,1.1714,1742410.0,0.1863582690838369
2021-05-19 13:24:00+00:00,1.2966,1.3473,1.09,1.13,1049133.0,0.12362339072436812
2021-05-19 13:25:00+00:00,1.1407,1.35,1.07,1.3264,1268185.0,0.17380530973451336
2021-05-19 13:57:00+00:00,1.2299,1.4392,1.1794,1.4392,1208554.0,0.16562727788126685
2024-04-12 18:35:00+00:00,0.4934,0.4934,0.4368,0.4396,23660630.0,0.10813552444714958
2025-02-03 02:07:00+00:00,0.5845,0.5862,0.5193,0.5193,37907202.0,0.11124422385760746
2025-10-10 21:16:00+00:00,0.6322,0.6358,0.555,0.557,47872638.0,0.11867088607594933
2025-10-10 21:18:00+00:00,0.5438,0.5446,0.4308,0.4318,50420263.0,0.20551977920883158
2025-10-10 21:19:00+00:00,0.4326,0.459,0.3345,0.3373,51334874.0,0.2188513200555814
2025-10-10 21:20:00+00:00,0.3358,0.3391,0.2753,0.2769,34161458.0,0.17906907797213167
2025-10-10 21:21:00+00:00,0.276,0.3194,0.2743,0.3178,23978189.0,0.14770675334055627
2025-10-10 21:22:00+00:00,0.3179,0.3632,0.3138,0.3571,19123370.0,0.1236626809314032
2025-10-10 21:23:00+00:00,0.3571,0.4022,0.3553,0.3991,24326110.0,0.11761411369364327
