timestamp,open,high,low,close,volume,abs_close_change_pct
2020-03-12 10:47:00+00:00,2.345,2.483,1.996,2.017,496827.16,0.160981697171381
2020-03-12 10:49:00+00:00,1.933,2.589,1.93,2.401,506305.69,0.23826714801444027
2020-03-12 10:51:00+00:00,2.181,2.55,2.03,2.51,210434.24,0.15084823475469955
2020-03-12 23:29:00+00:00,1.855,2.15,1.811,2.041,372874.17,0.11165577342047928
2020-03-13 02:39:00+00:00,2.063,2.352,2.0,2.254,213769.37,0.10273972602739723
2020-08-08 18:51:00+00:00,12.29,14.7,12.148,14.108,2400806.16,0.14829887677030773
2021-05-19 13:36:00+00:00,23.26,23.522,20.728,20.728,60558.18,0.1019064124783361
2021-05-19 13:39:00+00:00,20.598,23.5,19.541,23.5,18269.75,0.1524127108670068
2024-04-12 18:35:00+00:00,15.014,15.016,13.255,13.292,554787.41,0.1134529447075302
2025-10-10 21:18:00+00:00,16.371,16.428,13.587,13.61,1097528.67,0.16788945952555645
2025-10-10 21:19:00+00:00,13.621,13.648,10.619,10.875,1015454.17,0.20095518001469503
2025-10-10 21:20:00+00:00,10.917,10.919,8.695,8.709,713890.95,0.19917241379310346
2025-10-10 21:22:00+00:00,9.213,10.779,9.19,10.551,656655.54,0.14522956691631395
