group,trades,final_balance,return_pct,win_rate,profit_factor,max_drawdown_pct
A,4672,0.0014542033899414587,-99.9999854579661,23.82277397260274,0.1709607372190439,-99.9999854579661
B,474,4282.587852687553,-57.17412147312446,30.37974683544304,0.3527060651577409,-57.76914553016594
C,264,6656.889409994113,-33.431105900058874,28.78787878787879,0.3571447619290392,-33.945862986482574
