symbol,prototype,leverage_mode,stress_case,trade_id,event_id,entry_time,exit_time,entry_price,exit_price,min_trade_price,liquidation_price,leverage,net_pnl,trade_return,equity_before,equity_after,liquidation,risk_event,reason
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,1,SOLUSDT_2024-01-01T16:00:00+00:00,2024-01-01 16:01:00+00:00,2024-01-02 14:15:00+00:00,106.1622282,112.4685018,105.919,93.42276081600001,8.0,466.98026897668285,0.4669802689766829,1000.0,1466.980268976683,False,,fixed_8x
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,2,SOLUSDT_2024-01-09T21:00:00+00:00,2024-01-09 21:01:00+00:00,2024-01-09 21:45:00+00:00,97.0434048,96.260744,96.467,85.398196224,8.0,-106.33877817130963,-0.07248821297745746,1466.980268976683,1360.6414908053735,False,,fixed_8x
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,3,SOLUSDT_2024-01-14T16:15:00+00:00,2024-01-14 16:16:00+00:00,2024-01-14 19:30:00+00:00,100.1330226,97.13057,98.138,88.117059888,8.0,-337.108696934105,-0.24775717866325533,1360.6414908053735,1023.5327938712685,False,,fixed_8x
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,4,SOLUSDT_2024-01-26T10:30:00+00:00,2024-01-26 10:31:00+00:00,2024-01-26 21:00:00+00:00,88.3386642,91.846627,88.254,77.738024496,8.0,316.80824879145115,0.3095242777646621,1023.5327938712685,1340.3410426627197,False,,fixed_8x
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,5,SOLUSDT_2024-01-27T23:00:00+00:00,2024-01-27 23:01:00+00:00,2024-01-28 17:15:00+00:00,93.7667496,96.1777606,93.155,82.514739648,8.0,264.8513934356556,0.1976000025407729,1340.3410426627197,1605.1924360983753,False,,fixed_8x
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,6,SOLUSDT_2024-01-29T15:45:00+00:00,2024-01-29 15:46:00+00:00,2024-01-30 22:45:00+00:00,97.9755912,103.4103138,97.94,86.21852025599999,8.0,699.1246647637669,0.4355394711820836,1605.1924360983753,2304.317100862142,False,,fixed_8x
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,7,SOLUSDT_2024-02-07T21:15:00+00:00,2024-02-07 21:16:00+00:00,2024-02-08 06:30:00+00:00,98.6057172,100.9318096,98.585,86.773031136,8.0,416.21567378009667,0.18062430453880365,2304.317100862142,2720.5327746422386,False,,fixed_8x
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,8,SOLUSDT_2024-02-08T13:45:00+00:00,2024-02-08 13:46:00+00:00,2024-02-10 08:45:00+00:00,102.59651519999998,108.1913574,101.62,90.28493337599998,8.0,1164.501455979185,0.42804169346289966,2720.5327746422386,3885.0342306214234,False,,fixed_8x
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,9,SOLUSDT_2024-02-13T00:15:00+00:00,2024-02-13 00:16:00+00:00,2024-02-13 11:00:00+00:00,112.8595674,113.1133728,112.803,99.31641931200001,8.0,38.77997235569351,0.009981886916216574,3885.0342306214234,3923.814202977117,False,,fixed_8x
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,10,SOLUSDT_2024-02-14T08:45:00+00:00,2024-02-14 08:46:00+00:00,2024-02-14 18:00:00+00:00,113.2386432,115.3399274,113.206,99.650006016,8.0,550.8083563857568,0.14037574867022037,3923.814202977117,4474.622559362874,False,,fixed_8x
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,11,SOLUSDT_2024-02-19T13:00:00+00:00,2024-02-19 13:01:00+00:00,2024-02-19 18:45:00+00:00,111.987393,112.0585838,111.75,98.54890584,8.0,-13.052085701311789,-0.002916913220758944,4474.622559362874,4461.570473661563,False,,fixed_8x
