symbol,prototype,leverage_mode,stress_case,trade_id,event_id,entry_time,exit_time,entry_price,exit_price,min_trade_price,liquidation_price,leverage,net_pnl,trade_return,equity_before,equity_after,liquidation,risk_event,reason
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,1,BNBUSDT_2024-01-02T00:15:00+00:00,2024-01-02 00:16:00+00:00,2024-01-02 14:15:00+00:00,312.96257999999995,316.45669599999997,312.17,158.04610289999997,2.0,20.318124690817797,0.020318124690817795,1000.0,1020.3181246908177,False,,baseline_fixed_2x
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,2,BNBUSDT_2024-01-03T06:15:00+00:00,2024-01-03 06:16:00+00:00,2024-01-03 12:00:00+00:00,318.203628,298.270334,315.41,160.69283213999998,2.0,-129.80870809810503,-0.12722375988120407,1020.3181246908177,890.5094165927127,False,,baseline_fixed_2x
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,3,BNBUSDT_2024-01-15T03:15:00+00:00,2024-01-15 03:16:00+00:00,2024-01-15 21:45:00+00:00,308.381664,314.78703,307.9,155.73274032,2.0,35.19385604363572,0.03952103749592593,890.5094165927127,925.7032726363484,False,,baseline_fixed_2x
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,4,BNBUSDT_2024-01-21T19:15:00+00:00,2024-01-21 19:16:00+00:00,2024-01-21 23:15:00+00:00,319.103808,318.456296,319.0,161.14742304,2.0,-5.606324289673774,-0.0060562865611431755,925.7032726363484,920.0969483466746,False,,baseline_fixed_2x
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,5,BNBUSDT_2024-01-27T03:15:00+00:00,2024-01-27 03:16:00+00:00,2024-01-27 07:15:00+00:00,305.07100199999996,303.27933199999995,303.52,154.06085600999998,2.0,-12.64217660624353,-0.013740048403551712,920.0969483466746,907.454771740431,False,,baseline_fixed_2x
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,6,BNBUSDT_2024-01-28T04:45:00+00:00,2024-01-28 04:46:00+00:00,2024-01-28 15:44:00+00:00,307.181424,304.9561348580571,304.73,155.12661912,2.0,-14.955935777756391,-0.016481191397640694,907.454771740431,892.4988359626747,False,,baseline_fixed_2x
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,7,BNBUSDT_2024-02-08T02:30:00+00:00,2024-02-08 02:31:00+00:00,2024-02-10 07:00:00+00:00,309.51189,323.105366,309.33,156.30350445,2.0,76.57125174991897,0.08579423150432128,892.4988359626747,969.0700877125936,False,,baseline_fixed_2x
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,8,BNBUSDT_2024-02-14T06:45:00+00:00,2024-02-14 06:46:00+00:00,2024-02-15 20:15:00+00:00,326.57530199999997,351.87961,326.47,164.92052750999997,2.0,148.16131314502218,0.15289019341701504,969.0700877125936,1117.2314008576159,False,,baseline_fixed_2x
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,9,BNBUSDT_2024-02-20T05:30:00+00:00,2024-02-20 05:31:00+00:00,2024-02-20 15:15:00+00:00,355.901166,350.12996,352.0,179.73008883,2.0,-38.449846697006414,-0.03441529361553149,1117.2314008576159,1078.7815541606094,False,,baseline_fixed_2x
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,10,BNBUSDT_2024-02-21T07:45:00+00:00,2024-02-21 07:46:00+00:00,2024-02-22 13:30:00+00:00,353.02058999999997,377.314522,352.12,178.27539794999998,2.0,146.2459155486738,0.13556582886001092,1078.7815541606094,1225.0274697092832,False,,baseline_fixed_2x
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,11,BNBUSDT_2024-02-26T13:00:00+00:00,2024-02-26 13:01:00+00:00,2024-02-27 02:15:00+00:00,390.138012,398.380308,390.05,197.01969606,2.0,49.28543446974067,0.04023210555550793,1225.0274697092832,1274.312904179024,False,,baseline_fixed_2x
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,12,BNBUSDT_2024-02-28T07:45:00+00:00,2024-02-28 07:46:00+00:00,2024-02-29 12:00:00+00:00,398.82975,409.008182,398.33,201.40902375,2.0,62.461679908744244,0.04901596750994622,1274.312904179024,1336.774584087768,False,,baseline_fixed_2x
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,13,BNBUSDT_2024-03-02T03:45:00+00:00,2024-03-02 03:46:00+00:00,2024-03-02 07:15:00+00:00,410.892162,407.798424,408.31,207.50054181,2.0,-22.79348765978577,-0.017051107891417863,1336.774584087768,1313.9810964279823,False,,baseline_fixed_2x
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,14,BNBUSDT_2024-03-04T08:00:00+00:00,2024-03-04 08:01:00+00:00,2024-03-04 14:26:00+00:00,417.353454,414.6326537377714,414.67,210.76349427,2.0,-19.751541918489615,-0.01503183110638622,1313.9810964279823,1294.2295545094926,False,,baseline_fixed_2x
BNBUSDT,P4_BREAKOUT_TOP20,baseline_fixed_2x,base,15,BNBUSDT_2024-03-07T23:00:00+00:00,2024-03-07 23:01:00+00:00,2024-03-08 02:45:00+00:00,470.19402,465.50688,466.8,237.44798010000002,2.0,-28.378672249401163,-0.02192707789010162,1294.2295545094926,1265.8508822600913,False,,baseline_fixed_2x
