time,equity,symbol,prototype,leverage_mode
2024-01-01 15:31:00+00:00,1000.0,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-01-02 14:45:00+00:00,1197.0166417647615,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-01-09 00:15:00+00:00,1357.3585716392195,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-01-11 16:00:00+00:00,2321.8712567479056,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-01-12 16:45:00+00:00,2277.9818062250115,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-01-17 03:45:00+00:00,2533.2917071025163,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-01-28 12:00:00+00:00,2516.414489853507,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-02-07 03:15:00+00:00,2717.4884240123247,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-02-08 23:15:00+00:00,2542.59183532014,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-02-10 07:45:00+00:00,2760.21111878223,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-02-11 10:15:00+00:00,2713.8885627098693,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-02-13 13:30:00+00:00,3612.7901887704393,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-02-15 05:45:00+00:00,4768.7279195763995,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-02-20 01:15:00+00:00,6093.2340008274305,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-02-20 14:40:00+00:00,5267.899447454987,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-02-26 02:45:00+00:00,6810.322313343167,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-02-27 15:45:00+00:00,8683.55103615276,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-02-28 17:31:00+00:00,7860.004304181559,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-03-02 05:00:00+00:00,8245.253655924338,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-03-03 06:10:00+00:00,7696.047309725465,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-03-04 00:49:00+00:00,6850.429212944007,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-03-05 16:00:00+00:00,6857.631055034221,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-03-07 03:30:00+00:00,6743.380935956492,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-03-12 03:15:00+00:00,7012.181817811064,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-03-21 04:30:00+00:00,6648.655320096177,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-03-21 15:00:00+00:00,5718.362924561098,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-03-26 13:30:00+00:00,7618.761833785227,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-03-27 14:00:00+00:00,6403.504408201187,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-04-04 20:00:00+00:00,5109.993072221147,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-04-07 18:00:00+00:00,5260.113106279007,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-04-09 01:00:00+00:00,8106.62025147844,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-04-21 00:30:00+00:00,9475.952116573488,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-04-24 14:15:00+00:00,8772.241591015678,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-04-28 10:00:00+00:00,11371.18494478664,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-05-04 07:45:00+00:00,11803.507140909913,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-05-05 00:30:00+00:00,10769.195708645188,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-05-06 10:30:00+00:00,9856.944528518989,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-05-16 02:45:00+00:00,9338.559949174578,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-05-18 14:30:00+00:00,9970.874895053961,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-05-21 17:00:00+00:00,24892.826389323185,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-05-23 13:51:00+00:00,22057.900911842775,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-05-27 19:00:00+00:00,29444.705214683698,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-06-02 07:30:00+00:00,28296.722127784633,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-06-15 20:00:00+00:00,28434.010068921278,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-06-17 05:45:00+00:00,26508.27532196686,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-06-28 00:45:00+00:00,28338.73881458444,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-07-01 08:30:00+00:00,32040.44277608742,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-07-10 21:00:00+00:00,31264.565369876742,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-07-14 13:30:00+00:00,34912.519179597904,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-07-16 05:15:00+00:00,51664.357554123606,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-07-21 05:00:00+00:00,50031.84467025073,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-07-27 17:00:00+00:00,47116.74446521866,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-08-09 10:15:00+00:00,50687.001359927344,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-08-11 11:30:00+00:00,51555.8542734662,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-08-14 13:30:00+00:00,46388.21429595021,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-08-23 11:00:00+00:00,45487.07691920443,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-08-23 14:49:00+00:00,40902.675216136326,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-08-24 01:30:00+00:00,46883.009453792285,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-08-24 21:30:00+00:00,46370.23710012158,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-09-11 01:15:00+00:00,46210.18023828031,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-09-14 05:15:00+00:00,53008.248106444255,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-09-20 13:00:00+00:00,62365.42019711951,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-09-22 05:15:00+00:00,63385.537582696204,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-10-07 07:30:00+00:00,68441.02919299845,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-10-13 01:15:00+00:00,75082.0889022936,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-10-15 03:30:00+00:00,107781.44276817623,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-10-15 14:30:00+00:00,90211.48895469373,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-10-21 07:45:00+00:00,108381.96383064138,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-10-28 15:45:00+00:00,102783.55419843405,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-10-29 20:15:00+00:00,121869.77930799275,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-10-30 19:45:00+00:00,119907.52397709314,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-11-07 06:30:00+00:00,230410.22803129564,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-11-08 17:00:00+00:00,224959.3018042672,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-11-09 14:30:00+00:00,245858.17060742085,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-11-10 14:30:00+00:00,297914.6027611805,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-11-12 10:30:00+00:00,275541.0989772797,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-11-16 22:45:00+00:00,260799.0406364355,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-11-22 00:30:00+00:00,380265.5085695011,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-11-22 10:00:00+00:00,359844.516828002,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-11-24 05:30:00+00:00,405650.79574197845,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-11-25 14:45:00+00:00,430277.6760482677,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-11-28 03:00:00+00:00,607321.7078657306,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-11-30 10:45:00+00:00,567908.251295859,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-12-05 00:30:00+00:00,562396.4359164331,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-12-06 23:15:00+00:00,636894.865402343,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-12-12 10:00:00+00:00,730442.732769462,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-12-16 23:15:00+00:00,728863.665267121,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-12-24 02:00:00+00:00,632081.9059013351,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2024-12-25 11:45:00+00:00,589292.7203917024,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2025-01-03 06:45:00+00:00,655961.8160229622,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2025-01-05 01:30:00+00:00,691823.5172445447,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2025-01-16 02:45:00+00:00,900335.1077320565,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2025-01-18 01:30:00+00:00,1010514.9432388548,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2025-01-24 15:30:00+00:00,960503.4352323745,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
2025-01-30 20:30:00+00:00,908398.657370959,ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x
