symbol,prototype,gate,leverage_mode,year,quarter,trade_count,return,profit_factor,max_drawdown,win_rate,sample_status
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2020,2020Q1,21,0.0064358880220530155,1.024026881778727,-0.09863413426532452,0.2857142857142857,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2020,2020Q2,20,0.3326646664591692,2.977067309442242,-0.06039691169019534,0.5,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2020,2020Q3,23,0.07375145060720027,1.2463053459954272,-0.11709697475238989,0.43478260869565216,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2020,2020Q4,25,0.129206825525291,1.2946752939596777,-0.12532107744403298,0.28,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2021,2021Q1,32,-0.3406627768591748,0.6276813129918113,-0.5430413988968121,0.21875,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2021,2021Q2,17,0.24300588848963603,2.637347184582141,-0.08030885177811786,0.35294117647058826,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2021,2021Q3,23,0.06095198612303185,1.2600128063997802,-0.07255881197139846,0.391304347826087,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2021,2021Q4,21,-0.0645208794885418,0.8053281393645623,-0.20412393202824008,0.2857142857142857,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2022,2022Q1,16,-0.16013154187152406,0.37904710441522715,-0.18915503596922412,0.1875,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2022,2022Q2,9,-0.07992827666151651,0.29148858157602925,-0.07077415401711507,0.2222222222222222,insufficient_sample
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2022,2022Q3,16,-0.14119205600979484,0.49517193253095176,-0.18055636956620447,0.3125,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2022,2022Q4,8,-0.05480845812204863,0.16890579391413316,-0.05797073648526285,0.25,insufficient_sample
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2023,2023Q1,17,0.11404857205342576,1.9072818243297818,-0.043311330470507725,0.35294117647058826,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2023,2023Q2,20,-0.024961779063074552,0.842958639970104,-0.1179346942945858,0.35,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2023,2023Q3,14,-0.05018369082439618,0.5268835947733318,-0.08244896667179524,0.07142857142857142,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2023,2023Q4,24,-0.07273231723106373,0.6032143454434241,-0.07671365280016873,0.2916666666666667,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2024,2024Q1,23,-0.0009000385928842469,0.994543876964813,-0.07444874905387844,0.43478260869565216,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2024,2024Q2,19,0.103529703540281,1.8034242770895659,-0.03984588613750917,0.3684210526315789,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2024,2024Q3,17,-0.05824351456853239,0.6041869875969685,-0.11603397052754838,0.35294117647058826,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2024,2024Q4,23,0.10848359440663323,1.6138139760016548,-0.03754954540732136,0.43478260869565216,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2025,2025Q1,14,-0.056679095504920625,0.589564818807837,-0.11865355236652064,0.35714285714285715,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2025,2025Q2,21,0.19807287491737835,1.861146015304392,-0.062969148462098,0.2857142857142857,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2025,2025Q3,25,0.23260485237291478,2.110965179188237,-0.07213427987728493,0.52,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2025,2025Q4,16,0.05489357298665431,1.3094244325401474,-0.057996501440352066,0.375,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2026,2026Q1,11,0.01563841780297288,1.0991236029548526,-0.06704451667133682,0.2727272727272727,partial_year
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2026,2026Q2,13,0.010975895321866883,1.088552323926961,-0.08117103172466866,0.46153846153846156,partial_year
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_2x,2020,2020Q1,21,-0.01250255323466547,0.9767093813435971,-0.19012081863011587,0.2857142857142857,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_2x,2020,2020Q2,20,0.7070964648936079,2.6763283841159042,-0.11679482774250705,0.5,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_2x,2020,2020Q3,23,0.16286865378764537,1.1958006188254717,-0.258239284090956,0.43478260869565216,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_2x,2020,2020Q4,25,0.29482585028818464,1.2258410455957682,-0.2757082230652358,0.28,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_2x,2021,2021Q1,32,-0.9184386948482317,0.6372134370805305,-1.0021533997398846,0.21875,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_2x,2021,2021Q2,17,0.5079566766874296,2.488298333754422,-0.15632668476691258,0.35294117647058826,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_2x,2021,2021Q3,23,0.1262899119929094,1.2165424989877367,-0.16802961140017658,0.391304347826087,valid
