window_id,train_start,train_end,test_start,test_end,symbol,prototype,gate,gate_status,leverage_mode,trade_count,total_return,profit_factor,max_drawdown,sample_status
2,2020-07-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_2x,15,-0.14272691047766906,0.6095580136533078,-0.19215122766265968,valid
2,2020-07-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_3x,15,-0.21726867442550013,0.5993908149607677,-0.28306222605549136,valid
2,2020-07-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_3x_v1,15,-0.10754134269019167,0.5140891142828675,-0.13403139171525702,valid
2,2020-07-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_5x_v1,15,-0.1452258513244269,0.4383908980057682,-0.17059734491498557,valid
3,2021-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_1x,37,0.08866362666180971,1.3129652684091861,-0.1064881441487684,valid
3,2021-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_2x,37,0.16341305421498942,1.2595489721057955,-0.20317958616885967,valid
3,2021-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_3x,37,0.22222704546152405,1.2139673996698073,-0.2908079578516133,valid
3,2021-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,adaptive_1x_3x_v1,37,0.32157821041082046,1.592611858808598,-0.14317625849486637,valid
3,2021-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,adaptive_1x_5x_v1,37,0.5385541024822702,1.8563872699454866,-0.14843849767768802,valid
3,2021-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_1x,31,0.04063819049037787,1.1781864435824112,-0.11162647178354779,valid
3,2021-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_2x,31,0.07076387517749327,1.1416260394447888,-0.21239215607946316,valid
3,2021-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_3x,31,0.09000397051743336,1.1103809934676923,-0.3031718796345556,valid
3,2021-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_3x_v1,31,0.2334586721243117,1.6271067176283367,-0.14810360342071105,valid
3,2021-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_5x_v1,31,0.4926415359863814,1.98130005632821,-0.15333558099162847,valid
4,2021-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_1x,38,-0.11236909952439056,0.5752352171239601,-0.14883847343249512,valid
4,2021-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_2x,38,-0.2191802720067878,0.5614683223553,-0.2767407336740465,valid
4,2021-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_3x,38,-0.31900566834330535,0.548604502981323,-0.3864736108503476,valid
4,2021-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,adaptive_1x_3x_v1,38,-0.1730643197927335,0.45299008558701825,-0.1815484864431699,valid
4,2021-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,adaptive_1x_5x_v1,38,-0.18439741747637217,0.4347441217559513,-0.19276530919549872,valid
4,2021-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_1x,33,-0.09074489615233128,0.6102575922076536,-0.13893704590783695,valid
4,2021-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_2x,33,-0.1802757512427816,0.5941447205248057,-0.2597859236324773,valid
4,2021-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_3x,33,-0.2669460582133496,0.5790676084410049,-0.36473630394956513,valid
4,2021-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_3x_v1,33,-0.15047799985289656,0.47134485287487243,-0.16964187321804103,valid
4,2021-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_5x_v1,33,-0.16452794683737393,0.4461855415240096,-0.1833748756092637,valid
5,2022-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_1x,43,0.09730251617227159,1.312858515760118,-0.09885402405098598,valid
5,2022-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_2x,43,0.17711780314136072,1.2753885472073205,-0.18909357690407358,valid
5,2022-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_3x,43,0.23733921161163063,1.2395611639969286,-0.2713667380764827,valid
5,2022-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,adaptive_1x_3x_v1,43,0.06309014891568321,1.1269968626303963,-0.14919641168567166,valid
5,2022-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,adaptive_1x_5x_v1,43,0.08382609478253689,1.1608738158157768,-0.14184405078356432,valid
5,2022-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_1x,28,0.19531382278719844,1.9460287962642904,-0.05290449583162948,valid
5,2022-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_2x,28,0.3987623423212536,1.8708260854034497,-0.1039723338531553,valid
5,2022-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_3x,28,0.6061977107480638,1.8003845345986995,-0.15323508893751925,valid
5,2022-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_3x_v1,28,0.3598898103143442,1.8306516738939376,-0.07902516144528737,valid
5,2022-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_5x_v1,28,0.39775732031378364,1.7368100323301063,-0.10514582705894515,valid
6,2022-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_1x,40,0.03716681866455396,1.1221419129265908,-0.10846251450413036,valid
6,2022-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_2x,40,0.05406245766822804,1.0883823300383164,-0.20674811234553225,valid
6,2022-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_3x,40,0.05137376854352871,1.0561449246826586,-0.29566862699032515,valid
6,2022-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,adaptive_1x_3x_v1,40,-0.08403074906842734,0.7880056316537397,-0.1510824706804983,valid
6,2022-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,adaptive_1x_5x_v1,40,-0.09695413104738682,0.7557435112865668,-0.1922434903819229,valid
6,2022-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_1x,30,-0.00433874449282301,0.9807614628940166,-0.10903701021604639,valid
6,2022-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_2x,30,-0.02341624714687285,0.9457786053115206,-0.20788904850919376,valid
6,2022-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_3x,30,-0.05514391369892313,0.9108038601179101,-0.2973443607990909,valid
6,2022-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_3x_v1,30,-0.04429462008220031,0.8727482441839004,-0.13946658411663693,valid
6,2022-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_5x_v1,30,-0.12343279279147823,0.6253219202275885,-0.16944149734445435,valid
7,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_1x,35,0.12581608191930904,1.384111680425522,-0.1303677792448349,valid
7,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_2x,35,0.18177530568008238,1.2732872389923957,-0.24716876882197203,valid
7,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_3x,35,0.18231961058861557,1.183042212232573,-0.3512707753479132,valid
7,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,adaptive_1x_3x_v1,35,0.13403517780091811,1.2837221155744052,-0.1510781862373073,valid
7,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,adaptive_1x_5x_v1,35,0.07054670903012861,1.143297717446274,-0.17178859322978013,valid
7,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_1x,26,0.16837862309649076,1.603555088208898,-0.11635943079047928,valid
7,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_2x,26,0.27340281794637455,1.4726310956608488,-0.2225418315829133,valid
7,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_3x,26,0.3233588030287977,1.365440014662139,-0.3189467355551081,valid
7,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_3x_v1,26,0.2994944958283501,1.7884757574510899,-0.14656691372206343,valid
7,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_5x_v1,26,0.4712936336212412,1.987491772186347,-0.15239327714985051,valid
8,2023-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_1x,41,0.2272342941510339,1.743317749403211,-0.05981527343202353,valid
8,2023-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_2x,41,0.4771739983401153,1.6700732769430362,-0.11675767406108017,valid
8,2023-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_3x,41,0.7457279776160066,1.603636557783426,-0.1709311022588731,valid
8,2023-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,adaptive_1x_3x_v1,41,0.2597122859797061,1.4492421159683058,-0.11393148592988767,valid
8,2023-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,adaptive_1x_5x_v1,41,0.05503341865106659,1.0957867032876794,-0.12194750221787243,valid
8,2023-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_1x,31,0.14438758098334925,1.6208185362261247,-0.05928359479997125,valid
8,2023-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_2x,31,0.2911257815021835,1.5513956718634547,-0.11727449834079784,valid
8,2023-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_3x,31,0.43713276214020236,1.4890841047188237,-0.17380989588277573,valid
8,2023-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_3x_v1,31,0.1878596864567137,1.3989569701817761,-0.10907697209810696,valid
8,2023-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_5x_v1,31,-0.056521025854102236,0.8793977926589376,-0.13511217947352927,valid
9,2024-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-06-28 01:05:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_1x,24,0.017140606489618015,1.0944724824184433,-0.052802744837739946,valid
9,2024-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-06-28 01:05:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_2x,24,0.024647392922324096,1.0680883588042405,-0.10350730969772404,valid
9,2024-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-06-28 01:05:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_3x,24,0.02275190854305853,1.0421582941272896,-0.15470643662471628,valid
9,2024-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-06-28 01:05:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,adaptive_1x_3x_v1,24,-0.03672688535562296,0.8730334111921614,-0.08822702753834899,valid
9,2024-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-06-28 01:05:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,adaptive_1x_5x_v1,24,-0.09207030227599078,0.6634319151792366,-0.12373021168824205,valid
9,2024-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-06-28 01:05:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_1x,22,-0.035665385857529874,0.8169684836428075,-0.09007262668078297,valid
9,2024-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-06-28 01:05:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_2x,22,-0.07907882696640023,0.7891436258424823,-0.17487672095316253,valid
9,2024-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-06-28 01:05:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,fixed_3x,22,-0.12873578320987744,0.761400991687672,-0.2543937094448888,valid
9,2024-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-06-28 01:05:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_3x_v1,22,-0.09189003653939964,0.622775456956406,-0.1284214036271012,valid
9,2024-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2026-06-28 01:05:00+00:00,ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,usable,adaptive_1x_5x_v1,22,-0.11609680643576925,0.5569042944952025,-0.1659661497232714,valid
1,2020-01-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_1x,20,-0.04004377025251726,0.7942649613426698,-0.1079437827097729,valid
1,2020-01-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,usable,fixed_2x,20,-0.08706591112635376,0.7757302714698397,-0.2078920137393433,valid
