event_id,candidate,symbol,signal_time,execution_time,execution_open,direction,side,range_upper,range_lower,range_mid,ema20,atr14,deviation_ema20_atr,trend_strength_atr,trend_strength_bucket,trend_regime,volatility_regime,atr_pct,atr_percentile_200,p4_held,p4_state_bucket,bars_since_p4_exit,mean_target,mean_reversion_bars,subsequent_trend_breakout,data_layer,oos_status,fwd_ret_1,fwd_mfe_1,fwd_mae_1,plus_1atr_first_1,minus_1atr_first_1,ambiguous_touch_1,fwd_ret_4,fwd_mfe_4,fwd_mae_4,plus_1atr_first_4,minus_1atr_first_4,ambiguous_touch_4,fwd_ret_8,fwd_mfe_8,fwd_mae_8,plus_1atr_first_8,minus_1atr_first_8,ambiguous_touch_8,fwd_ret_16,fwd_mfe_16,fwd_mae_16,plus_1atr_first_16,minus_1atr_first_16,ambiguous_touch_16,fwd_ret_32,fwd_mfe_32,fwd_mae_32,plus_1atr_first_32,minus_1atr_first_32,ambiguous_touch_32
FB2_FAILED_BREAKOUT_FAST_REVERSION_BNBUSDT_short_2024-12-01T09:30:00+00:00,FB2_FAILED_BREAKOUT_FAST_REVERSION,BNBUSDT,2024-12-01 09:30:00+00:00,2024-12-01 09:30:00+00:00,655.69,-1,short,657.88,645.53,651.7049999999999,653.0189373785166,1.8514285714285441,1.431901107282686,0.9886082979299861,0.5_1.0,weak_or_range,unknown,0.0028237201205309746,,False,deep_idle,,651.7049999999999,,False,expanded_discovery,not_oos,-0.0018453842517041075,0.00033563702381500526,-0.0025859839668993523,False,False,False,0.0018301331421861633,0.0030748990331661563,-0.0025859839668993523,True,False,False,-0.005322637221857773,0.005104543503587022,-0.005701721131245674,True,False,False,-0.006329210450060296,0.005104543503587022,-0.007207207207207245,True,False,False,-0.002272415318214316,0.005104543503587022,-0.013866538328495492,True,False,False
FB2_FAILED_BREAKOUT_FAST_REVERSION_BNBUSDT_short_2024-12-01T11:15:00+00:00,FB2_FAILED_BREAKOUT_FAST_REVERSION,BNBUSDT,2024-12-01 11:15:00+00:00,2024-12-01 11:15:00+00:00,657.07,-1,short,658.56,646.8,652.68,654.5092176467335,2.1999999999999886,1.1685374333029646,0.5489685932347653,0.5_1.0,weak_or_range,unknown,0.003348146344432928,,False,deep_idle,,652.68,,False,expanded_discovery,not_oos,-0.003211225592402389,0.0,-0.003609068162862994,False,True,False,-0.002450271660553449,0.0,-0.004409224521955135,False,True,False,-0.004002617681525544,0.0009444740650468297,-0.004409224521955135,False,True,False,-0.0069703380157364325,0.0009444740650468297,-0.008046497584540901,False,True,False,-9.131447182175734e-05,0.0009444740650468297,-0.011791069468048199,False,True,False
FB2_FAILED_BREAKOUT_FAST_REVERSION_BNBUSDT_long_2024-12-01T20:45:00+00:00,FB2_FAILED_BREAKOUT_FAST_REVERSION,BNBUSDT,2024-12-01 20:45:00+00:00,2024-12-01 20:45:00+00:00,654.49,1,long,664.91,652.37,658.64,657.7049855331322,2.1971428571428566,-1.4632573947935992,0.6153390201577789,0.5_1.0,weak_or_range,high_vol,0.0033570304468255536,0.7714285714285715,False,after_p4_exit_0_4_bars,2.0,658.64,6.0,True,expanded_discovery,not_oos,0.0030099772341822817,0.003285000534767546,-0.0006417210346987279,False,False,False,0.0016348607312564045,0.00443093095387237,-0.0006417210346987279,True,False,False,0.004568442604165002,0.006401931274732986,-0.0006417210346987279,True,False,False,0.008449326956867065,0.008678513040688118,-0.0006417210346987279,True,False,False,-0.0009167443352839921,0.020550352182615583,-0.012773304404956498,True,False,False
FB2_FAILED_BREAKOUT_FAST_REVERSION_BNBUSDT_short_2024-12-02T01:45:00+00:00,FB2_FAILED_BREAKOUT_FAST_REVERSION,BNBUSDT,2024-12-02 01:45:00+00:00,2024-12-02 01:45:00+00:00,663.87,-1,short,665.67,651.91,658.79,658.8283017085967,2.9392857142857207,1.7016713506597145,0.4812617645569102,0_0.5,weak_or_range,high_vol,0.004427768727363513,0.9111111111111111,False,after_p4_exit_17_64_bars,22.0,658.79,3.0,True,expanded_discovery,not_oos,-0.004518957024718606,0.0008442508027921569,-0.004692653673163405,False,True,False,0.004398451504059486,0.009672856686590237,-0.0060933616791928324,False,True,False,0.008842092578366212,0.009672856686590237,-0.0060933616791928324,False,True,False,0.018663292512088203,0.027455775153606865,-0.0060933616791928324,False,True,False,0.040941750643951336,0.05249223159363314,-0.0060933616791928324,False,True,False
FB2_FAILED_BREAKOUT_FAST_REVERSION_BNBUSDT_short_2024-12-02T02:15:00+00:00,FB2_FAILED_BREAKOUT_FAST_REVERSION,BNBUSDT,2024-12-02 02:15:00+00:00,2024-12-02 02:15:00+00:00,664.32,-1,short,667.0,651.91,659.4549999999999,660.0442560471732,3.15428571428572,1.3555347676534262,0.5752977142275677,0.5_1.0,weak_or_range,high_vol,0.004748142031379034,0.9347826086956522,True,p4_held,24.0,659.4549999999999,1.0,True,expanded_discovery,not_oos,0.003958935452793799,0.010357256923849256,-0.00015050720929521422,True,False,False,0.0018816233140654948,0.010357256923849256,-0.00015050720929521422,True,False,False,0.025334176300578104,0.02670623145400608,-0.00027088036117373093,True,False,False,0.023693400770712914,0.02815222942751472,-0.00027088036117373093,True,False,False,0.04156129576107903,0.05320565666814647,-0.00027088036117373093,True,False,False
FB2_FAILED_BREAKOUT_FAST_REVERSION_BNBUSDT_long_2024-12-02T04:30:00+00:00,FB2_FAILED_BREAKOUT_FAST_REVERSION,BNBUSDT,2024-12-02 04:30:00+00:00,2024-12-02 04:30:00+00:00,650.94,1,long,667.94,647.04,657.49,657.8816274109815,4.733571428571428,-1.4664672363624682,0.27651834424868327,0_0.5,weak_or_range,high_vol,0.007271901294391844,1.0,False,after_p4_exit_0_4_bars,2.0,657.49,,False,expanded_discovery,not_oos,0.004531907702706839,0.006144959596890542,-0.002980305404492012,False,False,False,0.003978861338986617,0.006651918763634024,-0.002980305404492012,False,False,False,-0.005376839647279308,0.006651918763634024,-0.006851629950533122,False,False,False,-0.02017082987679375,0.006651918763634024,-0.021860693765938466,False,True,False,-0.021722432175008577,0.006651918763634024,-0.03152364273204922,False,True,False
FB2_FAILED_BREAKOUT_FAST_REVERSION_BNBUSDT_long_2024-12-02T07:45:00+00:00,FB2_FAILED_BREAKOUT_FAST_REVERSION,BNBUSDT,2024-12-02 07:45:00+00:00,2024-12-02 07:45:00+00:00,647.1,1,long,667.94,644.08,656.01,652.0842184883466,3.6807142857143,-1.3514274953784446,0.2981156153293756,0_0.5,weak_or_range,high_vol,0.005687926760078348,0.8508771929824561,False,after_p4_exit_5_16_bars,15.0,656.01,,False,expanded_discovery,not_oos,0.0002627105547827746,0.0018080667593880495,-0.0007417709782104875,False,False,False,-0.01962602379848566,0.0018080667593880495,-0.023334878689537986,False,True,False,-0.016087158089939657,0.0018080667593880495,-0.025251120383248393,False,True,False,-0.019888734353268434,0.0018080667593880495,-0.025776541492814165,False,True,False,0.00477515067223,0.006521403183433749,-0.025776541492814165,False,True,False
FB2_FAILED_BREAKOUT_FAST_REVERSION_BNBUSDT_long_2024-12-03T12:15:00+00:00,FB2_FAILED_BREAKOUT_FAST_REVERSION,BNBUSDT,2024-12-03 12:15:00+00:00,2024-12-03 12:15:00+00:00,647.61,1,long,661.68,646.02,653.8499999999999,650.8023397267593,3.51999999999999,-0.9125965132838937,0.13268328035694218,0_0.5,weak_or_range,mid_vol,0.00543553791750952,0.66,False,deep_idle,129.0,653.8499999999999,21.0,True,expanded_discovery,not_oos,-0.0018838498479023524,0.0014514908664164938,-0.002470622751347351,False,False,False,-0.0009264835317552844,0.0044316795602290515,-0.002470622751347351,False,False,False,-0.017031855592100187,0.0044316795602290515,-0.027269498617995325,False,True,False,-0.0031500440079677006,0.0044316795602290515,-0.038773335803956144,False,True,False,0.06769506338691511,0.07379441330430336,-0.038773335803956144,False,True,False
FB2_FAILED_BREAKOUT_FAST_REVERSION_BNBUSDT_long_2024-12-03T14:45:00+00:00,FB2_FAILED_BREAKOUT_FAST_REVERSION,BNBUSDT,2024-12-03 14:45:00+00:00,2024-12-03 14:45:00+00:00,633.98,1,long,661.68,629.95,645.815,643.8686283026066,5.738571428571423,-1.7266715986618317,0.32172415819543615,0_0.5,weak_or_range,high_vol,0.009051945593683233,1.0,False,deep_idle,139.0,645.815,6.0,True,expanded_discovery,not_oos,0.010915170825578135,0.015741821508564957,-0.00022082715543070286,True,False,False,0.011719612606075902,0.016845957285718693,-0.00022082715543070286,True,False,False,0.02153064765450008,0.028313195999873697,-0.00022082715543070286,True,False,False,0.06175273667939041,0.06541215811224332,-0.00022082715543070286,True,False,False,0.12631313290640067,0.13195999873813058,-0.00022082715543070286,True,False,False
FB2_FAILED_BREAKOUT_FAST_REVERSION_BNBUSDT_long_2024-12-05T01:30:00+00:00,FB2_FAILED_BREAKOUT_FAST_REVERSION,BNBUSDT,2024-12-05 01:30:00+00:00,2024-12-05 01:30:00+00:00,700.85,1,long,747.46,694.45,720.955,728.6709519378893,8.515714285714287,-3.2587932153200025,2.407321859332349,1.5_2.5,weak_or_range,high_vol,0.012149338420524864,0.84,False,after_p4_exit_17_64_bars,45.0,720.955,5.0,False,expanded_discovery,not_oos,0.005750160519369274,0.009317257615752306,-0.0033530712706000276,False,False,False,0.017364628665192283,0.017578654490975065,-0.0033530712706000276,True,False,False,0.03039166726118281,0.03795391310551466,-0.0033530712706000276,True,False,False,0.0443033459370763,0.047128486837411776,-0.0033530712706000276,True,False,False,0.04754227010059209,0.053706213883141896,-0.0033530712706000276,True,False,False
