run_id,run_timestamp,data_start,data_end,symbol_count,event_count,config_hash,data_hash,git_commit,data_layer,oos_status
S2_CANONICAL_EVENT_STUDY,2026-06-29T05:57:29.086674+00:00,2024-12-01T00:00:00+00:00,2026-06-28T01:05:00+00:00,4,64501,0ad21eb4ecc248bbd8dff06e837c5e861b4152efc9688c0a4502ee660cc3eff2,02cd79b43a116b6b6a96447aded3c2588a370ea9cf8adcd1bff422f7b49429bf,bce2ff2585900ae33b8c3ab6e8113505f8a5a624,expanded_discovery,not_oos
