prototype,sizing_mode,event_id,signal_time,entry_time,exit_time,entry_raw_price,entry_price,exit_raw_price,exit_price,quantity,stop_loss,atr,gross_pnl,entry_fee,exit_fee,total_fee,net_pnl,trade_return,equity_before,equity_after,mae_atr,mfe_atr,exit_reason
P3_MOMENTUM_TOP20,fixed_2x,ETHUSDT_2024-01-08T18:30:00+00:00,2024-01-08 18:30:00+00:00,2024-01-08 18:31:00+00:00,2024-01-09 00:15:00+00:00,2320.54,2321.004108,2321.7,2321.23566,0.8616960190231597,2281.0033937142857,13.333571428571402,0.1995274365966247,1.0,1.0000997637182982,2.000099763718298,-1.8005723271216736,-0.0018005723271216736,1000.0,998.1994276728783,-0.10305625970964061,2.8968901698184157,donchian20_exit
P3_MOMENTUM_TOP20,fixed_2x,ETHUSDT_2024-01-10T00:15:00+00:00,2024-01-10 00:15:00+00:00,2024-01-10 00:16:00+00:00,2024-01-11 16:00:00+00:00,2369.01,2369.483802,2582.94,2582.423412,0.8425458969842565,2256.0988020000004,37.79499999999997,179.41139471092768,0.9981994276728783,1.0879051250283422,2.0861045527012205,177.32529015822647,0.17764515310495455,998.1994276728783,1175.5247178311047,-0.8785236671517371,8.530657441460516,donchian20_exit
P3_MOMENTUM_TOP20,fixed_2x,ETHUSDT_2024-02-12T17:15:00+00:00,2024-02-12 17:15:00+00:00,2024-02-12 17:16:00+00:00,2024-02-13 13:30:00+00:00,2560.87,2561.382174,2638.68,2638.152264,0.9178831099580416,2510.3714597142857,17.00357142857141,70.46596896095873,1.1755247178311048,1.210757702311584,2.386282420142689,68.07968654081604,0.0579142960655273,1175.5247178311047,1243.6044043719207,-0.2012620709934786,7.493591951270754,donchian20_exit
P3_MOMENTUM_TOP20,fixed_2x,ETHUSDT_2024-02-14T10:00:00+00:00,2024-02-14 10:00:00+00:00,2024-02-14 10:01:00+00:00,2024-02-15 05:45:00+00:00,2749.3,2749.8498600000003,2773.02,2772.465396,0.9044889486234864,2705.246288571429,14.867857142857117,20.45550237919642,1.2436044043719208,1.2538321555615188,2.4974365599334396,17.95806581926298,0.014440336296760429,1243.6044043719207,1261.5624701911838,-1.4635505164544866,5.3511504203699225,donchian20_exit
P3_MOMENTUM_TOP20,fixed_2x,ETHUSDT_2024-02-28T16:45:00+00:00,2024-02-28 16:45:00+00:00,2024-02-28 16:46:00+00:00,2024-02-28 17:31:00+00:00,3405.43,3406.111086,3326.716086,3326.0507427828,0.7407641373627142,3326.716086,26.465000000000014,-59.30583108025177,1.2615624701911838,1.231909554651058,2.4934720248422417,-61.79930310509402,-0.04898632019049253,1261.5624701911838,1199.7631670860899,-9.566260570564879,3.6258799924428593,atr_stop
P3_MOMENTUM_TOP20,fixed_2x,ETHUSDT_2024-03-05T04:00:00+00:00,2024-03-05 04:00:00+00:00,2024-03-05 04:01:00+00:00,2024-03-05 16:00:00+00:00,3699.81,3700.549962,3705.48,3704.7389040000003,0.6484242501283056,3628.5306762857144,24.00642857142855,2.7162115751811107,1.19976316708609,1.2011212728736804,2.4008844399597704,0.31532713522134026,0.00026282448392476256,1199.7631670860899,1200.0784942213113,-2.276055425630047,5.30608031182125,donchian20_exit
P3_MOMENTUM_TOP20,fixed_2x,ETHUSDT_2024-03-06T06:00:00+00:00,2024-03-06 06:00:00+00:00,2024-03-06 06:01:00+00:00,2024-03-07 03:30:00+00:00,3775.07,3775.825014,3772.49,3771.735502,0.635664253386564,3661.7800140000004,38.01499999999991,-2.5995565921954022,1.2000784942213114,1.1987787159252135,2.3988572101465246,-4.998413802341927,-0.004165072390189962,1200.0784942213113,1195.0800804189694,-1.33697261607261,3.43535409706696,donchian20_exit
P3_MOMENTUM_TOP20,fixed_2x,ETHUSDT_2024-03-11T09:45:00+00:00,2024-03-11 09:45:00+00:00,2024-03-11 09:46:00+00:00,2024-03-12 03:15:00+00:00,4021.51,4022.314302,4047.2,4046.39056,0.5942251105661953,3918.625730571429,34.56285714285715,14.306717072070006,1.1950800804189694,1.2022334389550045,2.3973135193739736,11.90940355269603,0.009965360269849741,1195.0800804189694,1206.9894839716653,-0.6025052244358252,2.2083156402413753,donchian20_exit
P3_MOMENTUM_TOP20,fixed_2x,ETHUSDT_2024-03-21T00:30:00+00:00,2024-03-21 00:30:00+00:00,2024-03-21 00:31:00+00:00,2024-03-21 04:30:00+00:00,3510.24,3510.942048,3492.39,3491.691522,0.6875587619905171,3427.486333714286,27.818571428571335,-13.23586782422613,1.2069894839716653,1.2003715500595522,2.4073610340312177,-15.643228858257347,-0.012960534508372385,1206.9894839716653,1191.346255113408,-0.5479090843732329,1.9292130847840774,donchian20_exit
P3_MOMENTUM_TOP20,fixed_2x,ETHUSDT_2024-03-21T08:45:00+00:00,2024-03-21 08:45:00+00:00,2024-03-21 08:46:00+00:00,2024-03-21 15:00:00+00:00,3557.9,3558.6115800000002,3500.6,3499.89988,0.6695567798458116,3485.0944371428573,24.505714285714344,-39.31081679127353,1.191346255113408,1.1716908467177714,2.3630371018311793,-41.67385389310471,-0.0349804716422579,1191.346255113408,1149.6724012203033,-1.8824825696630636,1.3024888655706952,donchian20_exit
