prototype,sizing_mode,event_id,signal_time,entry_time,exit_time,entry_raw_price,entry_price,exit_raw_price,exit_price,quantity,stop_loss,atr,gross_pnl,entry_fee,exit_fee,total_fee,net_pnl,trade_return,equity_before,equity_after,mae_atr,mfe_atr,exit_reason
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,ETHUSDT_2024-01-02T08:15:00+00:00,2024-01-02 08:15:00+00:00,2024-01-02 08:16:00+00:00,2024-01-02 14:45:00+00:00,2396.57,2397.0493140000003,2369.15,2368.67617,0.1915394297597553,2370.9450282857147,8.701428571428616,-5.434575822251449,0.22956472935478636,0.22684744144366062,0.456412170798447,-5.890987993049896,-0.005890987993049895,1000.0,994.1090120069501,-2.3432145460515934,4.302820587752336,donchian20_exit
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,ETHUSDT_2024-01-08T17:45:00+00:00,2024-01-08 17:45:00+00:00,2024-01-08 17:46:00+00:00,2024-01-09 00:15:00+00:00,2280.29,2280.7460579999997,2321.7,2321.23566,0.1422972636453524,2245.8153437142855,11.643571428571347,5.7615595706894025,0.16227196156166207,0.16515274134700678,0.3274247029086689,5.434134867780734,0.005466336993374669,994.1090120069501,999.5431468747308,-0.22811368627688222,6.77489226427833,donchian20_exit
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,ETHUSDT_2024-01-10T09:15:00+00:00,2024-01-10 09:15:00+00:00,2024-01-10 09:16:00+00:00,2024-01-10 12:48:00+00:00,2379.84,2380.315968,2341.000968,2340.5327678064,0.1271198202816647,2341.000968,13.104999999999986,-5.057233258839908,0.1512926690328684,0.14876405240344842,0.3000567214363168,-5.357289980276224,-0.005359738593603338,999.5431468747308,994.1858568944546,-3.360241739793943,3.9285793208699262,atr_stop
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,ETHUSDT_2024-01-10T15:00:00+00:00,2024-01-10 15:00:00+00:00,2024-01-10 15:01:00+00:00,2024-01-11 16:00:00+00:00,2384.84,2385.316968,2582.94,2582.423412,0.0645671064189603,2308.328396571429,25.662857142857092,12.726592745610839,0.07700650725790387,0.08336980363070928,0.16037631088861315,12.566216434722225,0.012639705491260362,994.1858568944546,1006.7520733291768,-0.06885312847917992,11.94656659986642,donchian20_exit
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,ETHUSDT_2024-02-12T17:15:00+00:00,2024-02-12 17:15:00+00:00,2024-02-12 17:16:00+00:00,2024-02-13 13:30:00+00:00,2560.87,2561.382174,2638.68,2638.152264,0.09868045247222935,2510.3714597142857,17.00357142857141,7.575707217533768,0.12637917594231124,0.13016702955107812,0.25654620549338936,7.319161012040379,0.007270072946397836,1006.7520733291768,1014.0712343412172,-0.2012620709934786,7.493591951270754,donchian20_exit
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,ETHUSDT_2024-02-15T00:15:00+00:00,2024-02-15 00:15:00+00:00,2024-02-15 00:16:00+00:00,2024-02-15 05:45:00+00:00,2782.13,2782.686426,2773.02,2772.465396,0.145092360403658,2747.740711714286,11.648571428571424,-1.482993368456623,0.20187327090577953,0.2011317742215512,0.4030050451273307,-1.8859984135839538,-0.0018598283332720475,1014.0712343412172,1012.1852359276332,-0.7886311258278257,4.011099067942084,donchian20_exit
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,ETHUSDT_2024-02-19T06:00:00+00:00,2024-02-19 06:00:00+00:00,2024-02-19 06:01:00+00:00,2024-02-20 01:15:00+00:00,2909.69,2910.271938,2917.21,2916.626558,0.13256429897271063,2872.094795142857,12.725714285714307,0.8423957455379755,0.19289907964046096,0.19332027751322997,0.38621935715369093,0.45617638838428454,0.0004506846891184047,1012.1852359276332,1012.6414123160175,-1.7344360799281617,6.125240615177355,donchian20_exit
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,ETHUSDT_2024-02-20T13:30:00+00:00,2024-02-20 13:30:00+00:00,2024-02-20 13:31:00+00:00,2024-02-20 14:40:00+00:00,2970.21,2970.8040419999998,2924.0361848571424,2923.451377620171,0.1082625412174432,2924.0361848571424,15.589285714285714,-5.126519779176952,0.16081339752298593,0.15825013763339746,0.3190635351563834,-5.445583314333336,-0.0053776028198162604,1012.6414123160175,1007.1958290016842,-3.3281859702176266,2.493761337915238,atr_stop
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,ETHUSDT_2024-02-27T01:45:00+00:00,2024-02-27 01:45:00+00:00,2024-02-27 01:46:00+00:00,2024-02-27 15:45:00+00:00,3193.13,3193.768626,3231.74,3231.093652,0.13174077027882466,3155.542197428572,12.742142857142783,4.917227675917156,0.21037476944079175,0.21283338327875032,0.42320815271954204,4.494019523197614,0.004461912364800012,1007.1958290016842,1011.6898485248818,-0.12859893491787563,7.989344896014407,donchian20_exit
P5_MOMENTUM_AND_BREAKOUT_TOP40,fixed_risk_0_5pct,ETHUSDT_2024-02-28T16:45:00+00:00,2024-02-28 16:45:00+00:00,2024-02-28 16:46:00+00:00,2024-02-28 17:31:00+00:00,3405.43,3406.111086,3326.716086,3326.0507427828,0.06371244086686076,3326.716086,26.465000000000014,-5.1008398830064134,0.10850582557636693,0.10595540563486372,0.21446123121123065,-5.315301114217645,-0.005253884006019972,1011.6898485248818,1006.3745474106641,-9.566260570564879,3.6258799924428593,atr_stop
